NAME	X	Y	AREA
SAimp_2438-4	1079706.8	1062802.688	0.227
SAimp_1645DWF1-1	1079713.197	1065754.441	0.26
Parking_1645DWF1-2	1079718.635	1065119.154	0.14
SAimp_2438-3	1079722.203	1063253.038	0.328
SAimp_E-MH-1833-1	1079725.245	1067207.868	0.455
Parking_E-MH-10040	1079726.86	1061267.771	0.354
Parking_4086	1079739.165	1061810.719	0.163
SAimp_4086-2	1079752.709	1062403.131	0.273
SAimp_1645DWF1-2	1079753.635	1065094.154	0.414
SAimp_E-MH-10040	1079761.86	1061242.771	0.285
SAimp_4086	1079774.165	1061785.719	0.325
Parking_E-MH-1836-2	1079818.835	1067018.075	0.222
Parking_E-MH-1767	1079851.615	1066643.412	0.293
SAimp_E-MH-1836-2	1079853.835	1066993.075	0.129
Parking_4086-1	1079885.479	1062349.199	0.186
SAimp_E-MH-1767	1079886.615	1066618.412	0.23
Parking_1645DWF1	1079890.918	1065016.629	0.603
SAimp_E-MH-1629	1079896.267	1061408.721	0.129
SAimp_4086-1	1079920.479	1062324.199	0.214
SAimp_1645DWF1	1079925.918	1064991.629	0.185
Parking_SPP164	1079953.676	1064766.263	0.188
SAimp_2438-2	1079956.21	1062730.434	0.189
Parking_E-MH-1633-1	1079968.962	1060614.236	1.122
Parking_3845	1079976.346	1062044.072	0.897
SAimp_SPP164	1079988.676	1064741.263	0.336
SAimp_E-MH-1633-1	1080003.962	1060589.236	1.406
SAimp_3845	1080011.346	1062019.072	0.428
Parking_E-MH-1833-2	1080023.133	1067008.485	0.129
SAimp_E-MH-1839	1080037.777	1067460.816	0.289
Parking_2438-1	1080040.298	1063204.414	0.204
Parking_4850	1080043.919	1066877.665	0.103
SAimp_E-MH-1836-1	1080055.997	1067174.73	0.428
SAimp_E-MH-1833-2	1080058.133	1066983.485	0.36
SAimp_2438-1	1080075.298	1063179.414	0.31
SAimp_4850	1080078.919	1066852.665	0.302
SAimp_E-MH-10675-1	1080089.235	1067709.406	0.199
Parking_E-MH-10675-2	1080220.034	1067623.269	0.462
Parking_E-MH-9754-1	1080248.756	1061334.231	0.162
SAimp_E-MH-10675-2	1080255.034	1067598.269	0.108
SAimp_E-MH-9754-1	1080283.756	1061309.231	0.297
SAimp_3854	1080303.513	1061457.492	0.273
SAimp_E-MH-9763	1080303.946	1061599.583	0.262
Parking_3850	1080339.883	1061795.291	0.726
SAimp_E-MH-1633-2	1080347.857	1061129.771	0.26
SAimp_3488-1	1080350.163	1064157.088	0.859
Parking_3664	1080361.72	1065303.131	0.913
SAimp_3850	1080374.883	1061770.291	0.838
SAimp_3664	1080396.72	1065278.131	0.975
Parking_E-node-2105	1080451.708	1062565.871	0.422
SAimp_4375-1	1080461.278	1060792.757	0.155
SAimp_E-MH-1764-2	1080462.006	1066850.08	3.703
Parking_4097	1080480.111	1066206.398	2.875
SAimp_4372-1	1080481.579	1060927.569	0.128
SAimp_E-node-2105	1080486.708	1062540.871	0.588
SAimp_E-MH-2085	1080488.564	1067097.196	0.187
SAimp_4097	1080515.111	1066181.398	2.015
Parking_4198	1080516.841	1064924.29	0.679
SAimp_4198	1080551.841	1064899.29	0.551
Parking_E-MH-10679	1080610.383	1067867.487	0.111
SAimp_4209	1080634.638	1064630.641	0.146
SAimp_E-MH-10679	1080645.383	1067842.487	1.103
Parking_E-MH-9869	1080675.599	1059726.432	0.959
SAimp_E-MH-9869	1080710.599	1059701.432	0.618
Parking_E-MH-1735	1080713.509	1062326.787	0.683
Parking_E-MH-10697	1080727.926	1067527.202	0.768
SAimp_E-node-2114	1080743.572	1060066.28	0.598
SAimp_E-MH-1735	1080748.509	1062301.787	0.283
SAimp_E-MH-10697	1080762.926	1067502.202	0.761
Parking_E-node-2263-1	1080800.51	1064154.37	0.201
SAimp_E-node-1526	1080827	1060631.996	0.631
SAimp_E-node-1527	1080832.845	1060462.615	0.608
SAimp_E-node-2263-1	1080835.51	1064129.37	0.508
Parking_E-MH-1951	1080869.208	1065552.971	1.646
SAimp_E-MH-9865	1080875.307	1059877.661	0.807
SAimp_4295	1080878.178	1060260.84	0.69
SAimp_E-node-2263-2	1080891.613	1064591.835	0.157
SAimp_3488-2	1080955.329	1063267.869	0.409
Parking_3495	1080970.183	1063429.124	0.309
SAimp_3495	1081005.183	1063404.124	0.14
SAimp_E-MH-1889-1	1081022.13	1061769.624	0.197
Parking_E-MH-1764-1	1081033.134	1066859.412	1.791
Parking_E-MH-1736	1081044.851	1062311.341	0.873
SAimp_E-MH-1736	1081079.851	1062286.341	0.339
SAimp_4372	1081093.4	1060935.549	0.334
SAimp_3504-2	1081104.991	1064597.687	0.16
SAimp_4212	1081105.229	1064771.961	0.182
SAimp_4375	1081115.113	1060790.762	0.369
Parking_3504-1	1081120.034	1063744.628	1.056
SAimp_3504-1	1081155.034	1063719.628	1.079
SAimp_4370	1081209.656	1061295.85	0.263
SAimp_4368	1081226.718	1061585.251	0.214
SAimp_E-node-1521	1081241.254	1061107.328	0.402
SAimp_E-MH-9924-3	1081244.869	1064203.022	0.253
SAimp_E-node-1528	1081258.003	1061442.131	0.323
SAimp_E-MH-2087	1081328.353	1067544.648	0.667
SAimp_E-MH-9924-1	1081356.543	1064641.079	0.143
SAimp_E-MH-19593-1	1081366.291	1067403.382	1.159
Parking_E-MH-9924-2	1081366.999	1064081.379	1.051
Parking_E-node-882	1081374.755	1062373.192	0.695
SAimp_E-MH-9924-2	1081401.999	1064056.379	0.513
Parking_4213	1081403.979	1065107.554	0.582
SAimp_E-MH-1889	1081408.12	1061767.44	0.425
SAimp_E-node-882	1081409.755	1062348.192	0.416
SAimp_4213	1081438.979	1065082.554	0.692
Parking_E-MH-9923-3	1081475.87	1064267.093	0.144
SAimp_E-MH-9923-3	1081510.87	1064242.093	0.248
Parking_E-MH-9923-4	1081537.181	1063417.637	0.192
SAimp_E-MH-9923-4	1081572.181	1063392.637	0.423
Parking_E-MH-9923-2	1081610.965	1064110.698	0.149
SAimp_E-MH-9923-2	1081645.965	1064085.698	0.436
Parking_E-node-2264-1	1081648.321	1066054.263	7.188
SAimp_E-MH-1844	1081674.145	1061905.586	0.115
SAimp_E-node-2264-1	1081683.321	1066029.263	2.121
Parking_E-MH-19594	1081702.368	1066938.997	1.593
Parking_4112	1081705.298	1062229.737	0.626
Parking_E-MH-9907	1081719.732	1064799.052	0.441
SAimp_E-MH-19594	1081737.368	1066913.997	0.97
Parking_E-MH-1845	1081738.243	1061732.452	0.582
SAimp_4112	1081740.298	1062204.737	0.279
SAimp_E-MH-9907	1081754.732	1064774.052	0.416
Parking_E-node-1532	1081762.08	1059904.564	0.733
SAimp_E-MH-1845	1081773.243	1061707.452	0.146
Parking_4293	1081776.924	1060217.434	0.119
SAimp_E-node-1532	1081797.08	1059879.564	0.271
Parking_4287	1081884.541	1060426.335	0.375
SAimp_E-MH-9907-1	1081891.956	1065195.054	0.381
SAimp_E-MH-9855	1081894.24	1059676.906	0.143
SAimp_E-MH-9922-2	1081909.111	1063290.717	0.123
SAimp_E-node-2117	1081911.155	1060627.216	0.348
SAimp_3128-2	1081912.795	1067816.549	0.111
SAimp_4287	1081919.541	1060401.335	0.363
Parking_E-MH-9923-1	1081925.678	1064250.165	2.463
SAimp_E-MH-9923-1	1081960.678	1064225.165	0.659
Parking_4382	1081970.774	1060058.1	0.769
Parking_E-MH-1739	1081971.81	1062237.957	0.912
SAimp_E-node-2121	1081977.072	1060923.311	0.218
SAimp_E-node-2122	1081992.003	1060776.099	0.243
Parking_4265	1081993.85	1061382.099	0.381
SAimp_4382	1082005.774	1060033.1	0.13
SAimp_E-MH-1739	1082006.81	1062212.957	0.197
SAimp_4265	1082028.85	1061357.099	0.418
Parking_3227	1082029.443	1067384.731	3.184
SAimp_3227	1082064.443	1067359.731	0.54
SAimp_E-node-2124	1082080.912	1061062.501	0.369
Parking_4265-1	1082081.463	1061544.221	0.583
SAimp_E-MH-10809-1	1082086.5	1069533.358	0.102
SAimp_3227-1	1082097.44	1067602.762	2.692
SAimp_4265-1	1082116.463	1061519.221	0.209
SAimp_E-node-2126	1082174.514	1061216.71	0.283
Parking_E-MH-1739-1	1082177.106	1061818.839	1.608
SAimp_E-MH-10809-2	1082181.624	1068984.846	0.522
SAimp_E-MH-9902	1082208.97	1065102.544	0.513
SAimp_E-MH-1739-1	1082212.106	1061793.839	0.115
Parking_E-MH-9841-1	1082225.933	1059860.322	0.377
SAimp_E-MH-9841-1	1082260.933	1059835.322	0.199
Parking_E-node-2264	1082316.424	1065829.667	6.378
SAimp_4125-1	1082318.059	1062076.206	0.136
Parking_E-node-2104	1082328.913	1062858.718	1.681
SAimp_E-node-2264	1082351.424	1065804.667	1.613
SAimp_E-node-2104	1082363.913	1062833.718	1.241
Parking_3154	1082371.377	1068523.75	0.373
Parking_E-MH-9922-1	1082379.345	1064180.489	1.203
SAimp_E-MH-9840-2	1082382.644	1059623.148	0.103
SAimp_3154-1	1082382.957	1068268.353	0.825
SAimp_3154	1082406.377	1068498.75	0.911
SAimp_E-MH-9922-1	1082414.345	1064155.489	1.319
SAimp_E-MH-10809-3	1082458.284	1069039.597	0.401
SAimp_E-MH-1964	1082460.768	1060591.887	0.179
SAimp_E-MH-1450-1	1082513.585	1069666.609	1.523
SAimp_E-MH-1962	1082536.492	1060908.55	0.131
Parking_E-MH-9826	1082548.929	1060245.738	0.676
SAimp_E-MH-1963	1082556.51	1060724.25	0.104
Parking_E-MH-17773	1082557.051	1065814.608	0.36
SAimp_E-MH-815	1082579.086	1062978.325	0.388
SAimp_E-MH-9826	1082583.929	1060220.738	0.392
SAimp_E-MH-17773	1082592.051	1065789.608	0.703
SAimp_4125	1082595.117	1061973.559	0.251
SAimp_E-MH-9728	1082602.482	1060426.522	0.21
SAimp_E-MH-9825	1082657.627	1059992.151	0.438
Parking_E-MH-1402-1	1082688.443	1064796.252	0.138
SAimp_3128-1	1082693.262	1067896.502	1.89
Parking_E-MH-10810	1082710.006	1069034.57	0.176
SAimp_E-MH-1402-1	1082723.443	1064771.252	0.209
SAimp_E-MH-10810	1082745.006	1069009.57	0.494
Parking_3067-1	1082769.528	1065793.678	0.698
Parking_E-MH-9840	1082773.942	1059703.232	0.165
SAimp_3067-1	1082804.528	1065768.678	1.567
SAimp_4133	1082805.9	1061460.143	0.949
Parking_3146	1082814.365	1066868.98	2.204
SAimp_E-MH-670	1082838.371	1067609.771	1.317
SAimp_E-MH-1171	1082847.242	1062640.277	1.013
SAimp_3146	1082849.365	1066843.98	2.578
SAimp_E-MH-15650	1082855.956	1068393.259	0.452
SAimp_E-node-2103	1082858.997	1063341.831	0.286
SAimp_E-MH-9541	1082861.832	1064073.064	1.101
Parking_E-node-1518-2	1083004.265	1061935.234	0.13
SAimp_E-node-1518-2	1083039.265	1061910.234	0.379
Parking_E-MH-1872	1083039.692	1060059.179	0.198
SAimp_E-MH-10811	1083040.759	1068987.281	0.52
Parking_E-MH-1402	1083060.585	1065612.952	0.259
SAimp_E-MH-1872	1083074.692	1060034.179	0.125
SAimp_E-MH-1450-2	1083093.425	1069649.431	0.538
SAimp_E-MH-1402	1083095.585	1065587.952	1.844
SAimp_E-MH-11835	1083139.627	1066877.46	0.331
Parking_E-MH-9663-1	1083155.304	1060928.567	0.207
SAimp_E-MH-10774-1	1083172.955	1067151.956	0.525
SAimp_E-MH-9663	1083185.511	1060738.521	0.454
SAimp_E-MH-15650-1	1083189.861	1068448.866	0.202
SAimp_E-MH-9663-1	1083190.304	1060903.567	0.342
SAimp_E-MH-10774	1083195.449	1067367.224	1.492
SAimp_E-node-1518	1083203.678	1063407.246	0.216
SAimp_2456	1083205.326	1062717.561	0.985
SAimp_E-MH-9541-1	1083211.656	1064211.038	0.621
Parking_E-MH-1870	1083218.641	1059959.803	0.37
SAimp_E-node-1518-1	1083246.035	1061680.056	0.752
SAimp_E-node-1654	1083259.171	1067018.526	0.657
SAimp_E-MH-17307-1	1083263.455	1060584.059	0.313
SAimp_E-MH-1440	1083276.882	1068869.862	0.349
SAimp_E-MH-1430-1	1083294.448	1068049.208	1.187
SAimp_E-MH-15644-1	1083303.53	1068638.632	0.113
Parking_E-MH-17307	1083306.119	1060432.142	0.131
SAimp_E-MH-17307	1083341.119	1060407.142	0.5
Parking_E-MH-1870-2	1083353.125	1059818.919	0.392
SAimp_3134	1083371.764	1068277.426	0.643
SAimp_E-MH-1870-2	1083388.125	1059793.919	0.634
Parking_E-MH-1445	1083398.199	1069714.557	2.807
SAimp_3067	1083408.839	1065609.154	1.424
Parking_E-MH-1887	1083416.361	1060240.896	0.643
SAimp_E-MH-1445	1083433.199	1069689.557	0.354
SAimp_3990-1	1083450.488	1061049.14	0.118
SAimp_E-MH-1887	1083451.361	1060215.896	0.176
SAimp_E-MH-1282-4	1083458.006	1061202.478	0.211
SAimp_3986-1	1083470.341	1061489	0.127
SAimp_E-MH-1458	1083486.04	1064116.987	0.867
SAimp_E-MH-15644	1083494.803	1068547.25	0.381
SAimp_E-node-2102-1	1083529.632	1062743.33	1.221
Parking_3150	1083529.936	1069058.933	0.252
SAimp_E-MH-668	1083542.002	1067614.705	2.346
SAimp_3150	1083564.936	1069033.933	0.316
Parking_E-node-1518-3	1083578.158	1061960.417	0.186
Parking_3167	1083608.086	1069362.643	1.705
SAimp_E-node-1518-3	1083613.158	1061935.417	0.142
SAimp_E-MH-1870-1	1083642.774	1060000.646	0.244
SAimp_3167	1083643.086	1069337.643	0.28
SAimp_E-node-1636	1083686.119	1068856.255	0.234
SAimp_E-MH-4806-1	1083687.446	1063765.143	0.603
Parking_3063-1	1083696.487	1064715.796	0.265
SAimp_4571-2	1083696.677	1072613.322	0.162
SAimp_E-node-2102	1083708.319	1062556.327	0.119
SAimp_E-node-2101-1	1083713.475	1062246.293	0.132
SAimp_3189	1083727.7	1064344.362	0.243
SAimp_E-node-2101	1083728.025	1063041.863	0.306
Parking_3063	1083728.709	1065782.341	0.237
SAimp_3063-1	1083731.487	1064690.796	0.17
SAimp_3986-2	1083731.759	1061557.575	0.187
SAimp_3990	1083732.514	1060991.149	0.148
SAimp_E-MH-1282-5	1083733.21	1061285.87	0.129
SAimp_E-MH-1884	1083737.931	1061814.164	0.151
SAimp_E-MH-1284	1083741.755	1060648.723	0.123
SAimp_3063	1083763.709	1065757.341	1.896
Parking_E-MH-11116	1083795.508	1070750.212	3.286
SAimp_E-node-1636-1	1083797.474	1068678.232	0.322
SAimp_3128	1083820.488	1067867.884	0.159
SAimp_E-MH-11116	1083830.508	1070725.212	0.114
Parking_E-MH-11097	1083833.069	1069883.214	1.87
SAimp_E-MH-11097	1083868.069	1069858.214	0.872
SAimp_E-MH-1282	1083870.375	1061330.383	0.122
SAimp_E-MH-1282-6	1083873.145	1060982.959	0.125
SAimp_E-MH-1283	1083874.739	1060300.364	0.137
SAimp_E-node-4988	1083896.516	1067066.623	0.24
Parking_E-node-2100	1083910.602	1062619.197	0.487
SAimp_E-MH-4806-7	1083935.848	1063345.909	0.502
SAimp_E-node-2100	1083945.602	1062594.197	1.155
SAimp_E-MH-4806-4	1083953.054	1064109.71	0.746
SAimp_3059-1	1083957.57	1064682.038	0.216
Parking_E-MH-9420	1083979.969	1061886.33	0.146
Parking_NA_overland-2	1083988.946	1071671.438	1.001
SAimp_E-MH-9418	1084003.75	1061445.413	0.109
SAimp_E-MH-9420	1084014.969	1061861.33	0.107
SAimp_NA_overland-2	1084023.946	1071646.438	0.529
SAimp_3059	1084036.043	1065696.623	1.101
SAimp_E-MH-9417	1084069.158	1060440.739	0.548
SAimp_E-ADDED-E-12721	1084072.329	1060986.966	0.222
SAimp_E-node-2099-1	1084090.554	1062089.31	0.137
Parking_4456-1	1084092.535	1060066.555	0.199
Parking_E-MH-11121-1	1084112.286	1071309.18	0.182
SAimp_4571-1	1084113.634	1072191.566	0.281
SAimp_E-node-1652	1084127.499	1067052.894	0.815
SAimp_4456-1	1084127.535	1060041.555	0.519
SAimp_E-MH-1841	1084129.016	1061736.439	0.114
SAimp_E-MH-1842	1084137.499	1061367.064	0.111
SAimp_E-MH-11121-1	1084147.286	1071284.18	0.32
Parking_4571	1084163.615	1072658.719	0.153
SAimp_3124	1084175.264	1067752.832	0.367
Parking_E-MH-11116-2	1084182.713	1070790.619	2.123
SAimp_4571	1084198.615	1072633.719	1.168
Parking_E-MH-11121	1084203.469	1071130.449	0.421
Parking_3024-3	1084206	1064976.626	0.266
Parking_E-MH-11112	1084214.299	1069800.263	0.583
SAimp_E-MH-11116-2	1084217.713	1070765.619	0.262
SAimp_E-MH-4806-5	1084222.098	1064013.026	0.692
SAimp_E-MH-1395	1084223.54	1065903.855	0.549
SAimp_E-MH-1174	1084238.446	1062458.585	0.586
SAimp_E-MH-11121	1084238.469	1071105.449	0.135
SAimp_E-node-2099	1084239.639	1063038.038	0.274
SAimp_3024-3	1084241	1064951.626	0.463
SAimp_E-MH-11112	1084249.299	1069775.263	0.93
SAimp_E-MH-4806-3	1084249.771	1063384.371	0.228
SAimp_3024-2	1084254.674	1064664.498	0.188
Parking_3816	1084270.322	1068518.486	3.388
SAimp_3120	1084296.374	1067499.839	0.466
SAimp_3816	1084305.322	1068493.486	1.593
SAimp_E-node-1516	1084333.303	1061069.956	1.326
SAimp_3201	1084333.97	1067612.626	1.828
Parking_4456	1084337.272	1059968.899	0.482
Parking_E-MH-4806-6	1084356.526	1063634.276	0.124
Parking_4655-2	1084371.359	1071462.488	0.217
SAimp_4456	1084372.272	1059943.899	1.18
SAimp_E-MH-4806-6	1084391.526	1063609.276	0.193
SAimp_E-node-2282-1	1084395.961	1062103.366	0.14
SAimp_276LP1	1084415.455	1070501.733	0.142
SAimp_SPP258	1084428.664	1071331.712	0.118
Parking_E-node-2282	1084456.083	1063177.748	0.218
SAimp_3024	1084458.489	1065842.46	0.941
Parking_3108	1084480.402	1067140.794	0.312
SAimp_E-node-2282	1084491.083	1063152.748	0.542
Parking_4448	1084491.24	1069893.625	0.204
Parking_E-MH-1923	1084491.43	1060498.937	0.29
Parking_3024-1	1084495.559	1064721.65	1.237
SAimp_3108	1084515.402	1067115.794	0.421
SAimp_4531	1084521.35	1071499.974	0.1
SAimp_4448	1084526.24	1069868.625	1.084
SAimp_E-MH-1923	1084526.43	1060473.937	0.183
SAimp_3024-1	1084530.559	1064696.65	0.302
SAimp_E-MH-1922	1084531.048	1060945.198	0.161
SAimp_E-MH-1920-1	1084531.567	1061419.102	0.128
SAimp_2464	1084538.498	1062481.527	0.586
Parking_3181	1084548.492	1064047.421	3.028
SAimp_3181	1084583.492	1064022.421	0.482
SAimp_E-MH-4685	1084651.001	1061773.093	0.142
SAimp_E-MH-4687	1084660.485	1060702.346	0.239
SAimp_E-MH-4686	1084660.661	1061309.55	0.161
Parking_SPP74-1	1084705.677	1069614.64	0.137
SAimp_E-node-1514-1	1084705.783	1060350.297	0.127
SAimp_E-node-1514-3	1084713.266	1062054.765	0.222
Parking_3018-2	1084732.918	1065535.144	0.172
SAimp_SPP74-1	1084740.677	1069589.64	0.149
SAimp_3099	1084749.038	1066795.187	0.17
Parking_3018-1	1084766.799	1064917.265	0.877
SAimp_3018-2	1084767.918	1065510.144	0.934
SAimp_267LP	1084769.763	1073801.844	0.18
SAimp_E-MH-1902-2	1084786.198	1068768.799	0.428
SAimp_E-MH-1907-1	1084791.905	1069224.673	0.125
SAimp_E-MH-1902	1084797.838	1067940.612	0.152
SAimp_3018-1	1084801.799	1064892.265	0.259
SAimp_E-MH-1902-1	1084817.17	1068244.661	0.156
SAimp_3093	1084822.595	1066445.894	0.242
SAimp_3810	1084829.781	1067265.797	0.847
SAimp_SPP74	1084832.316	1069985.41	0.748
SAimp_2468	1084839.398	1062549.119	0.411
SAimp_E-node-1514-4	1084855.431	1062188.111	0.131
SAimp_E-node-1514-2	1084855.704	1061192.83	1.209
SAimp_E-MH-15631-1	1084937.83	1067447.323	0.201
Parking_E-node-161	1084947.533	1060014.747	0.868
SAimp_E-node-161	1084982.533	1059989.747	0.337
SAimp_E-MH-17208-1	1084985.05	1071298.431	0.264
SAimp_3016-1	1085007.961	1065719.761	0.494
SAimp_2959	1085009.706	1062052.066	0.239
SAimp_2973	1085038.066	1063003.319	0.18
SAimp_E-MH-17248	1085041.343	1067791.086	1.194
Parking_2959-1	1085051.022	1061165.933	0.144
SAimp_3808	1085071.588	1066570.614	0.287
SAimp_4390	1085076.553	1068663.235	1.23
SAimp_E-MH-15631	1085081.198	1066987.34	0.324
SAimp_SPP260LP	1085085.402	1071922.573	0.842
SAimp_2959-1	1085086.022	1061140.933	1.435
SAimp_SPP263LP	1085091.422	1072717.189	0.659
SAimp_SPP259LP	1085098.353	1071639.349	0.75
SAimp_SPP262	1085102.852	1072456.635	0.641
SAimp_4565	1085116.584	1072192.879	0.724
SAimp_4523	1085122.384	1071431.301	0.219
SAimp_E-MH-1355-1	1085133.448	1062559.432	0.248
SAimp_E-MH-1355	1085137.759	1062857.48	0.209
SAimp_E-MH-1352	1085146.072	1062261.055	0.189
SAimp_E-MH-1907-3	1085152.984	1069501.238	0.1
SAimp_4434	1085156.354	1070013.438	0.454
SAimp_E-MH-17246	1085162.095	1067721.183	0.389
Parking_E-MH-1142-2	1085164.741	1060204.277	0.352
SAimp_E-MH-15635	1085168.754	1067422.5	0.182
Parking_3016	1085199.589	1065542.352	3.043
SAimp_E-MH-1142-2	1085199.741	1060179.277	0.139
SAimp_3806	1085234.269	1066159.081	0.29
SAimp_3016	1085234.589	1065517.352	0.309
Parking_3004	1085250.713	1064366.703	3.768
SAimp_SPP265LP	1085255.886	1073296.468	0.456
SAimp_SPP264	1085256.196	1072987.579	0.424
Parking_E-MH-1907	1085262.694	1069740.451	0.736
SAimp_E-MH-1142	1085280.234	1060304.862	0.532
SAimp_3793	1085282.073	1064957.264	0.224
SAimp_E-MH-1142-1	1085290.679	1060616.481	0.343
SAimp_E-MH-1907	1085297.694	1069715.451	1.152
SAimp_E-MH-2025-1	1085344.521	1069022.105	0.272
SAimp_E-MH-9321	1085344.585	1066651.891	0.679
SAimp_3804	1085353.632	1065856.686	0.1
SAimp_E-MH-15635-1	1085368.789	1067388.117	0.29
Parking_4668	1085374.547	1068277.291	0.529
SAimp_4432	1085377.758	1070011.532	0.107
SAimp_SPP268	1085403.964	1073983.21	0.231
SAimp_E-MH-17246-1	1085406.94	1067691.943	0.339
SAimp_4668	1085409.547	1068252.291	0.803
SAimp_SPP269	1085413.89	1074225.572	0.11
SAimp_4154-2	1085447.681	1062278.966	0.3
SAimp_E-MH-2023-1	1085465.088	1068934.116	0.142
Parking_4154-1	1085475.103	1061467.407	0.432
SAimp_3795	1085479.524	1065042.55	0.15
SAimp_3802	1085487.174	1065487.008	0.419
SAimp_4668-1	1085508.587	1068010.272	0.743
SAimp_4154-1	1085510.103	1061442.407	1.115
SAimp_E-MH-9322	1085516.563	1065868.921	0.208
Parking_E-MH-9441-1	1085518.903	1060013.062	0.208
SAimp_4154	1085550.747	1062757.625	0.299
SAimp_E-MH-9441-1	1085553.903	1059988.062	0.469
SAimp_E-MH-2025	1085577.18	1069125.606	0.154
SAimp_3800	1085599.278	1065118.535	0.184
SAimp_SPP270-2	1085615.122	1074431.272	0.168
SAimp_SPP270-1	1085621.101	1074128.883	0.198
SAimp_9173	1085628.08	1062369.027	0.136
SAimp_9166	1085646.911	1062141.701	0.109
SAimp_4430	1085650.513	1070260.871	0.496
Parking_E-MH-9346	1085652.955	1060627.704	0.125
Parking_3010	1085682.424	1064825.766	1.006
SAimp_COMAMHDW1	1085682.666	1070911.105	0.592
SAimp_E-MH-9346	1085687.955	1060602.704	0.917
SAimp_4156	1085696.808	1062014.396	0.115
SAimp_E-MH-11551	1085704.663	1069474.105	0.888
SAimp_3010	1085717.424	1064800.766	0.36
SAimp_E-MH-9323-1	1085724.808	1065452.505	0.153
SAimp_E-MH-9326	1085823.05	1065180.543	0.217
SAimp_9176-2	1085828.608	1062337.337	0.228
SAimp_E-MH-1179-2	1085832.889	1062702.201	0.219
SAimp_9120	1085833.502	1061509.223	0.84
SAimp_E-MH-1907-2	1085874.698	1069799.806	0.335
SAimp_4331	1085878.487	1067551.05	0.559
Parking_7942	1085883.919	1063376.368	7.617
SAimp_E-MH-11271	1085884.21	1072923.314	0.326
SAimp_E-MH-11301	1085912.013	1073944.049	0.347
SAimp_7942	1085918.919	1063351.368	0.852
SAimp_E-MH-9309	1085949.226	1065998.457	0.478
SAimp_E-MH-11567	1085951.207	1069121.961	0.338
SAimp_E-MH-11474	1085958.926	1074345.123	0.205
SAimp_E-MH-11467	1085964.231	1074181.027	0.194
SAimp_4428	1085966.431	1070263.488	0.272
Parking_E-MH-1537-1	1085968.832	1066630.442	0.276
SAimp_E-MH-11280	1085986.854	1073211.409	0.478
Parking_E-node-2226-2	1085989.299	1075042.945	5.446
SAimp_E-MH-1537-1	1086003.832	1066605.442	0.755
Parking_E-node-2233	1086013.414	1067895.181	0.17
SAimp_E-node-2226-2	1086024.299	1075017.945	1.881
SAimp_E-MH-1797-1	1086027.577	1061221.682	0.125
Parking_E-MH-9441	1086027.743	1060066.933	0.269
Parking_E-node-2226-1	1086036.683	1075889.917	6.892
SAimp_E-node-2309	1086039.795	1068503.198	0.942
Parking_E-node-2235	1086041.131	1066933.265	0.413
SAimp_E-MH-1797-6	1086044.317	1061927.662	0.103
SAimp_E-MH-9348	1086046.597	1060707.568	0.733
Parking_3608	1086047.303	1066349.595	0.153
SAimp_E-node-2233	1086048.414	1067870.181	0.938
Parking_E-node-2234	1086053.192	1067248.146	0.471
SAimp_E-MH-9441	1086062.743	1060041.933	1.945
Parking_E-node-2226	1086070.497	1076640.59	4.538
SAimp_E-node-2226-1	1086071.683	1075864.917	4.357
SAimp_E-node-2235	1086076.131	1066908.265	0.999
SAimp_3608	1086082.303	1066324.595	1.008
SAimp_E-node-2234	1086088.192	1067223.146	1.013
SAimp_E-MH-11492	1086091.889	1074508.828	0.152
SAimp_E-MH-1179-3	1086096.431	1062609.363	0.312
Parking_E-MH-1866	1086098.428	1065008.074	0.258
SAimp_E-node-2226	1086105.497	1076615.59	1.611
SAimp_E-MH-11483	1086113.239	1074612.893	0.15
Parking_E-node-2081	1086122.665	1071334.834	0.273
SAimp_E-MH-1866	1086133.428	1064983.074	0.282
SAimp_4061	1086146.581	1072581.487	0.662
Parking_E-MH-11520	1086147.941	1070745.491	0.354
SAimp_4551	1086151.722	1072233.998	0.653
SAimp_E-node-2081	1086157.665	1071309.834	0.315
SAimp_E-node-158	1086168.078	1071651.277	0.606
SAimp_E-MH-11520	1086182.941	1070720.491	1.192
SAimp_E-node-1511-1	1086183.47	1065718.413	0.769
Parking_4028	1086199.742	1071141.33	0.396
SAimp_9179	1086200.035	1062192.038	0.185
SAimp_E-MH-1906	1086200.128	1070211.975	0.236
Parking_4035	1086201.422	1071483.165	0.305
Parking_E-node-2232	1086214.828	1071989.236	0.198
SAimp_E-node-1509	1086220.142	1064635.879	0.309
Parking_E-node-2308	1086225.199	1068861.96	0.184
SAimp_4160	1086232.04	1062018.496	0.107
SAimp_4028	1086234.742	1071116.33	0.725
SAimp_4035	1086236.422	1071458.165	0.517
Parking_3583	1086237.55	1064357.122	0.205
SAimp_E-node-2232	1086249.828	1071964.236	0.941
SAimp_E-node-2308	1086260.199	1068836.96	0.989
SAimp_3583	1086272.55	1064332.122	0.289
Parking_4420	1086276.711	1070481.219	0.145
Parking_E-node-2281	1086297.292	1060782.126	0.158
Parking_3599-1	1086301.478	1065432.241	0.381
SAimp_E-MH-11551-1	1086307.614	1069682.81	0.383
SAimp_4420	1086311.711	1070456.219	0.151
Parking_4195	1086331.043	1061308.676	0.471
SAimp_E-node-2281	1086332.292	1060757.126	0.702
SAimp_3599-1	1086336.478	1065407.241	0.918
