NAME	X	Y
SAimp_5056-2	1072625.99000000000	1058612.60600000000
SAimp_5062	1072244.59700000000	1058486.87600000000
SAimp_5079	1072042.20600000000	1058851.89300000000
SAimp_5094	1073922.25100000000	1058941.86600000000
SAimp_5094-2	1073963.04400000000	1058756.60500000000
SAimp_5097	1074331.34600000000	1060029.75200000000
SAimp_5104	1073953.90900000000	1060134.33900000000
SAimp_5104-1	1073965.55100000000	1060287.48700000000
SAimp_5108-1	1075979.82700000000	1063510.68300000000
SAimp_5108-3	1075802.10000000000	1063673.28900000000
SAimp_5110-1	1075941.26300000000	1062574.01500000000
SAimp_5110-2	1075771.09900000000	1062717.36300000000
SAimp_5110-3	1076135.52000000000	1063071.41400000000
SAimp_5125	1074255.37100000000	1061123.20800000000
SAimp_5125-1	1074179.83600000000	1061327.75100000000
SAimp_5142-1	1074429.32200000000	1062084.20000000000
SAimp_5142-2	1074318.77200000000	1062059.17900000000
SAimp_5146	1074296.72900000000	1061646.64200000000
SAimp_5146-1	1074296.72900000000	1061646.64200000000
SAimp_5146-2	1074416.71300000000	1061590.14600000000
SAimp_5169	1074697.55700000000	1058557.57700000000
SAimp_5176	1072281.42800000000	1064224.35300000000
SAimp_5181-1	1071799.38700000000	1063150.82400000000
SAimp_5181-2	1071613.91800000000	1063747.56400000000
SAimp_5181-3	1072126.30300000000	1063246.53800000000
SAimp_5184	1072279.24200000000	1064498.35000000000
SAimp_5190	1071924.48900000000	1064443.42200000000
SAimp_5206	1071714.17400000000	1063953.86500000000
SAimp_5224	1073231.17200000000	1063156.02200000000
SAimp_5234	1072671.93600000000	1062423.25300000000
SAimp_5234-1	1072966.39400000000	1062814.31300000000
SAimp_5234-2	1072782.25800000000	1062796.70100000000
SAimp_5240	1072375.49100000000	1061651.87500000000
SAimp_5242	1071852.38300000000	1061883.42900000000
SAimp_5242-1	1072076.34500000000	1061641.75100000000
SAimp_5262	1076055.60700000000	1061653.05500000000
SAimp_5262-1	1075844.62300000000	1061584.53300000000
SAimp_5264	1076113.32600000000	1061101.17600000000
SAimp_5264-1	1075970.78700000000	1061287.01600000000
SAimp_5264-2	1076067.90100000000	1061391.67200000000
SAimp_5268	1075289.25900000000	1060460.46100000000
SAimp_5270	1075255.73700000000	1060165.69500000000
SAimp_5274	1075765.69300000000	1059658.78100000000
SAimp_5276	1075496.74900000000	1059468.53500000000
SAimp_5278	1075551.78400000000	1059103.82800000000
SAimp_5280-1	1076373.93100000000	1058591.93600000000
SAimp_5280-2	1075415.75400000000	1058834.86400000000
SAimp_5280-3	1075587.73900000000	1058305.29400000000
SAimp_5284-1	1076557.33800000000	1063534.00600000000
SAimp_5297	1076960.95600000000	1059530.59900000000
SAimp_5297-1	1076590.45700000000	1059240.64000000000
SAimp_53	1063522.66800000000	1078356.21100000000
SAimp_5304	1074868.70400000000	1064099.05000000000
SAimp_5347	1077891.15800000000	1061599.91600000000
SAimp_5347-1	1077839.23800000000	1061437.29000000000
SAimp_5349	1077738.63100000000	1061899.89400000000
SAimp_5349-1	1077804.01600000000	1061731.34800000000
SAimp_538	1064943.09100000000	1073083.12300000000
SAimp_544	1065590.23700000000	1073355.87400000000
SAimp_5449	1072573.03500000000	1058354.10100000000
SAimp_545	1063498.78000000000	1076161.11600000000
SAimp_5484	1062887.56900000000	1071256.68200000000
SAimp_5484-1	1062750.95500000000	1071634.44000000000
SAimp_5485	1063023.95900000000	1071862.17600000000
SAimp_5485-1	1063155.00600000000	1071339.87000000000
SAimp_5488	1063078.15900000000	1069097.04400000000
SAimp_5556	1063512.16600000000	1062914.59400000000
SAimp_556	1063283.44200000000	1076667.89300000000
SAimp_5560	1063880.47500000000	1063003.81500000000
SAimp_556-1	1063943.06200000000	1076082.92500000000
SAimp_5562	1063985.75100000000	1062677.93600000000
SAimp_5564	1064125.69200000000	1063008.23400000000
SAimp_5566	1064275.22800000000	1062665.36300000000
SAimp_5566-1	1064261.83200000000	1063522.13900000000
SAimp_5568	1064394.16600000000	1063472.80900000000
SAimp_5568-1	1064439.46500000000	1062994.02500000000
SAimp_5570	1064768.00100000000	1062913.50100000000
SAimp_5580	1065279.80400000000	1062640.04700000000
SAimp_5580-1	1065328.51400000000	1063215.72600000000
SAimp_5601-1	1065676.92000000000	1066293.20700000000
SAimp_5601-2	1065276.54600000000	1066117.25600000000
SAimp_5620-1	1066416.29800000000	1066705.79300000000
SAimp_5632	1067467.44200000000	1066860.10900000000
SAimp_5636	1067560.81500000000	1066591.04300000000
SAimp_5636-1	1067782.56100000000	1066956.34500000000
SAimp_564	1063481.23100000000	1076899.95300000000
SAimp_5640	1067891.10500000000	1066596.20300000000
SAimp_564-1	1063868.79500000000	1076567.31000000000
SAimp_5650	1068654.49000000000	1066592.66300000000
SAimp_5650-1	1068796.52600000000	1066945.53000000000
SAimp_5668	1069549.45700000000	1066905.70900000000
SAimp_5668-1	1069308.66200000000	1066951.59800000000
SAimp_5670	1069780.49800000000	1066715.15900000000
SAimp_5682	1070417.24900000000	1066612.98100000000
SAimp_5684	1070724.49100000000	1066689.39200000000
SAimp_5684-1	1070808.05900000000	1066386.06000000000
SAimp_569	1064112.07900000000	1076980.96500000000
SAimp_569-1	1063486.35400000000	1077191.18300000000
SAimp_5711-1	1064177.05200000000	1065236.32300000000
SAimp_5711-10	1063748.24100000000	1061916.49500000000
SAimp_5711-11	1063943.86900000000	1061195.53100000000
SAimp_5711-12	1063836.07500000000	1061475.29300000000
SAimp_5711-13	1063445.27700000000	1061799.06200000000
SAimp_5711-14	1063450.77500000000	1061182.38600000000
SAimp_5711-15	1063472.59500000000	1060477.64300000000
SAimp_5711-16	1063504.72000000000	1062666.72800000000
SAimp_5711-17	1063874.89000000000	1061611.66300000000
SAimp_5711-3	1063983.66000000000	1064788.59600000000
SAimp_5711-4	1063954.19700000000	1065339.48600000000
SAimp_5711-5	1063759.58700000000	1064117.04100000000
SAimp_5711-6	1064059.30800000000	1064326.83900000000
SAimp_5711-7	1063921.50600000000	1063860.68300000000
SAimp_5711-8	1063841.08700000000	1063371.72600000000
SAimp_5711-9	1063773.15400000000	1062680.70400000000
SAimp_5723	1064885.37800000000	1065888.17200000000
SAimp_5727	1065232.71700000000	1065856.64400000000
SAimp_5729-1	1065263.83700000000	1065526.11000000000
SAimp_5729-2	1065511.93600000000	1065332.36600000000
SAimp_5755	1070254.36000000000	1067025.01400000000
SAimp_5763	1074742.77400000000	1064984.14100000000
SAimp_5765-1	1075040.94000000000	1065117.52400000000
SAimp_5765-2	1075293.70300000000	1065099.29900000000
SAimp_5766	1070478.44200000000	1067523.90200000000
SAimp_5784	1069873.32600000000	1068179.96400000000
SAimp_5784-1	1069826.90800000000	1068688.43400000000
SAimp_581-1	1066365.42400000000	1071476.04100000000
SAimp_584	1066258.28200000000	1071678.09400000000
SAimp_5860	1068954.02800000000	1066157.97300000000
SAimp_5860-1	1069080.58800000000	1066631.36500000000
SAimp_5860-2	1068927.64800000000	1066614.12300000000
SAimp_5860-3	1069101.34900000000	1066948.61700000000
SAimp_5893	1064308.61800000000	1065585.30900000000
SAimp_5898-1	1064787.60800000000	1065578.63500000000
SAimp_5898-2	1064564.44600000000	1065233.32800000000
SAimp_5923	1064278.57600000000	1064193.19900000000
SAimp_5923-1	1064056.50800000000	1064045.71800000000
SAimp_5925	1064274.91500000000	1064057.53100000000
SAimp_5929-1	1065239.94100000000	1064214.17000000000
SAimp_5929-2	1064825.91900000000	1063976.29100000000
SAimp_5929-3	1064807.80400000000	1064370.68800000000
SAimp_593	1066145.62800000000	1072008.86300000000
SAimp_5933	1065499.75000000000	1063938.72500000000
SAimp_5937	1066812.45700000000	1064060.46900000000
SAimp_5946	1063378.85800000000	1068707.01800000000
SAimp_599	1066061.13900000000	1072291.22900000000
SAimp_6000	1064662.94200000000	1069799.42100000000
SAimp_6004	1065051.68500000000	1070016.70900000000
SAimp_6010	1063428.20800000000	1068605.93400000000
SAimp_6054	1064492.73300000000	1059906.42900000000
SAimp_6056	1065074.55700000000	1060107.91500000000
SAimp_6058	1066559.07500000000	1060992.74400000000
SAimp_6060	1066307.24900000000	1061140.28000000000
SAimp_6062-1	1066595.37300000000	1060850.09100000000
SAimp_6064	1067709.03500000000	1060985.97300000000
SAimp_6068	1067590.28600000000	1060793.47600000000
SAimp_608	1069954.31800000000	1073956.85900000000
SAimp_6102	1065602.88300000000	1061234.70500000000
SAimp_6121	1065904.41900000000	1060956.76100000000
SAimp_615	1071444.92100000000	1073766.24500000000
SAimp_6192	1065318.76100000000	1061290.64100000000
SAimp_62	1064084.03800000000	1078929.13500000000
SAimp_6204	1066558.60900000000	1059186.49100000000
SAimp_6208	1066954.88700000000	1058607.42200000000
SAimp_6220	1068421.04700000000	1059575.25900000000
SAimp_6222	1068254.96700000000	1060372.47000000000
SAimp_6224	1066460.10300000000	1059978.21600000000
SAimp_6224-1	1066200.78800000000	1060343.13600000000
SAimp_6237	1066313.25900000000	1060685.64900000000
SAimp_6258	1069429.63400000000	1060887.13800000000
SAimp_6258-1	1069232.87900000000	1060654.81600000000
SAimp_6258-2	1069312.59600000000	1061262.73800000000
SAimp_6258-3	1069008.97200000000	1060911.25500000000
SAimp_6266	1066847.05300000000	1059408.00500000000
SAimp_6286	1066909.17000000000	1059082.87700000000
SAimp_6293	1068447.63900000000	1060456.93400000000
SAimp_6311	1067648.31200000000	1060479.58700000000
SAimp_6312	1068020.82400000000	1060644.88800000000
SAimp_6313	1068030.23800000000	1060201.03600000000
SAimp_6327	1068517.72100000000	1058474.91900000000
SAimp_6339	1069192.35500000000	1058597.53000000000
SAimp_6345	1063787.79200000000	1061149.06100000000
SAimp_6350	1068583.76000000000	1060054.35000000000
SAimp_6357	1064120.04400000000	1060457.80700000000
SAimp_6373	1064462.04500000000	1060291.46800000000
SAimp_6381	1064860.07900000000	1059727.23300000000
SAimp_6388	1065320.03900000000	1059195.66100000000
SAimp_6394	1065624.16200000000	1058536.06600000000
SAimp_6410	1066213.72700000000	1059397.78800000000
SAimp_6412	1066252.58500000000	1058991.36100000000
SAimp_6412-1	1065879.54100000000	1058882.23000000000
SAimp_6422	1067365.23300000000	1061050.50800000000
SAimp_6425	1067802.02700000000	1061291.72700000000
SAimp_6427	1067687.35400000000	1061629.15300000000
SAimp_6433	1068913.33900000000	1061558.14400000000
SAimp_6437	1069009.26000000000	1062446.97900000000
SAimp_6437-1	1068941.42000000000	1061998.53800000000
SAimp_6437-2	1068870.68400000000	1062724.50200000000
SAimp_6442	1069003.50800000000	1060054.08800000000
SAimp_6445	1068893.76500000000	1059695.71100000000
SAimp_6449	1063884.58900000000	1059926.40600000000
SAimp_6464	1069553.90000000000	1058072.06800000000
SAimp_6466	1069830.07100000000	1058061.44800000000
SAimp_6466-1	1069800.83700000000	1058791.32600000000
SAimp_6470	1069026.22200000000	1062954.86200000000
SAimp_6484	1065854.91500000000	1059572.00900000000
SAimp_6484-1	1065475.31200000000	1059700.69500000000
SAimp_6490	1069466.71300000000	1060026.60700000000
SAimp_6495	1069214.39800000000	1059669.20500000000
SAimp_6499	1070597.91700000000	1059981.57200000000
SAimp_6509	1070390.53300000000	1059069.96400000000
SAimp_6509-1	1070418.16900000000	1059633.41400000000
SAimp_6511	1069245.69600000000	1060230.57200000000
SAimp_6521	1065051.66700000000	1059195.01800000000
SAimp_6561	1066984.20400000000	1062999.70400000000
SAimp_6565	1067276.04200000000	1062670.96600000000
SAimp_6571	1068226.99900000000	1062082.60700000000
SAimp_6571-1	1068245.36200000000	1062972.12200000000
SAimp_6575	1068557.48600000000	1062442.27500000000
SAimp_6577	1068713.88200000000	1062706.57700000000
SAimp_6582	1069993.28600000000	1062416.98800000000
SAimp_6618	1069256.35200000000	1058941.91500000000
SAimp_6626	1069591.94100000000	1064566.76000000000
SAimp_6626-1	1069115.95300000000	1064538.37600000000
SAimp_6628	1070700.49500000000	1064809.60600000000
SAimp_6636	1069594.07700000000	1063892.80700000000
SAimp_6636-1	1069275.43700000000	1064186.32500000000
SAimp_6653	1066936.90600000000	1060279.66400000000
SAimp_6653-1	1066791.96100000000	1060647.90800000000
SAimp_6659	1067428.59400000000	1063321.05500000000
SAimp_6661	1067986.93700000000	1063035.47200000000
SAimp_6661-1	1067768.35800000000	1063220.33500000000
SAimp_6663	1067674.29400000000	1063793.74600000000
SAimp_6671	1064537.02600000000	1056565.44000000000
SAimp_6696	1065302.69000000000	1058768.19600000000
SAimp_6709	1063953.26600000000	1060150.73300000000
SAimp_6756	1064731.75500000000	1056142.29800000000
SAimp_6760	1065403.47900000000	1054807.58100000000
SAimp_6774b-2	1067595.43100000000	1053824.92300000000
SAimp_6774b-4	1067042.48200000000	1053364.41800000000
SAimp_6774b-5	1067856.78600000000	1053359.94500000000
SAimp_6774b-6	1067358.24000000000	1053527.15600000000
SAimp_6774b-7	1066837.41000000000	1053177.31500000000
SAimp_6774b-8	1067511.96800000000	1053103.11800000000
SAimp_6780	1067395.98900000000	1052430.92600000000
SAimp_6796	1069242.96300000000	1050514.07500000000
SAimp_6820-1	1072295.13800000000	1050193.52500000000
SAimp_6820-2	1072701.77000000000	1049404.29800000000
SAimp_6820-3	1072493.88600000000	1050354.84800000000
SAimp_6820-4	1072789.86300000000	1050240.70300000000
SAimp_6830-1	1072454.63600000000	1048089.51100000000
SAimp_6830-2	1074053.07400000000	1047652.34100000000
SAimp_6842-1	1075312.88300000000	1049070.25300000000
SAimp_6842-2	1075275.08000000000	1049949.56200000000
SAimp_6842-3	1075426.35000000000	1049535.62900000000
SAimp_6842-4	1075750.97800000000	1049418.28300000000
SAimp_6842-6	1075615.30200000000	1048976.82100000000
SAimp_6842-7	1075474.87800000000	1048902.11800000000
SAimp_6848	1075163.43100000000	1047861.25400000000
SAimp_6850	1075054.08400000000	1047960.39800000000
SAimp_6879-1	1066601.70500000000	1068314.88100000000
SAimp_6879-2	1066674.55500000000	1069081.28700000000
SAimp_6880-1	1066813.61900000000	1067107.20500000000
SAimp_6880-2	1066564.83600000000	1067514.44800000000
SAimp_6881	1066567.24200000000	1067977.95400000000
SAimp_6902w-1	1088495.26200000000	1042345.45700000000
SAimp_6922	1088123.80000000000	1041397.16800000000
SAimp_6930-3	1088869.51500000000	1041864.56500000000
SAimp_6930-6	1088350.50700000000	1041226.91800000000
SAimp_6930-7	1088669.23900000000	1041762.58900000000
SAimp_6935	1089381.97100000000	1033225.27300000000
SAimp_6946	1089222.82200000000	1041429.83700000000
SAimp_6948-1	1089769.82200000000	1033871.00500000000
SAimp_6948-2	1088846.34600000000	1033906.45600000000
SAimp_6988	1087945.11700000000	1035796.63200000000
SAimp_6992	1088181.67500000000	1035579.12800000000
SAimp_7032-2	1087678.73400000000	1037006.97200000000
SAimp_7040	1087407.37000000000	1037527.38800000000
SAimp_7051	1086576.89600000000	1038343.29700000000
SAimp_7053-1	1086860.48700000000	1038389.17300000000
SAimp_7053-2	1087328.26800000000	1038820.44200000000
SAimp_7108	1086149.86300000000	1042321.45600000000
SAimp_7121	1085436.78400000000	1042815.49300000000
SAimp_7135	1084697.90900000000	1043411.25500000000
SAimp_7138	1084631.01400000000	1043398.16500000000
SAimp_714	1081148.59300000000	1072735.91900000000
SAimp_7145	1085870.20800000000	1032582.38500000000
SAimp_7153	1085563.27600000000	1033518.57800000000
SAimp_7177	1086346.65000000000	1034451.16700000000
SAimp_7197	1085983.26300000000	1035094.02300000000
SAimp_7212	1085872.69700000000	1035617.22200000000
SAimp_7213	1086582.75700000000	1035582.75200000000
SAimp_7222	1086588.04900000000	1035908.30800000000
SAimp_7233	1086288.60100000000	1036354.19600000000
SAimp_7241	1086370.74900000000	1036546.95200000000
SAimp_7265	1087135.31900000000	1037310.99600000000
SAimp_7266	1089069.68700000000	1038240.53100000000
SAimp_7271	1089032.96000000000	1037861.87300000000
SAimp_7278-1	1088795.82000000000	1038694.08000000000
SAimp_7278-2	1088996.14900000000	1038434.37500000000
SAimp_7301	1090626.17500000000	1038280.31100000000
SAimp_7312-1	1081813.87900000000	1039025.15100000000
SAimp_7312-2	1081365.68900000000	1038948.76900000000
SAimp_7312-4	1081520.94200000000	1039502.23900000000
SAimp_7312-6	1081695.90900000000	1039231.07500000000
SAimp_7313-10	1084437.07300000000	1038111.84700000000
SAimp_7313-11	1084071.54800000000	1038417.16500000000
SAimp_7313-12	1083967.38900000000	1038204.35000000000
SAimp_7313-13	1084277.33400000000	1038708.41100000000
SAimp_7313-15	1084201.72400000000	1038997.67400000000
SAimp_7313-16	1084156.58700000000	1039296.45800000000
SAimp_7313-18	1084260.41900000000	1039541.71700000000
SAimp_7313-19	1084620.02200000000	1039453.22700000000
SAimp_7313-22	1083829.02700000000	1039478.27500000000
SAimp_7313-37	1083694.13300000000	1041496.77200000000
SAimp_7313-38	1084490.45500000000	1039795.11800000000
SAimp_7313-39	1083999.08300000000	1039853.18100000000
SAimp_7313-43	1084095.72700000000	1037698.46500000000
SAimp_7313-44	1084098.72700000000	1037394.57800000000
SAimp_7313-5	1084332.73200000000	1037115.03600000000
SAimp_7313-6	1084704.89000000000	1039745.42100000000
SAimp_7313-7	1083958.54400000000	1037561.10900000000
SAimp_7313-8	1083961.01800000000	1037843.55000000000
SAimp_7313-9	1084433.70600000000	1037925.38100000000
SAimp_7325-1	1080511.58600000000	1038268.39000000000
SAimp_7325-2	1081749.15300000000	1037895.89900000000
SAimp_7325-3	1081360.21700000000	1037865.58300000000
SAimp_7325-4	1081733.26400000000	1038197.79600000000
SAimp_7336	1080107.18700000000	1037440.98400000000
SAimp_7368	1081244.98800000000	1041426.10000000000
SAimp_7373	1081264.80600000000	1041048.56100000000
SAimp_7381-2	1090158.45800000000	1042214.26600000000
SAimp_7381-3	1090040.21700000000	1042256.93100000000
SAimp_7383	1090294.73900000000	1042622.33500000000
SAimp_7385	1090277.98600000000	1042733.90400000000
SAimp_7394-1	1080921.16000000000	1041007.00400000000
SAimp_7394-2	1080709.79300000000	1040776.35100000000
SAimp_7394-3	1081146.68100000000	1040672.78800000000
SAimp_7397-1	1080839.27200000000	1040439.13600000000
SAimp_7400	1080757.24400000000	1040127.61300000000
SAimp_7415-1	1081145.12400000000	1041802.84500000000
SAimp_7415-2	1081572.40300000000	1041635.32200000000
SAimp_7441-1	1084406.85700000000	1034516.83000000000
SAimp_7441-10	1083697.89600000000	1034621.73000000000
SAimp_7441-11	1083828.46500000000	1035068.11400000000
SAimp_7441-12	1083801.79700000000	1035338.59900000000
SAimp_7441-13	1083380.36400000000	1035798.57000000000
SAimp_7441-14	1083798.51400000000	1035637.08100000000
SAimp_7441-15	1083806.87100000000	1035979.40700000000
SAimp_7441-16	1083349.37000000000	1036110.02700000000
SAimp_7441-17	1083313.24200000000	1036469.60700000000
SAimp_7441-18	1081333.87300000000	1035778.72000000000
SAimp_7441-19	1081856.67400000000	1035533.90000000000
SAimp_7441-2	1084070.26900000000	1034711.98000000000
SAimp_7441-20	1081701.34100000000	1035829.70700000000
SAimp_7441-21	1081634.43900000000	1036283.77600000000
SAimp_7441-22	1082220.55400000000	1036111.33000000000
SAimp_7441-23	1082138.65400000000	1036411.14100000000
SAimp_7441-25	1084406.38900000000	1034369.42000000000
SAimp_7441-26	1083941.23600000000	1035783.67900000000
SAimp_7441-27	1083184.21200000000	1036315.53400000000
SAimp_7441-28	1081129.95900000000	1037618.42300000000
SAimp_7441-29	1080740.60500000000	1036576.56400000000
SAimp_7441-3	1083926.81300000000	1034902.04100000000
SAimp_7441-4	1083920.98400000000	1035197.31100000000
SAimp_7441-5	1084130.24600000000	1035044.04200000000
SAimp_7441-6	1083932.88600000000	1035485.13800000000
SAimp_7441-7	1084377.53300000000	1035619.56400000000
SAimp_7441-8	1084365.54300000000	1035931.05500000000
SAimp_7441-9	1083949.13900000000	1036377.90900000000
SAimp_7448	1081287.25700000000	1037317.83500000000
SAimp_7457	1081373.17400000000	1036955.13500000000
SAimp_7464	1082015.77000000000	1036706.99800000000
SAimp_7475	1087907.76000000000	1042033.71200000000
SAimp_7477	1088244.07400000000	1042145.18200000000
SAimp_7482-2	1089340.74100000000	1042494.23900000000
SAimp_7486B-2	1089630.32600000000	1042717.23000000000
SAimp_7523-1	1086526.83500000000	1039181.38400000000
SAimp_7523-2	1086194.75400000000	1039115.20100000000
SAimp_7539	1085456.40800000000	1041846.82300000000
SAimp_7544-2	1085081.93100000000	1041813.82100000000
SAimp_7557w	1081449.56600000000	1040690.46300000000
SAimp_7560-1	1084462.12800000000	1042076.72300000000
SAimp_7560-3	1084174.90400000000	1042399.63300000000
SAimp_7589-2	1082894.92500000000	1040915.85700000000
SAimp_7606	1083066.23200000000	1040477.54500000000
SAimp_7691	1084835.71000000000	1043126.78400000000
SAimp_7704	1085665.24100000000	1042390.58600000000
SAimp_7711	1085907.67300000000	1042192.30200000000
SAimp_7750-1	1089610.62600000000	1043245.71100000000
SAimp_7769	1083779.50000000000	1036876.96800000000
SAimp_7771-1	1085250.61500000000	1036492.06700000000
SAimp_7771-2	1084493.12900000000	1036525.06400000000
SAimp_7780-2	1085250.70100000000	1035894.55900000000
SAimp_7828-2	1083349.74900000000	1033107.97000000000
SAimp_7828-3	1083195.36400000000	1033744.54600000000
SAimp_7828-4	1083272.71800000000	1034184.99900000000
SAimp_7884	1089745.93900000000	1042719.02300000000
SAimp_790	1080236.43100000000	1074569.90200000000
SAimp_794	1063017.31400000000	1079027.51100000000
SAimp_7942	1085918.91900000000	1063351.36800000000
SAimp_7960	1081483.55700000000	1041472.72500000000
SAimp_7971-1	1082421.32600000000	1040470.59900000000
SAimp_7971-2	1082025.36800000000	1040253.12700000000
SAimp_7979	1082338.69200000000	1039751.08700000000
SAimp_8055-1	1082820.43200000000	1035808.75800000000
SAimp_8055-2	1082261.22200000000	1035819.74900000000
SAimp_8086	1085063.38700000000	1040679.23500000000
SAimp_8089	1085089.39300000000	1040520.98600000000
SAimp_8092-1	1085187.14400000000	1040275.20500000000
SAimp_8092-2	1085468.97000000000	1040631.66900000000
SAimp_8097-1	1085571.79400000000	1039765.38300000000
SAimp_8097-2	1085951.42600000000	1040247.56900000000
SAimp_8103-3	1085976.38000000000	1039282.08600000000
SAimp_8103-4	1086356.52500000000	1039653.93000000000
SAimp_8133-2	1081540.11900000000	1034706.28100000000
SAimp_8139-1	1082350.65000000000	1034240.34100000000
SAimp_817	1063651.19600000000	1079686.43900000000
SAimp_817-1	1063470.64200000000	1079454.38100000000
SAimp_8183	1084099.73300000000	1040561.15200000000
SAimp_819	1067504.27300000000	1074396.26300000000
SAimp_8191-1	1084691.68800000000	1041453.24600000000
SAimp_8191-2	1084218.13300000000	1041597.35400000000
SAimp_8197	1084883.92800000000	1040692.49000000000
SAimp_8205-11	1084904.92000000000	1032672.62700000000
SAimp_8205-12	1084560.58600000000	1032753.75100000000
SAimp_8205-15	1084172.02100000000	1032739.47000000000
SAimp_8205-16	1083940.54500000000	1032689.68500000000
SAimp_8205-17	1084687.05500000000	1033032.05700000000
SAimp_8205-18	1084601.16600000000	1033251.89500000000
SAimp_8205-19	1084527.52000000000	1033558.65500000000
SAimp_8205-2	1084615.56900000000	1034172.18400000000
SAimp_8205-21	1084414.26700000000	1033876.85800000000
SAimp_8205-23	1083635.58300000000	1033890.20900000000
SAimp_8205-24	1083480.75800000000	1033580.14900000000
SAimp_8205-25	1083714.58200000000	1033140.20700000000
SAimp_8205-3	1084611.50600000000	1032068.14200000000
SAimp_8205-4	1083360.88900000000	1032506.88300000000
SAimp_8205-6	1084626.75900000000	1032362.43600000000
SAimp_8205-8	1084829.93100000000	1032222.55300000000
SAimp_8205-9	1085248.69400000000	1032746.76200000000
SAimp_8208	1084387.85600000000	1040036.98100000000
SAimp_8220-1	1085513.46300000000	1039212.69700000000
SAimp_8220-2	1085117.06900000000	1038973.42800000000
SAimp_8223	1085268.73900000000	1038739.24700000000
SAimp_8226-2	1085877.14100000000	1038848.53700000000
SAimp_8226-3	1085157.11100000000	1038101.57300000000
SAimp_8226-4	1085453.41700000000	1038560.49200000000
SAimp_8228-1	1086096.46700000000	1038616.49000000000
SAimp_8228-2	1085558.32500000000	1038254.42800000000
SAimp_8231-2	1085088.04200000000	1037410.86800000000
SAimp_8231-3	1085375.10900000000	1037587.54400000000
SAimp_8231-4	1085775.23900000000	1038109.57000000000
SAimp_8231-5	1084949.90400000000	1037670.84700000000
SAimp_825	1067525.38900000000	1074809.40300000000
SAimp_8254-2	1089653.78800000000	1042411.97000000000
SAimp_8254-3	1089838.67300000000	1042527.35400000000
SAimp_829	1067556.33800000000	1075407.88000000000
SAimp_843	1067081.03200000000	1076806.60300000000
SAimp_8473	1068125.06500000000	1055685.61400000000
SAimp_8515	1069389.43600000000	1049621.96900000000
SAimp_8526	1070397.48600000000	1049084.31100000000
SAimp_855	1069824.18800000000	1075459.16700000000
SAimp_857	1069775.55800000000	1076178.16000000000
SAimp_8573	1064884.18000000000	1056247.02200000000
SAimp_8575	1065066.17300000000	1056325.98000000000
SAimp_8577	1065149.19400000000	1056500.02100000000
SAimp_8584	1065734.12700000000	1056926.69400000000
SAimp_863	1069547.63900000000	1076404.50200000000
SAimp_867	1065265.33700000000	1074260.88400000000
SAimp_871	1069697.02600000000	1076660.96300000000
SAimp_8719-1	1065609.13200000000	1055092.02800000000
SAimp_8719-2	1065345.07400000000	1055307.69200000000
SAimp_8719-3	1065051.58800000000	1055609.67400000000
SAimp_8720	1065423.18700000000	1055780.98100000000
SAimp_8722	1065742.97700000000	1055977.69700000000
SAimp_8727-1	1066852.92100000000	1056319.22400000000
SAimp_8727-2	1066583.81700000000	1056685.48100000000
SAimp_874-1	1069712.34500000000	1077046.25900000000
SAimp_8745	1067301.35800000000	1057014.50100000000
SAimp_8794	1081195.45700000000	1046248.93700000000
SAimp_880	1070007.02800000000	1077467.22700000000
SAimp_8822	1084207.70200000000	1045192.56600000000
SAimp_883	1069988.13000000000	1077787.96900000000
SAimp_883-1	1068888.69900000000	1077829.54900000000
SAimp_8834	1084784.76200000000	1046305.27000000000
SAimp_8839	1084444.89100000000	1046531.58600000000
SAimp_8841-2	1085024.24300000000	1046890.95300000000
SAimp_8852	1086220.93100000000	1048908.07100000000
SAimp_8871	1087068.34600000000	1052020.05700000000
SAimp_8877-1	1086504.53900000000	1053185.68700000000
SAimp_8877-3	1087137.30000000000	1052999.49300000000
SAimp_8885	1086513.82800000000	1054353.63000000000
SAimp_8896	1086937.95100000000	1055831.85900000000
SAimp_8899	1086565.41400000000	1055953.69500000000
SAimp_8903	1086970.18600000000	1056636.90400000000
SAimp_8909	1086574.57600000000	1056783.09000000000
SAimp_8913	1086579.04400000000	1057030.70500000000
SAimp_8915	1086572.54000000000	1057306.61500000000
SAimp_8926-2	1086611.21500000000	1059116.81800000000
SAimp_8973	1069231.13600000000	1054825.43000000000
SAimp_899	1069318.86300000000	1075191.08800000000
SAimp_912	1069006.67000000000	1072098.55000000000
SAimp_9120	1085833.50200000000	1061509.22300000000
SAimp_912-1	1069423.75500000000	1072284.88700000000
SAimp_9127	1086356.36000000000	1061663.70400000000
SAimp_914	1068954.40500000000	1075557.49800000000
SAimp_9166	1085646.91100000000	1062141.70100000000
SAimp_9173	1085628.08000000000	1062369.02700000000
SAimp_9176-2	1085828.60800000000	1062337.33700000000
SAimp_9179	1086200.03500000000	1062192.03800000000
SAimp_9182	1086368.31700000000	1062336.27800000000
SAimp_9185	1086550.89100000000	1062208.72000000000
SAimp_919	1069240.10700000000	1076421.03500000000
SAimp_925	1069257.85500000000	1076708.16800000000
SAimp_9305-2	1062084.78200000000	1075961.04400000000
SAimp_9315	1086925.88500000000	1051174.11000000000
SAimp_9321-1	1088257.04700000000	1051659.88900000000
SAimp_9321-2	1088121.40900000000	1051234.16400000000
SAimp_9325	1088927.22000000000	1051640.82800000000
