NAME	X	Y
Parking_E-MH-17645-2	1078855.21900000000	1074196.69800000000
Parking_E-MH-1766	1086684.60800000000	1061951.53200000000
Parking_E-MH-1766-1	1086606.31200000000	1061515.66700000000
Parking_E-MH-1766-2	1086718.65200000000	1061722.17400000000
Parking_E-MH-1767	1079851.61500000000	1066643.41200000000
Parking_E-MH-17773	1082557.05100000000	1065814.60800000000
Parking_E-MH-17830	1064853.81700000000	1077475.13700000000
Parking_E-MH-17833	1064958.39900000000	1077710.47900000000
Parking_E-MH-1785	1072487.82400000000	1063553.70600000000
Parking_E-MH-1788	1072369.28200000000	1063122.96300000000
Parking_E-MH-17899	1079278.83600000000	1045243.38100000000
Parking_E-MH-17929	1072085.69700000000	1049473.10700000000
Parking_E-MH-17930	1072434.04600000000	1049451.48800000000
Parking_E-MH-17934	1073323.17900000000	1049167.90200000000
Parking_E-MH-17936	1074452.55100000000	1048903.79200000000
Parking_E-MH-1794	1072123.67000000000	1057665.47400000000
Parking_E-MH-17941	1074846.36400000000	1048850.62000000000
Parking_E-MH-17947	1071795.99200000000	1049023.83200000000
Parking_E-MH-17957	1073352.87000000000	1048887.53600000000
Parking_E-MH-17968-2	1073061.86100000000	1048741.86200000000
Parking_E-MH-17969-2	1073120.02100000000	1048398.79200000000
Parking_E-MH-17973	1073874.70200000000	1048448.35200000000
Parking_E-MH-17987	1076273.23400000000	1048269.47500000000
Parking_E-MH-17988-2	1075953.08800000000	1048399.91200000000
Parking_E-MH-17995	1066546.15800000000	1054126.19100000000
Parking_E-MH-18007	1072865.08900000000	1053806.83600000000
Parking_E-MH-18014	1075432.17500000000	1055277.80400000000
Parking_E-MH-18016-1	1076221.16700000000	1055528.86400000000
Parking_E-MH-18111	1075182.91700000000	1045587.06700000000
Parking_E-MH-18112-1	1071347.24500000000	1047205.53100000000
Parking_E-MH-18112-3	1071273.65700000000	1047446.79700000000
Parking_E-MH-18145-1	1073293.18200000000	1046588.05100000000
Parking_E-MH-18149	1074409.67700000000	1046192.63100000000
Parking_E-MH-18150	1074759.05200000000	1046104.32600000000
Parking_E-MH-18157-1	1070896.43300000000	1047585.13100000000
Parking_E-MH-18157-2	1071061.32100000000	1047940.17700000000
Parking_E-MH-18159	1072731.94500000000	1048729.84700000000
Parking_E-MH-18164	1073105.82100000000	1047296.84600000000
Parking_E-MH-18168	1071006.71100000000	1047165.92700000000
Parking_E-MH-18169	1071318.26800000000	1046741.74800000000
Parking_E-MH-1817	1089795.04700000000	1072454.59100000000
Parking_E-MH-18170-2	1071699.02600000000	1046979.94700000000
Parking_E-MH-18191	1073070.94800000000	1046082.01400000000
Parking_E-MH-18198	1071824.34400000000	1045268.35300000000
Parking_E-MH-18199	1071937.25300000000	1044834.96700000000
Parking_E-MH-18231-1	1076364.28600000000	1047454.16900000000
Parking_E-MH-18237-1	1075937.60800000000	1046408.32200000000
Parking_E-MH-18258	1071559.37500000000	1047759.48200000000
Parking_E-MH-18286-1	1073545.19100000000	1044974.85900000000
Parking_E-MH-18286-3	1073931.49000000000	1044665.14900000000
Parking_E-MH-1833-2	1080023.13300000000	1067008.48500000000
Parking_E-MH-18339-1	1073086.31500000000	1044905.17800000000
Parking_E-MH-18339-2	1072883.74100000000	1045336.26500000000
Parking_E-MH-1836-2	1079818.83500000000	1067018.07500000000
Parking_E-MH-18371-2	1072508.68400000000	1043655.75900000000
Parking_E-MH-18432-1	1075097.17100000000	1047326.18600000000
Parking_E-MH-1845	1081738.24300000000	1061732.45200000000
Parking_E-MH-18465	1072858.36200000000	1047056.45900000000
Parking_E-MH-18476	1071923.84100000000	1047662.41900000000
Parking_E-MH-18506	1072295.48200000000	1048537.77700000000
Parking_E-MH-18507	1071956.36300000000	1048766.40100000000
Parking_E-MH-18509	1071585.97100000000	1048837.63000000000
Parking_E-MH-1863-2	1086932.72800000000	1064632.68100000000
Parking_E-MH-18649	1071326.40300000000	1047846.77100000000
Parking_E-MH-1866	1086098.42800000000	1065008.07400000000
Parking_E-MH-1870	1083218.64100000000	1059959.80300000000
Parking_E-MH-1870-2	1083353.12500000000	1059818.91900000000
Parking_E-MH-1872	1083039.69200000000	1060059.17900000000
Parking_E-MH-18727	1083928.69400000000	1043960.83500000000
Parking_E-MH-18847-4	1078177.80100000000	1046880.27100000000
Parking_E-MH-18861-1	1075830.48100000000	1047467.19100000000
Parking_E-MH-1887	1083416.36100000000	1060240.89600000000
Parking_E-MH-18897	1077082.21200000000	1045360.33300000000
Parking_E-MH-18902	1077543.26500000000	1045009.29300000000
Parking_E-MH-18989-2	1077279.52900000000	1044470.82100000000
Parking_E-MH-18997-2	1076848.94000000000	1045030.70700000000
Parking_E-MH-1901	1077238.23900000000	1061698.90700000000
Parking_E-MH-19020	1077752.37700000000	1047982.71400000000
Parking_E-MH-19040-2	1075201.05100000000	1057789.94700000000
Parking_E-MH-19041	1075882.36700000000	1057411.90600000000
Parking_E-MH-1907	1085262.69400000000	1069740.45100000000
Parking_E-MH-19078	1071957.98900000000	1054518.89700000000
Parking_E-MH-19088	1068405.43500000000	1056992.26500000000
Parking_E-MH-19118	1071985.84100000000	1054745.87500000000
Parking_E-MH-19119-1	1070147.23600000000	1053724.72400000000
Parking_E-MH-19122	1070286.33400000000	1054251.07700000000
Parking_E-MH-19172	1075590.62900000000	1052106.13300000000
Parking_E-MH-1923	1084491.43000000000	1060498.93700000000
Parking_E-MH-19231	1074896.96900000000	1056585.96300000000
Parking_E-MH-19234	1074399.95800000000	1049262.59400000000
Parking_E-MH-19239-2	1073161.60700000000	1049548.91900000000
Parking_E-MH-19269-1	1074677.40400000000	1055748.00900000000
Parking_E-MH-19269-2	1074509.43200000000	1055817.84000000000
Parking_E-MH-19310	1071221.71500000000	1048797.12600000000
Parking_E-MH-19312	1070410.11300000000	1048994.60500000000
Parking_E-MH-19318	1077882.94100000000	1044391.05800000000
Parking_E-MH-1932	1087406.96500000000	1061744.68100000000
Parking_E-MH-19320	1070469.70200000000	1054870.54600000000
Parking_E-MH-19338	1070763.07700000000	1055234.41900000000
Parking_E-MH-19372	1069713.52800000000	1051775.71000000000
Parking_E-MH-19383	1070481.31300000000	1053461.80500000000
Parking_E-MH-19449-1	1070629.24500000000	1051025.99100000000
Parking_E-MH-19449-2	1070731.99500000000	1051252.79100000000
Parking_E-MH-19452-2	1070451.07200000000	1050352.95200000000
Parking_E-MH-19490	1072188.75800000000	1052717.22200000000
Parking_E-MH-1951	1080869.20800000000	1065552.97100000000
Parking_E-MH-19544	1070617.20900000000	1053619.75500000000
Parking_E-MH-19545	1070590.73700000000	1053919.55500000000
Parking_E-MH-19546	1070645.71500000000	1054236.18900000000
Parking_E-MH-19594	1081702.36800000000	1066938.99700000000
Parking_E-MH-19667	1068905.44400000000	1051456.88500000000
Parking_E-MH-19689	1070325.18600000000	1053553.90100000000
Parking_E-MH-19749	1070638.71300000000	1057389.18000000000
Parking_E-MH-19776	1069914.30700000000	1057527.15200000000
Parking_E-MH-19786-2	1068828.48600000000	1057441.93500000000
Parking_E-MH-198	1062653.59100000000	1075177.96000000000
Parking_E-MH-19803	1068834.06400000000	1056779.80300000000
Parking_E-MH-1990	1087044.91700000000	1072864.87600000000
Parking_E-MH-19919-1	1068039.57900000000	1052601.15300000000
Parking_E-MH-19919-3	1068307.69700000000	1052887.96800000000
Parking_E-MH-200	1062393.94400000000	1075512.98200000000
Parking_E-MH-2002	1087034.03800000000	1073788.31400000000
Parking_E-MH-2010-1	1086907.49900000000	1074343.52200000000
Parking_E-MH-20113	1067940.82500000000	1051590.74800000000
Parking_E-MH-20121	1071197.80400000000	1055037.24900000000
Parking_E-MH-20201	1068417.32000000000	1051663.38300000000
Parking_E-MH-20258-2	1082482.09900000000	1049212.34800000000
Parking_E-MH-20259	1082660.98200000000	1049617.29100000000
Parking_E-MH-2035	1088872.91600000000	1074299.34100000000
Parking_E-MH-2036	1088892.38600000000	1074593.27200000000
Parking_E-MH-20369	1082033.06000000000	1059480.38900000000
Parking_E-MH-20427	1070621.94100000000	1065055.32600000000
Parking_E-MH-20830	1070793.28800000000	1054739.02500000000
Parking_E-MH-2108	1073177.50900000000	1060458.75900000000
Parking_E-MH-2118	1074844.28600000000	1063149.87000000000
Parking_E-MH-2120-1	1072966.82600000000	1057965.49500000000
Parking_E-MH-2126	1071081.25900000000	1058171.57300000000
Parking_E-MH-2139	1072000.64000000000	1060937.17000000000
Parking_E-MH-2170	1076013.71200000000	1062917.18400000000
Parking_E-MH-2177	1074222.81400000000	1062953.20900000000
Parking_E-MH-2183	1072899.50500000000	1061623.71700000000
Parking_E-MH-2183-1	1072996.60700000000	1062127.77500000000
Parking_E-MH-2184-1	1072663.54600000000	1061670.47500000000
Parking_E-MH-2186	1074400.71800000000	1060693.03400000000
Parking_E-MH-22091-1	1070657.86400000000	1061873.44800000000
Parking_E-MH-22092	1070621.62400000000	1062029.13500000000
Parking_E-MH-2239-1	1065020.46100000000	1063224.91500000000
Parking_E-MH-2247	1064364.91000000000	1062350.89200000000
Parking_E-MH-2249-1	1064083.12900000000	1063554.85800000000
Parking_E-MH-22522-1	1084638.20900000000	1059015.23400000000
Parking_E-MH-22525	1081602.14100000000	1059086.63700000000
Parking_E-MH-2255	1066399.77900000000	1066444.87500000000
Parking_E-MH-2277	1064393.49300000000	1068824.15600000000
Parking_E-MH-23381	1071287.38100000000	1055887.80400000000
Parking_E-MH-23443	1062780.37300000000	1079514.88200000000
Parking_E-MH-23462	1065658.76100000000	1068265.98600000000
Parking_E-MH-23465-2	1066148.95000000000	1068555.70500000000
Parking_E-MH-23516-1	1090465.02300000000	1038696.94700000000
Parking_E-MH-23516-2	1089829.08600000000	1038059.92900000000
Parking_E-MH-23517-2	1089911.25400000000	1037940.17800000000
Parking_E-MH-23517-3	1089919.29200000000	1037650.53100000000
Parking_E-MH-23517-5	1089641.26000000000	1037961.38400000000
Parking_E-MH-2408	1064729.25600000000	1070580.60600000000
Parking_E-MH-244	1062725.15900000000	1075510.60400000000
Parking_E-MH-2450	1064254.72600000000	1061181.88800000000
Parking_E-MH-2479	1069756.77800000000	1060681.63900000000
Parking_E-MH-2493	1070244.86500000000	1052164.12500000000
Parking_E-MH-2508	1066497.03800000000	1056064.72900000000
Parking_E-MH-2521	1069771.26100000000	1051455.58300000000
Parking_E-MH-2526-1	1086229.41900000000	1037311.32800000000
Parking_E-MH-2528	1065327.32200000000	1056574.70000000000
Parking_E-MH-2556	1068387.31500000000	1058896.87900000000
Parking_E-MH-2558	1068373.50700000000	1057980.11500000000
Parking_E-MH-2576	1066042.81300000000	1057908.71600000000
Parking_E-MH-2600	1069565.50500000000	1063243.20500000000
Parking_E-MH-2608	1070941.87300000000	1060006.48400000000
Parking_E-MH-2609	1070828.97000000000	1059217.06800000000
Parking_E-MH-2615	1070322.12100000000	1060425.73200000000
Parking_E-MH-2626	1070523.01600000000	1061563.61600000000
Parking_E-MH-2627	1065638.29400000000	1061926.78000000000
Parking_E-MH-2630	1066448.66200000000	1062119.95500000000
Parking_E-MH-2644	1069356.86000000000	1063425.82800000000
Parking_E-MH-2647-1	1068439.37800000000	1063303.26400000000
Parking_E-MH-2656	1069494.89500000000	1059032.72400000000
Parking_E-MH-2656-1	1069498.48400000000	1059642.98100000000
Parking_E-MH-2657	1069721.63000000000	1059236.35100000000
Parking_E-MH-2657-1	1070024.10100000000	1059298.52900000000
Parking_E-MH-2657-2	1069795.84700000000	1059713.80800000000
Parking_E-MH-2699	1070956.63600000000	1051840.48800000000
Parking_E-MH-2700	1071105.88500000000	1052309.98900000000
Parking_E-MH-2715	1082582.59300000000	1040925.16000000000
Parking_E-MH-2716-2	1082798.64400000000	1040513.88600000000
Parking_E-MH-272	1064663.70800000000	1078451.21100000000
Parking_E-MH-2746	1084100.68500000000	1041829.75800000000
Parking_E-MH-2748	1083943.39900000000	1041179.92900000000
Parking_E-MH-276	1063853.34300000000	1073689.06500000000
Parking_E-MH-2767	1088244.63000000000	1034578.65100000000
Parking_E-MH-277	1064130.51200000000	1074095.86200000000
Parking_E-MH-2773-2	1086530.75000000000	1037923.28300000000
Parking_E-MH-2781	1086615.88300000000	1041513.97500000000
Parking_E-MH-2792	1083416.56200000000	1036715.58800000000
Parking_E-MH-2795-2	1084786.89200000000	1036230.64500000000
Parking_E-MH-2799	1084372.20400000000	1035351.31800000000
Parking_E-MH-2835	1085250.95500000000	1040953.02100000000
Parking_E-MH-2837	1085436.55600000000	1040822.10300000000
Parking_E-MH-285	1063577.22500000000	1074161.15800000000
Parking_E-MH-2851-1	1087403.11800000000	1039463.32000000000
Parking_E-MH-2851-2	1087555.93800000000	1039626.51200000000
Parking_E-MH-2861	1088362.62100000000	1039491.06700000000
Parking_E-MH-2872	1082140.33800000000	1041101.37800000000
Parking_E-MH-2915	1067726.94600000000	1057696.38700000000
Parking_E-MH-2935	1066605.76400000000	1056154.43700000000
Parking_E-MH-2947	1071259.40000000000	1052744.13400000000
Parking_E-MH-2954-1	1083627.80800000000	1045629.60300000000
Parking_E-MH-2954-2	1084076.99900000000	1046130.70700000000
Parking_E-MH-2958	1085231.14100000000	1047556.15700000000
Parking_E-MH-2959	1085519.88700000000	1048167.22100000000
Parking_E-MH-2960	1085842.16200000000	1048344.23200000000
Parking_E-MH-2986	1069881.19500000000	1057000.07100000000
Parking_E-MH-2998	1069438.14900000000	1050538.91300000000
Parking_E-MH-3015	1086573.54700000000	1058312.45200000000
Parking_E-MH-305	1065469.01600000000	1077863.27500000000
Parking_E-MH-3084	1062081.16700000000	1075238.90700000000
Parking_E-MH-3106	1062129.92900000000	1074876.94700000000
Parking_E-MH-311	1066485.75000000000	1077954.04300000000
Parking_E-MH-3145	1084864.56300000000	1075335.02000000000
Parking_E-MH-3163-2	1066287.23600000000	1054834.46800000000
Parking_E-MH-3164	1068548.93100000000	1052506.21600000000
Parking_E-MH-3179	1066876.16000000000	1055234.67600000000
Parking_E-MH-319	1064779.53700000000	1075045.40600000000
Parking_E-MH-323	1065824.60800000000	1073756.93200000000
Parking_E-MH-3260	1068207.63600000000	1057515.16800000000
Parking_E-MH-3270	1067801.03600000000	1054001.65500000000
Parking_E-MH-3278-1	1064133.99500000000	1057313.87800000000
Parking_E-MH-3286	1066676.22200000000	1055057.26800000000
Parking_E-MH-329	1068121.32600000000	1074287.16300000000
Parking_E-MH-3296	1068491.25600000000	1050664.09800000000
Parking_E-MH-3309-1	1070351.42200000000	1050189.54300000000
Parking_E-MH-3309-2	1070104.78900000000	1049996.02600000000
Parking_E-MH-3320	1070620.80500000000	1050155.15700000000
Parking_E-MH-3371	1065436.03500000000	1067568.57500000000
Parking_E-MH-3421	1079107.64200000000	1050034.93400000000
Parking_E-MH-3433	1072512.74200000000	1048715.74900000000
Parking_E-MH-3437-2	1075239.19500000000	1048820.04500000000
Parking_E-MH-3442-1	1076338.49500000000	1048498.16700000000
Parking_E-MH-3448-1	1083268.33700000000	1045287.83900000000
Parking_E-MH-3456	1068923.92500000000	1053658.21400000000
Parking_E-MH-3476	1068225.24500000000	1053496.00500000000
Parking_E-MH-351	1061739.92500000000	1072345.71500000000
Parking_E-MH-3513	1077797.44400000000	1047658.69600000000
Parking_E-MH-3515	1077122.43400000000	1047974.87800000000
Parking_E-MH-3527	1077303.55700000000	1056542.86900000000
Parking_E-MH-3545	1080482.68200000000	1046693.34600000000
Parking_E-MH-3554	1076351.60600000000	1051040.47400000000
Parking_E-MH-3585-2	1076092.99700000000	1052610.07500000000
Parking_E-MH-3596	1077497.17100000000	1053557.13800000000
Parking_E-MH-3602-2	1078308.15500000000	1053742.79900000000
Parking_E-MH-3606	1076491.50700000000	1053202.40800000000
Parking_E-MH-3608-1	1076048.79600000000	1053060.17600000000
Parking_E-MH-36-1	1086379.44200000000	1038858.40100000000
Parking_E-MH-3618	1076348.81200000000	1053908.24000000000
Parking_E-MH-36-2	1086818.71100000000	1039304.44800000000
Parking_E-MH-3641	1076533.04600000000	1051010.91100000000
Parking_E-MH-3648	1077908.12100000000	1052480.30500000000
Parking_E-MH-3653-2	1071208.51100000000	1053455.27400000000
Parking_E-MH-366	1063842.85900000000	1072247.56100000000
Parking_E-MH-3663	1071147.82200000000	1053918.36100000000
Parking_E-MH-3665	1071120.13200000000	1054203.63600000000
Parking_E-MH-3679	1089576.77800000000	1062370.85000000000
Parking_E-MH-3682	1090388.12500000000	1062555.44400000000
Parking_E-MH-3691	1071285.93400000000	1054666.57000000000
Parking_E-MH-3708	1071305.64700000000	1053667.44200000000
Parking_E-MH-3709	1071521.43200000000	1053956.30100000000
Parking_E-MH-3710-1	1078162.37700000000	1057847.10600000000
Parking_E-MH-3711	1078497.88400000000	1058759.18000000000
Parking_E-MH-3711-1	1078220.26100000000	1058000.89200000000
Parking_E-MH-3716-1	1071768.61500000000	1054544.27200000000
Parking_E-MH-3733	1082118.00000000000	1050394.22500000000
Parking_E-MH-3735	1083158.21200000000	1051906.64400000000
Parking_E-MH-3736	1083039.45200000000	1051025.59700000000
Parking_E-MH-3737-1	1082568.84700000000	1051680.16800000000
Parking_E-MH-3737-2	1082764.90600000000	1051027.80900000000
Parking_E-MH-3738	1082477.76100000000	1051042.52400000000
Parking_E-MH-375	1066566.92500000000	1073483.97800000000
Parking_E-MH-3765	1083166.36200000000	1048230.56800000000
Parking_E-MH-3766-2	1082697.83200000000	1045314.42000000000
Parking_E-MH-377	1067566.52200000000	1073379.80100000000
Parking_E-MH-3780-1	1075585.26500000000	1046861.25900000000
Parking_E-MH-379	1067889.77100000000	1073731.09500000000
Parking_E-MH-380	1067507.66200000000	1071452.24300000000
Parking_E-MH-3812	1083668.97000000000	1055774.90900000000
Parking_E-MH-3823	1081497.29900000000	1057319.05200000000
Parking_E-MH-3831	1083623.32500000000	1057792.87200000000
Parking_E-MH-3838-4	1078209.96700000000	1049514.84100000000
Parking_E-MH-384	1064086.76900000000	1077281.83300000000
Parking_E-MH-389	1068349.00900000000	1073748.77900000000
Parking_E-MH-3911	1079727.73900000000	1055449.55800000000
Parking_E-MH-3924	1081422.34300000000	1058723.30400000000
Parking_E-MH-3925	1081778.33900000000	1058783.80800000000
Parking_E-MH-3927	1082111.66300000000	1058887.85700000000
Parking_E-MH-3929	1082901.48900000000	1059444.07600000000
Parking_E-MH-3931	1080481.59400000000	1055318.99400000000
Parking_E-MH-3933	1081004.51900000000	1055534.11900000000
Parking_E-MH-3977	1083311.49600000000	1056997.14100000000
Parking_E-MH-3990	1080276.57100000000	1056098.65900000000
Parking_E-MH-3993	1081133.82200000000	1056440.77500000000
Parking_E-MH-4005	1084882.69600000000	1056068.65100000000
Parking_E-MH-4006	1085168.48000000000	1055929.08900000000
Parking_E-MH-4017	1083598.76600000000	1056952.39200000000
Parking_E-MH-4023-1	1078597.95900000000	1053951.92500000000
Parking_E-MH-4028	1081987.68200000000	1055287.78100000000
Parking_E-MH-4040	1078852.20800000000	1057591.46200000000
Parking_E-MH-4041-1	1079352.56000000000	1057317.14200000000
Parking_E-MH-4044	1079917.36600000000	1057825.20700000000
Parking_E-MH-4081-1	1077543.56900000000	1048378.81700000000
Parking_E-MH-4087	1083227.71400000000	1053591.20600000000
Parking_E-MH-4112	1080719.99300000000	1049979.34600000000
Parking_E-MH-4116	1082357.60700000000	1055198.85600000000
Parking_E-MH-4119	1084867.82100000000	1054660.16200000000
Parking_E-MH-4119-1	1084153.86300000000	1054130.18200000000
Parking_E-MH-4123	1081052.87300000000	1052674.87600000000
Parking_E-MH-4138	1079222.09500000000	1052534.44600000000
Parking_E-MH-4146	1078458.64600000000	1053387.45900000000
Parking_E-MH-4149-2	1079011.89800000000	1050946.82900000000
Parking_E-MH-4160	1085964.41700000000	1057807.62300000000
Parking_E-MH-4161	1071619.00200000000	1055798.15700000000
Parking_E-MH-4163	1071825.20500000000	1055987.38500000000
Parking_E-MH-4165	1070147.55500000000	1054585.70800000000
Parking_E-MH-4176	1071908.00800000000	1056751.17900000000
Parking_E-MH-4192-2	1087602.36100000000	1058779.92600000000
Parking_E-MH-4206	1072869.40600000000	1050663.07600000000
Parking_E-MH-4213	1085410.92100000000	1059003.08800000000
Parking_E-MH-4218	1086277.96900000000	1058236.25200000000
Parking_E-MH-4219-1	1075788.27700000000	1051628.67600000000
Parking_E-MH-4227-1	1085915.11800000000	1047567.45000000000
Parking_E-MH-4227-4	1085625.89800000000	1047186.61100000000
Parking_E-MH-4232	1072958.53400000000	1049666.82900000000
Parking_E-MH-4234-1	1073837.21000000000	1049681.46400000000
Parking_E-MH-4234-2	1074208.00200000000	1050107.28400000000
Parking_E-MH-4235-2	1074816.41100000000	1050082.10300000000
Parking_E-MH-4236	1084571.32600000000	1046828.56400000000
Parking_E-MH-4238	1084100.79600000000	1047078.64400000000
Parking_E-MH-4240	1083692.35500000000	1047538.13600000000
Parking_E-MH-4247	1083694.45700000000	1046598.69700000000
Parking_E-MH-4250	1086840.86400000000	1046322.38600000000
Parking_E-MH-4263	1075899.12400000000	1049389.51900000000
Parking_E-MH-4264-2	1075778.41000000000	1049907.61300000000
Parking_E-MH-4266	1086349.59300000000	1046654.46800000000
Parking_E-MH-4272	1075690.32300000000	1050066.20300000000
Parking_E-MH-4276	1088676.45400000000	1046970.51900000000
Parking_E-MH-4280-1	1089986.23900000000	1047006.33500000000
Parking_E-MH-4281	1073445.52600000000	1052665.43100000000
Parking_E-MH-4283	1073097.76300000000	1052678.62900000000
Parking_E-MH-4304	1071946.76300000000	1051860.75700000000
Parking_E-MH-4375-1	1075205.31300000000	1050576.55100000000
Parking_E-MH-4375-2	1075466.00500000000	1050153.24700000000
Parking_E-MH-4375-3	1074802.66000000000	1050620.71600000000
Parking_E-MH-4376-2	1075551.01100000000	1050456.60400000000
Parking_E-MH-4376-3	1075096.34000000000	1050907.04000000000
Parking_E-MH-4385	1087660.52700000000	1056099.43000000000
Parking_E-MH-4388-1	1088063.56200000000	1055787.29700000000
Parking_E-MH-4388-2	1088203.96300000000	1056513.75100000000
Parking_E-MH-4398	1085721.25600000000	1056234.26200000000
Parking_E-MH-4403	1072343.70000000000	1050634.44300000000
Parking_E-MH-4416	1074944.56200000000	1054123.03900000000
Parking_E-MH-4452-1	1073201.45300000000	1053105.24900000000
Parking_E-MH-4473-1	1091955.81000000000	1051314.38800000000
Parking_E-MH-4484	1089584.03000000000	1052455.76300000000
Parking_E-MH-4498	1073176.53400000000	1053631.96000000000
Parking_E-MH-4517	1087598.96500000000	1046272.06400000000
Parking_E-MH-4547-3	1072697.58000000000	1052504.87900000000
Parking_E-MH-4550	1072921.10200000000	1053447.09700000000
Parking_E-MH-4556-2	1072885.83000000000	1053070.92600000000
Parking_E-MH-4558-2	1072398.72500000000	1053079.07500000000
Parking_E-MH-4566-2	1072273.89100000000	1051402.04200000000
Parking_E-MH-4568	1071594.92900000000	1050415.66800000000
Parking_E-MH-4603	1086064.80700000000	1052500.55000000000
Parking_E-MH-4621	1089600.95000000000	1053273.94200000000
Parking_E-MH-4625	1068053.73900000000	1053707.90400000000
Parking_E-MH-4634-1	1089248.27200000000	1050680.46300000000
Parking_E-MH-4634-2	1089533.78900000000	1050343.89900000000
Parking_E-MH-4639	1069162.36100000000	1052855.41200000000
Parking_E-MH-4640-1	1089194.64600000000	1050091.09000000000
Parking_E-MH-4640-2	1088912.76900000000	1050505.75400000000
Parking_E-MH-4642-2	1088469.97700000000	1050022.32700000000
Parking_E-MH-4645-1	1088248.46000000000	1050641.45800000000
Parking_E-MH-4645-2	1088217.68000000000	1050182.87800000000
Parking_E-MH-4646	1087625.82800000000	1050203.77900000000
Parking_E-MH-4647	1089514.59100000000	1048884.03900000000
Parking_E-MH-4648	1089144.87800000000	1048827.72700000000
Parking_E-MH-4650	1088135.46700000000	1048882.52800000000
Parking_E-MH-4651-1	1088503.05100000000	1049396.46700000000
Parking_E-MH-4651-3	1089063.43000000000	1049526.44300000000
Parking_E-MH-4654-1	1088557.87200000000	1049827.25300000000
Parking_E-MH-4654-2	1089017.04600000000	1049890.66000000000
Parking_E-MH-4656	1086750.54300000000	1048778.89900000000
Parking_E-MH-4661-1	1087506.79400000000	1049069.46200000000
Parking_E-MH-4661-2	1088069.57100000000	1049427.87700000000
Parking_E-MH-4664	1088275.72500000000	1048436.21200000000
Parking_E-MH-4680-1	1068801.45800000000	1052836.16400000000
Parking_E-MH-4680-2	1068909.66600000000	1052644.74400000000
Parking_E-MH-4700-1	1069675.94300000000	1053188.44600000000
Parking_E-MH-4700-2	1069789.41800000000	1052893.22400000000
Parking_E-MH-4700-3	1069481.38100000000	1052712.28700000000
Parking_E-MH-47-1	1082964.77600000000	1035256.77700000000
Parking_E-MH-4712	1073482.01600000000	1052318.31600000000
Parking_E-MH-4716	1069795.06600000000	1053733.61100000000
Parking_E-MH-472	1067806.50100000000	1076314.23600000000
Parking_E-MH-47-2	1082166.94600000000	1035263.71200000000
Parking_E-MH-4722	1073297.32100000000	1051074.78900000000
Parking_E-MH-4728	1090924.94300000000	1050765.95300000000
Parking_E-MH-4736	1070063.51400000000	1054959.77200000000
Parking_E-MH-4738	1068587.57900000000	1052733.27800000000
Parking_E-MH-4758	1073832.74300000000	1051632.53000000000
Parking_E-MH-4768-1	1070324.86400000000	1055239.17200000000
Parking_E-MH-4768-2	1070180.40100000000	1055453.16100000000
Parking_E-MH-4787	1069798.16700000000	1055292.66000000000
Parking_E-MH-4797	1070476.48000000000	1056418.75400000000
Parking_E-MH-4798	1070545.18500000000	1056847.33500000000
Parking_E-MH-480	1067483.85700000000	1077340.53000000000
Parking_E-MH-4806-6	1084356.52600000000	1063634.27600000000
Parking_E-MH-4811-2	1087104.04100000000	1039156.14000000000
Parking_E-MH-482	1069732.89300000000	1074731.15800000000
Parking_E-MH-4932	1085838.46100000000	1037845.36000000000
Parking_E-MH-497	1069969.33100000000	1078075.42400000000
Parking_E-MH-497-1	1068593.80700000000	1078070.56500000000
Parking_E-MH-497-2	1069450.29000000000	1078256.84900000000
Parking_E-MH-4986	1087581.49000000000	1040369.62200000000
Parking_E-MH-4998-2	1087183.82200000000	1041338.29700000000
Parking_E-MH-500	1069161.24200000000	1074711.38500000000
Parking_E-MH-502	1068907.01200000000	1073474.17900000000
Parking_E-MH-507	1068961.79900000000	1072890.49600000000
Parking_E-MH-510	1068930.47800000000	1076019.07000000000
Parking_E-MH-515	1069857.66700000000	1072288.27300000000
Parking_E-MH-521	1069716.93900000000	1073491.50800000000
Parking_E-MH-522	1069680.88800000000	1072832.00100000000
Parking_E-MH-523	1070448.45100000000	1071686.57200000000
Parking_E-MH-5248-2	1084997.09200000000	1034468.53400000000
Parking_E-MH-526	1068844.98100000000	1071531.18000000000
Parking_E-MH-528	1068266.38100000000	1071093.73700000000
Parking_E-MH-529	1067996.29600000000	1071216.77100000000
Parking_E-MH-5371	1090475.28400000000	1045683.06800000000
Parking_E-MH-544	1070656.66900000000	1075283.70400000000
Parking_E-MH-5445-4	1089415.47700000000	1046281.39700000000
Parking_E-MH-5701	1089978.26400000000	1048764.60500000000
Parking_E-MH-5735	1088789.02700000000	1048424.50100000000
Parking_E-MH-5763	1083200.47000000000	1046852.70900000000
Parking_E-MH-5780	1067377.51800000000	1054290.22600000000
Parking_E-MH-582	1066216.35800000000	1073070.51200000000
Parking_E-MH-582-1	1065454.72200000000	1073099.67500000000
Parking_E-MH-584	1063915.43400000000	1071699.14600000000
Parking_E-MH-5890-1	1088326.89700000000	1039186.07600000000
Parking_E-MH-5893	1075805.65400000000	1056114.16700000000
Parking_E-MH-5897-1	1076356.47300000000	1056597.01000000000
Parking_E-MH-5902	1084445.01900000000	1044311.80900000000
Parking_E-MH-5906	1084201.18700000000	1043992.91500000000
Parking_E-MH-5927-2	1077925.98200000000	1058555.75000000000
