Name	X-Coordinate	Y-Coordinate
GLawn_E-node-383-2	1082544.39	1045726.119
GLawn_E-node-387	1067820.928	1055735.784
GLawn_E-node-39	1065306.937	1073672.577
GLawn_E-node-40	1065570.362	1073734.431
GLawn_E-node-40-1	1065504.002	1073619.954
GLawn_E-node-403-2	1066690.015	1055893.002
GLawn_E-node-405	1065582.751	1056755.962
GLawn_E-node-4173	1065891.84	1061334.198
GLawn_E-node-42-1	1067111.738	1074191.955
GLawn_E-node-42-2	1067024.751	1074020.904
GLawn_E-node-426	1075664.45	1054827.544
GLawn_E-node-43	1067332.94	1074152.233
GLawn_E-node-441	1074236.139	1052842.033
GLawn_E-node-441-2	1074077.464	1053046.637
GLawn_E-node-441-3	1073996.682	1053307.565
GLawn_E-node-442	1073816.988	1052802.309
GLawn_E-node-445-2	1076833.729	1053969.844
GLawn_E-node-446-1	1077134.364	1054864.142
GLawn_E-node-446-3	1076929.868	1055380.136
GLawn_E-node-45	1067991.333	1074947.551
GLawn_E-node-453	1065924.413	1057063.597
GLawn_E-node-4570	1083951.375	1058186.808
GLawn_E-node-46	1068251.38	1075004.654
GLawn_E-node-472	1068403.482	1056450.305
GLawn_E-node-4970-1	1077777.549	1063221.502
GLawn_E-node-4970-2	1077799.861	1063359.616
GLawn_E-node-4971-1	1077836.217	1062801.27
GLawn_E-node-4971-2	1077850.163	1062667.852
GLawn_E-node-4972-1	1077827.293	1062937.759
GLawn_E-node-4972-2	1077286.227	1062936.722
GLawn_E-node-4972-3	1077246.045	1063089.9
GLawn_E-node-4972-4	1077858.133	1063084.136
GLawn_E-node-4977	1076838.505	1062686.205
GLawn_E-node-4977-1	1077301.737	1062808.291
GLawn_E-node-4977-2	1076743.205	1062825.524
GLawn_E-node-4977-3	1076664.833	1062492.295
GLawn_E-node-4977-4	1076455.082	1062280.009
GLawn_E-node-4982	1064109.974	1060849.737
GLawn_E-node-4988	1083861.516	1067141.623
GLawn_E-node-504	1068658.795	1059658.768
GLawn_E-node-5051	1070827.525	1067173.156
GLawn_E-node-5055	1071279.868	1067162.093
GLawn_E-node-51	1070364.812	1075052.217
GLawn_E-node-5121	1064962.56	1061188.017
GLawn_E-node-516	1068390.871	1062102.995
GLawn_E-node-516-1	1068392.079	1062791.886
GLawn_E-node-532	1068607.672	1056365.27
GLawn_E-node-533	1066400.117	1056357.906
GLawn_E-node-535	1067544.573	1055167.922
GLawn_E-node-550	1061733.816	1074696.914
GLawn_E-node-550-1	1062055.244	1074363.322
GLawn_E-node-550-2	1062275.251	1074280.916
GLawn_E-node-57	1061905.452	1072891.962
GLawn_E-node-57-1	1061806.225	1072653.953
GLawn_E-node-575	1069040.376	1054082.631
GLawn_E-node-58	1062647.082	1073163.367
GLawn_E-node-58-1	1062846.837	1073071.291
GLawn_E-node-629-1	1074864.465	1054377.846
GLawn_E-node-63	1067040.533	1073419.716
GLawn_E-node-635	1068992.044	1057016.855
GLawn_E-node-65	1069572.275	1065133.546
GLawn_E-node-653	1068393.482	1054880.95
GLawn_E-node-672	1077640.46	1047625.525
GLawn_E-node-710	1079997.443	1052931.301
GLawn_E-node-711	1080107.607	1053338.559
GLawn_E-node-711-1	1080175.199	1053123.18
GLawn_E-node-716	1083773.041	1058987.129
GLawn_E-node-721	1080203.299	1055198.13
GLawn_E-node-754	1073693.667	1057251.938
GLawn_E-node-809	1074199.462	1045493.465
GLawn_E-node-819	1069076.678	1057227.669
GLawn_E-node-837-2	1072325.816	1051007.187
GLawn_E-node-863	1087627.991	1062509.419
GLawn_E-node-870	1088457.842	1064383.181
GLawn_E-node-871	1087768.444	1065472.406
GLawn_E-node-882	1081374.755	1062423.192
GLawn_E-node-888	1088395.685	1071788.011
GLawn_E-node-904-2	1075028.982	1063065.595
GLawn_E-node-904-3	1075154	1063744.566
GLawn_E-node-904-4	1075044.964	1063644.531
GLawn_E-node-905-2	1075576.228	1063410.888
GLawn_E-node-905-3	1075430.752	1063362.932
GLawn_E-node-905-4	1075405.699	1063678.813
GLawn_E-node-954	1085785.428	1032278.676
GLawn_E-node-955	1085836.437	1032413.416
GLawn_E-node-966-1	1085494.536	1034228.935
GLawn_E-node-966-2	1085378.797	1034200.793
GLawn_E-node-968-1	1085354.675	1036885.426
GLawn_E-node-968-2	1085180.125	1037095.458
GLawn_E-node-968-3	1085742.252	1036548.625
GLawn_E-node-970	1088705.471	1042295.349
GLawn_E-node-981	1083206.188	1035062.26
GLawn_E-node-982-1	1083091.395	1034878.676
GLawn_E-node-983	1083354.579	1035645.78
GLawn_E-node-984	1083356.691	1035497.797
GLawn_E-node-986-1	1086080.713	1034313.293
GLawn_E-node-986-2	1085673.152	1034486.028
GLawn_E-node-987	1084516.59	1034809.545
GLawn_E-node-988-1	1086062.346	1034623.285
GLawn_E-node-988-2	1085909.896	1034782.688
GLawn_E-node-989-1	1085916.102	1034983.277
GLawn_E-node-989-2	1085586.256	1034998.509
GLawn_E-node-991	1084707.771	1037006.362
GLawn_E-node-992	1084841.98	1037189.845
GLawn_E-node-993-1	1084579.403	1037475.189
GLawn_E-node-993-2	1084360.708	1037482.455
GLawn_E-US-SPP135a-1	1072799.96	1045774.635
GLawn_E-US-SPP135a-2	1072811.677	1045970.988
GLawn_HTDS4-10	1080907.122	1073944.711
GLawn_HTDS4-10-1	1080461.274	1073949.917
GLawn_HTDS4-10-2	1080671.456	1073967.912
GLawn_HTDS4-4	1080301.952	1073941.565
GLawn_HTDS5-2-1	1081230.046	1073927.333
GLawn_HTDS7-1-1	1081430.322	1073595.368
GLawn_HTRC1	1072314.5	1074900.311
GLawn_HTRC10	1075372.056	1074424.639
GLawn_HTRC10-2	1075727.234	1073913.727
GLawn_HTRC12	1076688.622	1074691.483
GLawn_HTRC1-2	1072498.084	1074152.269
GLawn_HTRC12-1	1076432.982	1074381.005
GLawn_HTRC12-3	1076167.155	1073929.221
GLawn_HTRC12-4	1076378.938	1074595.578
GLawn_HTRC13	1076544.659	1073872.882
GLawn_HTRC14-1	1077025.733	1074353.889
GLawn_HTRC14-2	1076877.995	1073950.793
GLawn_HTRC14-3	1077235.806	1074054.138
GLawn_HTRC15	1077426.927	1074534.334
GLawn_HTRC15-2	1077756.481	1074386.064
GLawn_HTRC16	1078099.727	1074089.603
GLawn_HTRC16-1	1078114.028	1074300.232
GLawn_HTRC17	1078327.837	1074095.108
GLawn_HTRC17-1	1078362.481	1074261.688
GLawn_HTRC18	1078520.851	1074382.741
GLawn_HTRC2	1072659.135	1075217.565
GLawn_HTRC3	1073111.243	1074583.108
GLawn_HTRC3-1	1072969.779	1075141.694
GLawn_HTRC3-2	1073127.96	1074066.083
GLawn_HTRC5	1073749.577	1074629.339
GLawn_HTRC6	1074116.323	1074617.413
GLawn_HTRC7-3	1074403.524	1074644.756
GLawn_HTRC7-4	1074606.92	1074723.414
GLawn_HTRC8	1074762.773	1074346.69
GLawn_HTRC8-1	1074760.641	1074158.522
GLawn_HTRC9	1075399.68	1073939.643
GLawn_HTRC9-1	1075041.979	1073997.911
GLawn_Lewis-and-Clinton	1080955.656	1048895.066
GLawn_MumStMH3	1085150.02	1041147.099
GLawn_N/A(Not_Modeled)-100	1086239.115	1042608.879
GLawn_N/A(Not_Modeled)-101	1088380.19	1031916.891
GLawn_N/A(Not_Modeled)-102	1089485.085	1032303.997
GLawn_N/A(Not_Modeled)-103	1087557.08	1032920.893
GLawn_N/A(Not_Modeled)-104	1087301.897	1033512.36
GLawn_N/A(Not_Modeled)-105	1087498.788	1032227.387
GLawn_N/A(Not_Modeled)-106	1086472.776	1043341.425
GLawn_N/A(Not_Modeled)-24	1072035.419	1043999.545
GLawn_N/A(Not_Modeled)-28	1078457.377	1043723.805
GLawn_N/A(Not_Modeled)-4	1072145.524	1043584.63
GLawn_N/A(Not_Modeled)-45	1089332.681	1031852.186
GLawn_N/A(Not_Modeled)-46	1089424.648	1032565.413
GLawn_N/A(Not_Modeled)-47	1088791.257	1032410.027
GLawn_N/A(Not_Modeled)-49	1088742.812	1032622.832
GLawn_N/A(Not_Modeled)-51	1088226.486	1032437.528
GLawn_N/A(Not_Modeled)-52	1087929.77	1032575.512
GLawn_N/A(Not_Modeled)-53	1087809.376	1032988.616
GLawn_N/A(Not_Modeled)-54	1086915.669	1032916.528
GLawn_N/A(Not_Modeled)-55	1088309.131	1033021.8
GLawn_N/A(Not_Modeled)-56	1089483.481	1032919.382
GLawn_N/A(Not_Modeled)-57	1087809.783	1033261.306
GLawn_N/A(Not_Modeled)-58	1086933.765	1033271.638
GLawn_N/A(Not_Modeled)-59	1086943.252	1033509.901
GLawn_N/A(Not_Modeled)-60	1086392.861	1033295.904
GLawn_N/A(Not_Modeled)-61	1086387.238	1033000.2
GLawn_N/A(Not_Modeled)-62	1086277.218	1032516.631
GLawn_N/A(Not_Modeled)-63	1086297.325	1032184.128
GLawn_N/A(Not_Modeled)-64	1086218.299	1033148.002
GLawn_N/A(Not_Modeled)-65	1086250.351	1032817.256
GLawn_N/A(Not_Modeled)-66	1085955.339	1032231.811
GLawn_N/A(Not_Modeled)-67	1086050.895	1033017.167
GLawn_N/A(Not_Modeled)-68	1088620.976	1033359.186
GLawn_N/A(Not_Modeled)-69	1088555.557	1033155.387
GLawn_N/A(Not_Modeled)-70	1088388.718	1033113.176
GLawn_N/A(Not_Modeled)-72	1088296.091	1033431.078
GLawn_N/A(Not_Modeled)-73	1087782.236	1033506.411
GLawn_N/A(Not_Modeled)-74	1086489.407	1033536.814
GLawn_N/A(Not_Modeled)-75	1086211.396	1033474.437
GLawn_N/A(Not_Modeled)-76	1086050.444	1033427.268
GLawn_N/A(Not_Modeled)-77	1086014.658	1033711.783
GLawn_N/A(Not_Modeled)-78	1088413.037	1033976.043
GLawn_N/A(Not_Modeled)-79	1089089.463	1034271.795
GLawn_N/A(Not_Modeled)-80	1085939.442	1033961.391
GLawn_N/A(Not_Modeled)-82	1087616.99	1034590.301
GLawn_N/A(Not_Modeled)-83	1086798.873	1034577.737
GLawn_N/A(Not_Modeled)-84	1086718.525	1034334.894
GLawn_N/A(Not_Modeled)-85	1087705.701	1034329.793
GLawn_N/A(Not_Modeled)-86	1087623.344	1034158.171
GLawn_N/A(Not_Modeled)-87	1086736.215	1034177.753
GLawn_N/A(Not_Modeled)-88	1086395.625	1033732.968
GLawn_N/A(Not_Modeled)-89	1087636.657	1033683.77
GLawn_N/A(Not_Modeled)-90	1088831.982	1032946.514
GLawn_N/A(Not_Modeled)-91	1086918.906	1033702.455
GLawn_N/A(Not_Modeled)-92	1086402.707	1033987.909
GLawn_N/A(Not_Modeled)-93	1087075.037	1033924.559
GLawn_N/A(Not_Modeled)-94	1088157.077	1033886.693
GLawn_N/A(Not_Modeled)-95	1087099.051	1038246.252
GLawn_N/A(Not_Modeled)-97	1086999.121	1040094.212
GLawn_N/A(Not_Modeled)-98	1086650.74	1043032.946
GLawn_N/A(Not_Modeled)-99	1086073	1042907.85
GLawn_N/A(NotinModel)-1	1089489.602	1033636.443
GLawn_N/A(NotinModel)-2	1089248.121	1033969.734
GLawn_N/A(NotModeled)-1	1089385.041	1044677.138
GLawn_N/A(NotModeled)-10	1089168.416	1046158.582
GLawn_N/A(NotModeled)-11	1089181.013	1046362.566
GLawn_N/A(NotModeled)-12	1088919.56	1045445.559
GLawn_N/A(NotModeled)-13	1088898.073	1045607.665
GLawn_N/A(NotModeled)-14	1088906.299	1045851.731
GLawn_N/A(NotModeled)-15	1088914.799	1046316.418
GLawn_N/A(NotModeled)-16	1088378.838	1045011.055
GLawn_N/A(NotModeled)-17	1087013.356	1045441.382
GLawn_N/A(NotModeled)-18	1087323.916	1045341.137
GLawn_N/A(NotModeled)-19	1087213.375	1045431.122
GLawn_N/A(NotModeled)-2	1088893.417	1044842.157
GLawn_N/A(NotModeled)-20	1087709.734	1045871.411
GLawn_N/A(NotModeled)-21	1087449.894	1045389.803
GLawn_N/A(NotModeled)-22	1087619.563	1045077.281
GLawn_N/A(NotModeled)-24	1087720.487	1045360.819
GLawn_N/A(NotModeled)-25	1087713.967	1045560.675
GLawn_N/A(NotModeled)-26	1087720.061	1046082.3
GLawn_N/A(NotModeled)-2c	1089939.066	1043336.242
GLawn_N/A(NotModeled)-3	1089142.139	1044826.857
GLawn_N/A(NotModeled)-30	1088664.03	1045547.692
GLawn_N/A(NotModeled)-31	1087586.11	1046081.32
GLawn_N/A(NotModeled)-32	1087582.786	1045872.707
GLawn_N/A(NotModeled)-33	1087578.632	1045590.134
GLawn_N/A(NotModeled)-36	1066716.192	1068180.744
GLawn_N/A(NotModeled)-37	1066646.935	1067377.443
GLawn_N/A(NotModeled)-4	1089152.679	1045277.096
GLawn_N/A(NotModeled)-43	1066779.542	1068972.778
GLawn_N/A(NotModeled)-45	1074747.591	1067497.814
GLawn_N/A(NotModeled)-48	1089580.653	1058476.726
GLawn_N/A(NotModeled)-5	1088636.168	1044755.865
GLawn_N/A(NotModeled)-6	1088907.699	1046105.038
GLawn_N/A(NotModeled)-7	1089159.643	1045508.145
GLawn_N/A(NotModeled)-8	1089159.324	1045741.966
GLawn_N/A(NotModeled)-9	1089159.851	1045961.504
GLawn_N/A(OutofSystem)	1090521.181	1065981.365
GLawn_N16	1061746.99	1076281.594
GLawn_N24	1065766.627	1060045.497
GLawn_N25	1066106.054	1059873.974
GLawn_nCSO035ST1	1089807.83	1040058.954
GLawn_nCSO035ST2	1089280.87	1039597.337
GLawn_nCSO035ST3	1089091.034	1039372.555
GLawn_nCSO035ST4	1088998.902	1039190.304
GLawn_nCSO035ST5-1	1089295.063	1038928.463
GLawn_nCSO035ST5-2	1089206.464	1039028.298
GLawn_nCSO035ST5-3	1088911.959	1038879.528
GLawn_nCSO035ST5-4	1089034.093	1038986.814
GLawn_nCSO035ST7-1	1089898.15	1039164.835
GLawn_nCSO035ST7-2	1089692.719	1039222.263
GLawn_nCSO035ST7-3	1089993.674	1039632.875
GLawn_nCSO035ST7-4	1089553.868	1038990.397
GLawn_nCSO035ST7-5	1089364.177	1039192.399
GLawn_nCSO035ST7-6	1090269.501	1039468.56
GLawn_nCSO035ST8-1	1089215.915	1038770.636
GLawn_nCSO035ST8-2	1089477.959	1038808.188
GLawn_nCSO035ST9-3	1089036.407	1038708.614
GLawn_nCSO35ST12-1	1089481.094	1037515.502
GLawn_nCSO35ST12-2	1089642.617	1037622.975
GLawn_nCSO35ST12-3	1089403.491	1037392.523
GLawn_nCSO35ST13-1	1089743.207	1037004.743
GLawn_nCSO35ST13-2	1089846.282	1037339.104
GLawn_nCSO35ST14-1	1089868.525	1038540.453
GLawn_nCSO35ST14-2	1089945.295	1038437.354
GLawn_nCSO35ST14-3	1089504.086	1038268.273
GLawn_nCSO35ST15-1	1089797.512	1038743.737
GLawn_nCSO35ST15-2	1089358.949	1038484.845
GLawn_nCSO35ST18-1	1089382.656	1037945.848
GLawn_nCSO35ST18-2	1089263.496	1038172.086
GLawn_Not_in_model	1085415.946	1077082.207
GLawn_Not_modeled-1	1061353.304	1075151.875
GLawn_Not_modeled-10	1069669.044	1070720.432
GLawn_Not_Modeled-10o	1071431.745	1067486.847
GLawn_Not_modeled-11	1069704.363	1070553.019
GLawn_Not_Modeled-11p	1071790.649	1067237.9
GLawn_Not_modeled-12	1069825.504	1070388.46
GLawn_Not_modeled-13	1069728.74	1070218.358
GLawn_Not_modeled-14	1069108.052	1071152.536
GLawn_Not_modeled-15	1069174.203	1071245.12
GLawn_Not_modeled-16	1069001.298	1070620.637
GLawn_Not_modeled-2	1061387.726	1074744.261
GLawn_Not_modeled-3	1061490.01	1074330.281
GLawn_Not_Modeled-3f	1062037.801	1071328.349
GLawn_Not_modeled-4	1061254.962	1075820.202
GLawn_Not_modeled-5	1061345.953	1075673.312
GLawn_Not_modeled-6	1061255.442	1075473.817
GLawn_Not_modeled-7	1061424.008	1075390.15
GLawn_Not_modeled-8	1069566.525	1070883.813
GLawn_Not_modeled-9	1069544.956	1071055.221
GLawn_Overland-1	1066459.526	1070730.914
GLawn_RO-LAND	1077924.602	1060501.352
GLawn_RO-RILEY	1077952.54	1060167.047
GLawn_RO-UTICA	1077882.751	1060815.099
GLawn_SPP100	1084033.345	1044417.547
GLawn_SPP197aw1	1080841.628	1053858.201
GLawn_SPP197aw1-1	1080656.223	1053947.231
GLawn_SPP218w-1	1078074.619	1050593.494
GLawn_SPP218w-2	1078237.078	1050703.715
GLawn_SPP220-1	1087449.63	1041008.202
GLawn_SPP247	1077779.082	1064144.655
GLawn_SPP255	1086990.358	1071503.208
GLawn_SPP258	1084393.664	1071406.712
GLawn_SPP259LP	1085063.353	1071714.349
GLawn_SPP260LP	1085050.402	1071997.573
GLawn_SPP260LP-1	1085585.569	1072169.869
GLawn_SPP262	1085067.852	1072531.635
GLawn_SPP263LP	1085056.422	1072792.189
GLawn_SPP264	1085221.196	1073062.579
GLawn_SPP265LP	1085220.886	1073371.468
GLawn_SPP268	1085368.964	1074058.21
GLawn_SPP269	1085378.89	1074300.572
GLawn_SPP270	1085390.206	1074451.617
GLawn_SPP270-1	1085586.101	1074203.883
GLawn_SPP270-2	1085580.122	1074506.272
GLawn_SPP281-1	1072473.627	1049727.997
GLawn_SPP293	1089389.343	1045167.132
GLawn_SPP320-1	1081751.897	1049112.667
GLawn_SPP320-2	1081362.84	1048738.634
GLawn_SPP322W-1	1088716.658	1051249.284
GLawn_SPP322W-2	1089052.682	1051290.869
GLawn_SPP334A	1076592.81	1064326.762
GLawn_SPP335A-1	1077556.861	1064208.087
GLawn_SPP335A-2	1077402.192	1064523.451
GLawn_SPP74	1084797.316	1070060.41
GLawn_SPP75-1	1078133.812	1045882.154
GLawn_SPP77	1077959.144	1045929.51
GLawn_SPP94-2	1077190.361	1044235.607
GLawn_TonSt2	1062074.293	1076783.733
GLawn_TonSt3	1062044.478	1077065.686
GLawn_TonSt4	1061988.313	1077274.008
GLawn_TonSt5	1061929.424	1077590.886
GLawn_TonSt5-1	1062037.681	1077753.858
GLawn_TonSt5-3	1061770.812	1077392.476
GLawn_TonSt6-1	1061602.796	1077641.434
GLawn_TonSt7	1061604.765	1077955.914
GLawn_TonSt7-1	1061472.657	1077968.317
GLawn_TonSt8	1061619.276	1078333.444
GLawn_TonSt8-1	1061785.237	1077839.113
GLawn_TonSt9	1061535.826	1078777.817
HDC_10034-2	1066035.474	1054085.322
HDC_10034-3	1065885.622	1054755.112
HDC_10050	1066439.44	1053964.352
HDC_10072	1080731.484	1044984.732
HDC_10076-1	1081250.66	1045476.295
HDC_10076-3	1080817.402	1045615.039
HDC_10076-4	1081016.262	1045803.615
HDC_10124-2	1082287.867	1048302.046
HDC_10132-2	1082500.211	1047219.191
HDC_10138	1081413.784	1046644.42
HDC_102	1061432.616	1078274.987
HDC_10200	1068076.943	1066168.827
HDC_10205	1068106.3	1066003.468
HDC_10214	1068087.863	1065666.175
HDC_10220	1069974.982	1065402.081
HDC_10232	1069772.599	1064725.623
HDC_10242-1	1066334.723	1065452.481
HDC_10242-2	1066067.024	1065480.641
HDC_10244-2	1064727.279	1066639.79
HDC_10247-1	1065639.232	1066545.324
HDC_10247-2	1066108.966	1066976.991
HDC_10247-3	1065783.396	1066809.772
HDC_1025	1076852.176	1071347.586
HDC_10265	1065799.652	1067308.575
HDC_10290	1064776.71	1066045.599
HDC_10300	1069456.759	1065266.83
HDC_10326-1	1066003.513	1066141.187
HDC_10326-2	1065741.226	1066039.118
HDC_10329	1066275.844	1066064.872
HDC_10332	1067252.744	1065197.398
HDC_10335	1068828.245	1049203.912
HDC_10337	1068158.332	1066322.967
HDC_10369	1072103.771	1066159.752
HDC_10371	1071971.546	1065615.085
HDC_10387	1079806.703	1053384.041
HDC_10389	1079974.358	1053036.98
HDC_10391	1079970.963	1052938.361
HDC_10394	1079837.553	1052783.747
HDC_10396	1079851.683	1052498.629
HDC_10398	1079885.782	1052218.891
HDC_10400	1079845.327	1051836.627
HDC_10402	1079846.311	1051504.562
HDC_10424	1079449.602	1050251.56
HDC_10424-1	1079558.965	1049983.851
HDC_10436	1079914.218	1049481.154
HDC_10438	1079163.692	1049293.161
HDC_10459	1085616.069	1072555.1
HDC_10461	1079403.748	1048267.071
HDC_10469	1078863.99	1048014.845
HDC_10474	1078662.679	1047721.902
HDC_10478	1078609.085	1047499.562
HDC_1059	1063839.369	1070102.75
HDC_1059-1	1063683.871	1069774.057
HDC_1062	1069924.644	1071310.605
HDC_1074	1070513.788	1070785.825
HDC_10835	1075028.059	1051201.146
HDC_10858-1	1075063.038	1052427.203
HDC_10917	1073042.451	1050906.636
HDC_1093	1079658.418	1075198.017
HDC_1097	1079652.295	1075605.737
HDC_10993	1074159.857	1051189.305
HDC_110	1062264.614	1078485.505
HDC_110-1	1062443.16	1078199.552
HDC_11015	1073443.129	1052061.191
HDC_11015-1	1073549.19	1051595.165
HDC_11015-2	1073533.727	1051229.432
HDC_11052	1074200.394	1053465.653
HDC_11052-1	1074065.128	1054154.571
HDC_11052-2	1074515.45	1053680.929
HDC_11052-3	1074162.762	1053552.536
HDC_11052-4	1074164.683	1053834.783
HDC_11080	1074480.809	1053146.759
HDC_1115	1063639.481	1072162.32
HDC_11420	1077415.383	1046928.002
HDC_1150	1076417.858	1068628.656
HDC_1150-1	1076760.175	1069164.337
HDC_11537-1	1073513.247	1054754.334
HDC_11537-2	1073745.193	1055094.887
HDC_11564	1075398.29	1055906.767
HDC_11600	1077398.623	1053986.105
HDC_11605-1	1077400.113	1055174.841
HDC_11605-2	1077578.341	1054897.794
HDC_11608	1077372.432	1055733.463
HDC_11611-1	1077228.59	1056053.852
HDC_11628	1077130.594	1049575.596
HDC_11634-1	1076737.753	1050167.147
HDC_11642-1	1076601.227	1051907.337
HDC_11642-2	1076737.765	1051628.006
HDC_11646-1	1076736.989	1052040.963
HDC_11646-2	1076665.181	1052524.835
HDC_11652	1076687.892	1053072.747
HDC_11655	1076680.764	1053549.159
HDC_11657	1076736.789	1053914.936
HDC_11661-2	1076730.746	1054388.635
HDC_11661-3	1076737.758	1054178.988
HDC_11665-1	1076469.614	1054381.445
HDC_11665-3	1076373.537	1054354.977
HDC_11668	1076177.208	1054934.117
HDC_11737	1077202.099	1052412.915
HDC_118	1062764.681	1079140.822
HDC_11828-2	1077228.55	1053041.584
HDC_11843-2	1077118.58	1054341.638
HDC_11843-3	1077113.229	1053918.077
HDC_11843-4	1077067.212	1053629.379
HDC_11854-1	1075667.006	1053506.849
HDC_11854-2	1075868.999	1053620.441
HDC_11947-2	1072905.453	1055358.774
HDC_11947-3	1072563.663	1055492.143
HDC_11968-1	1072640.524	1054807.136
HDC_11968-2	1072467.675	1055090.935
HDC_11968-4	1072746.275	1054964.88
HDC_11969	1077208.42	1051548.98
HDC_11972	1077710.747	1051755.982
HDC_12010-1	1077031.058	1048747.708
HDC_12010-2	1077170.487	1048616.391
HDC_12064	1089887.783	1062287.704
HDC_12066	1090182.741	1062441.509
HDC_12087	1073816.365	1054287.535
HDC_12311	1078301.013	1056930.332
HDC_12313	1078376.582	1057301.797
HDC_1247	1079281.993	1074677.183
HDC_1247-2	1079112.335	1074871.963
HDC_1253	1079045.225	1073622.791
HDC_1253-2	1079160.776	1073413.663
HDC_1253-3	1079335.328	1073515.587
HDC_12551	1081200.392	1044819.618
HDC_1257	1079484.466	1073079.993
HDC_12579	1082886.143	1048120.324
HDC_12603-1	1080047.953	1044974.792
HDC_1261	1079492.994	1072687.534
HDC_12663-1	1078279.878	1049065.145
HDC_12663-2	1078363.801	1049238.027
HDC_1267	1079492.576	1072230.208
HDC_12715	1080122.735	1055032.737
HDC_12749	1080138.861	1058017.041
HDC_1275	1079481.81	1071809.633
HDC_12770	1082406.144	1055686.711
HDC_12773-1	1082892.725	1054871.901
HDC_12781	1083328.308	1055697.771
HDC_12782	1083213.368	1054936.741
HDC_12783	1083382.926	1055112.525
HDC_12795	1084039.997	1055484.219
HDC_12806	1084046.076	1055998.198
HDC_12809	1084026.469	1056378.39
HDC_1281	1079505.07	1071423.694
HDC_12810	1083868.355	1056402.857
HDC_12824	1081826.559	1057362.011
HDC_12829	1082086.716	1057365.708
HDC_12850	1083165.37	1057969.034
HDC_12860-1	1077838.872	1049249.674
HDC_1289	1078802.803	1071265.156
HDC_1289-2	1079015.579	1071437.744
HDC_12914-1	1082303.801	1053650.531
HDC_12930	1082719.601	1054651.962
HDC_12930-1	1082898.306	1054535.554
HDC_12937	1083405.771	1054690.998
HDC_12938	1083678.253	1054733.865
HDC_12944	1080120.697	1051527.256
HDC_12961	1080852.213	1052797.429
HDC_12977	1080802.201	1053445.193
HDC_12978	1080809.761	1054111.752
HDC_13008	1080793.463	1056569.031
HDC_13016	1079263.627	1054324.377
HDC_13016-1	1079117.356	1054069.761
HDC_13026	1078743.814	1054323.354
HDC_1303	1076075.522	1071790.609
HDC_1303-1	1075446.786	1071994.866
HDC_13039	1084479.41	1057967.503
HDC_13049	1079842.547	1054883.043
HDC_13052	1079859.555	1056089.979
HDC_13052-1	1080051.518	1056027.503
HDC_131	1061533.561	1073793.086
HDC_131-1	1061760.686	1073638.924
HDC_13110	1081310.737	1055151.703
HDC_13128	1082965.811	1055222.664
HDC_1313	1081322.526	1075296.002
HDC_13141	1081899.754	1053110.745
HDC_13192	1080325.563	1048739.386
HDC_13201-1	1083928.916	1055534.028
HDC_13208	1083916.563	1055873.385
HDC_13218	1080040.867	1053730.828
HDC_13226	1080355.423	1053760.634
HDC_13226-1	1080504.392	1053047.169
HDC_13228	1080636.396	1053459.847
HDC_13230	1080800.643	1053075.648
HDC_13241	1081074.173	1053718.143
HDC_13244	1082106.59	1056811.243
HDC_1325	1074711.386	1076100.756
HDC_13264	1084009.692	1057877.972
HDC_13271	1084220.539	1058015.249
HDC_13290	1083313.713	1058714.487
HDC_13361	1084042.343	1056639.583
HDC_13394	1079922.311	1049192.91
HDC_13398	1080634.21	1049147.729
HDC_13407	1084228.452	1057217.915
HDC_13409	1078643.873	1057417.847
HDC_13416	1079448.382	1057799.796
HDC_13423	1084476.268	1057405.632
HDC_13425	1080311.819	1057859.246
HDC_13438	1084771.04	1057455.79
HDC_1344	1075293.243	1077225.867
HDC_13449-2	1078751.72	1051078.332
HDC_13449-3	1078704.165	1050633.923
HDC_13457-1	1078866.865	1051268.607
HDC_13457-2	1078987.409	1051229.471
HDC_13459	1078850.885	1051524.315
HDC_1347	1079964.417	1075454.582
HDC_13488	1078698.179	1046899.475
HDC_13497	1078979.763	1046990.312
HDC_1353	1080122.433	1075906.841
HDC_1353-2	1079951.993	1075999.407
HDC_13582	1080048.597	1052579.28
HDC_13582-1	1080044.388	1051909.866
HDC_13598	1080192.106	1051991.384
HDC_13598-1	1080202.503	1052520.075
HDC_13607	1080630.515	1052668.444
HDC_13607-2	1080636.475	1052082.931
HDC_1361	1080112.715	1073045.521
HDC_13612	1077449.249	1050980.717
HDC_13621-1	1077991.733	1051000.702
HDC_13621-2	1078152.313	1050741.908
HDC_13621-3	1077875.068	1050583.646
HDC_1363	1079936.853	1072493.983
HDC_13645	1078722.664	1051567.36
HDC_13650-2	1078774.422	1052522.454
HDC_13650-3	1078717.172	1052011.048
HDC_13655	1078923.135	1052379.012
HDC_13657-1	1078993.046	1052643.667
HDC_13657-2	1079112.18	1052531.09
HDC_13657-3	1079126.595	1052745.816
HDC_1366	1080038.399	1072189.973
HDC_13662	1079069.119	1051771.996
HDC_13664-1	1079212.443	1052264.695
HDC_13664-2	1079337.975	1051775.896
HDC_13667-1	1079412.397	1052275.204
HDC_13667-2	1079637.266	1051348.279
HDC_13670	1078635.714	1050302.949
HDC_1372	1079820.986	1071675.086
HDC_13828	1086933.944	1057912.994
HDC_13829	1087225.202	1057917.144
HDC_13830-1	1087678.833	1058647.21
HDC_13830-2	1087536.532	1057980.223
