NAME	X	Y	AREA
SAimp_E-MH-3421	1079142.642	1050009.934	0.77
Parking_13016	1079193.627	1054349.377	0.179
Parking_E-MH-7920	1079210.178	1056520.16	0.725
Parking_E-MH-4138	1079222.095	1052534.446	0.445
SAimp_13016	1079228.627	1054324.377	0.297
SAimp_E-MH-4149-1	1079244.589	1050598.938	0.234
SAimp_E-MH-7959	1079244.672	1054699.006	0.254
SAimp_E-MH-7920	1079245.178	1056495.16	1.148
Parking_E-ADDED-E-1568-1	1079247.229	1048977.523	0.172
SAimp_E-MH-7922	1079248.986	1055108.678	0.261
SAimp_E-MH-4138	1079257.095	1052509.446	0.318
SAimp_E-MH-6158	1079264.459	1049137.432	0.273
Parking_E-MH-6934	1079269.963	1053367.014	0.31
SAimp_E-ADDED-E-1568-1	1079282.229	1048952.523	0.622
SAimp_E-MH-7921	1079288.703	1055491.247	0.314
Parking_E-MH-7979	1079302.78	1051082.871	0.328
SAimp_13664-2	1079302.975	1051775.896	0.78
SAimp_E-MH-6934	1079304.963	1053342.014	1.437
SAimp_E-MH-7979	1079337.78	1051057.871	1.095
Parking_E-MH-7650	1079376.517	1059561.24	0.132
SAimp_13362	1079387.008	1054167.021	0.228
SAimp_E-MH-7652	1079389.58	1059200.255	0.569
SAimp_E-MH-7650-4	1079393.364	1059361.281	0.326
SAimp_E-MH-3421-1	1079393.452	1049725.372	0.151
SAimp_E-MH-7650	1079411.517	1059536.24	0.71
SAimp_10424	1079414.602	1050251.56	0.565
Parking_E-MH-7196	1079450.554	1054373.693	0.365
SAimp_E-MH-7196	1079485.554	1054348.693	0.1
Parking_E-MH-6934-2	1079501.99	1053655.393	0.687
Parking_E-MH-7190	1079512.628	1056551.9	0.268
Parking_E-MH-7192	1079513.802	1055478.855	0.112
SAimp_10424-1	1079523.965	1049983.851	0.132
Parking_E-MH-6881	1079526.764	1052039.512	0.304
Parking_E-node-1472	1079530.544	1052489.283	0.602
SAimp_E-MH-7194	1079536.58	1054702.837	0.2
SAimp_E-MH-6934-2	1079536.99	1053630.393	0.964
SAimp_E-MH-6767	1079540.175	1052707.672	0.132
SAimp_E-MH-7190	1079547.628	1056526.9	1.197
SAimp_E-MH-7192	1079548.802	1055453.855	0.259
SAimp_E-MH-7193	1079554.97	1055057.642	0.202
SAimp_E-MH-6881	1079561.764	1052014.512	0.426
SAimp_13690	1079564.59	1050733.712	0.195
SAimp_E-MH-6880	1079564.767	1051559.259	0.167
SAimp_E-node-1472	1079565.544	1052464.283	0.213
SAimp_13667-2	1079602.266	1051348.279	0.17
SAimp_13043	1079639.607	1054294.381	0.232
SAimp_16146	1079683.344	1050927.287	0.214
SAimp_13043-1	1079695.656	1054499.068	0.282
Parking_E-MH-3911	1079727.739	1055449.558	0.32
SAimp_12682	1079730.509	1051155.464	0.168
Parking_E-MH-6187	1079733.802	1050094.687	0.362
Parking_10387	1079736.703	1053409.041	0.668
SAimp_E-MH-3911	1079762.739	1055424.558	0.774
SAimp_E-MH-6187	1079768.802	1050069.687	1.672
SAimp_10387	1079771.703	1053384.041	0.831
SAimp_SPP277o	1079779.514	1053846.298	0.35
Parking_10408	1079781.276	1051186.215	0.228
SAimp_E-MH-6996	1079786.142	1056291.775	0.268
Parking_16127	1079794.026	1055826.001	0.119
SAimp_E-MH-6995-1	1079797.192	1056578.418	0.403
SAimp_10394	1079802.553	1052783.747	0.399
SAimp_13049	1079807.547	1054883.043	0.458
SAimp_10400	1079810.327	1051836.627	0.467
SAimp_10402	1079811.311	1051504.562	0.446
SAimp_13044	1079814.81	1054370.379	0.103
SAimp_10408	1079816.276	1051161.215	0.123
SAimp_10396	1079816.683	1052498.629	0.37
SAimp_13052	1079824.555	1056089.979	0.32
SAimp_16127	1079829.026	1055801.001	0.125
SAimp_E-MH-7652-1	1079833.082	1059275.101	0.251
SAimp_10380	1079843.832	1054047.802	0.184
SAimp_E-MH-3912	1079847.774	1055576.365	0.148
SAimp_13044-1	1079849.407	1054579.215	0.114
Parking_10410	1079850.335	1050985.605	0.131
SAimp_10398	1079850.782	1052218.891	0.627
Parking_13394	1079852.311	1049217.91	0.226
SAimp_10436	1079879.218	1049481.154	0.206
Parking_10408-1	1079881.068	1051248.705	0.287
SAimp_10410	1079885.335	1050960.605	0.153
SAimp_13394	1079887.311	1049192.91	0.413
SAimp_10408-1	1079916.068	1051223.705	0.243
SAimp_10391	1079935.963	1052938.361	0.161
SAimp_10389	1079939.358	1053036.98	0.194
Parking_E-node-1094	1079953.986	1054909.737	0.216
Parking_E-MH-6994	1079960.642	1057267.509	0.999
Parking_13218	1079970.867	1053755.828	0.769
SAimp_E-node-1094	1079988.986	1054884.737	0.847
SAimp_E-MH-6994	1079995.642	1057242.509	1.665
SAimp_13218	1080005.867	1053730.828	1.141
SAimp_13582-1	1080009.388	1051909.866	0.29
SAimp_13582	1080013.597	1052579.28	0.19
SAimp_13052-1	1080016.518	1056027.503	0.408
SAimp_E-MH-22519	1080027.159	1059162.499	0.182
Parking_12944	1080050.697	1051552.256	0.247
Parking_12749	1080068.861	1058042.041	0.101
SAimp_12944	1080085.697	1051527.256	0.489
SAimp_12715	1080087.735	1055032.737	0.317
SAimp_12749	1080103.861	1058017.041	0.268
SAimp_E-node-711	1080142.607	1053263.559	0.188
SAimp_E-MH-6995	1080146.975	1056414.107	0.441
SAimp_13385	1080156.261	1049790.005	0.325
SAimp_13598	1080157.106	1051991.384	0.324
SAimp_E-MH-6994-1	1080159.863	1056746.077	0.439
SAimp_13598-1	1080167.503	1052520.075	0.223
SAimp_SPP149w1	1080191.22	1052918.643	0.174
Parking_E-node-721	1080203.299	1055148.13	3.277
SAimp_E-node-711-1	1080210.199	1053048.18	0.172
SAimp_E-node-721	1080238.299	1055123.13	1.03
Parking_13192	1080255.563	1048764.386	0.353
SAimp_12944-1	1080259.422	1051494.062	0.412
Parking_E-MH-3990	1080276.571	1056098.659	0.408
SAimp_12753	1080279.587	1054323.967	0.256
Parking_13226	1080285.423	1053785.634	0.708
SAimp_E-MH-22517	1080289.376	1059171.847	0.199
SAimp_13192	1080290.563	1048739.386	0.412
SAimp_E-MH-3990	1080311.571	1056073.659	0.359
SAimp_13226	1080320.423	1053760.634	1.131
SAimp_13194	1080340.752	1049055.988	0.107
SAimp_E-MH-4069	1080345.085	1050719.253	0.613
SAimp_E-MH-6779	1080346.919	1051270.617	0.766
SAimp_E-MH-4121	1080357.619	1051986.298	0.63
Parking_E-MH-7830	1080372.083	1059498.075	0.593
SAimp_E-MH-4121-2	1080377.964	1052643.021	0.646
SAimp_13434-1	1080394.711	1058148.199	0.553
SAimp_E-MH-4107	1080400.486	1049264.722	0.122
SAimp_E-MH-7830	1080407.083	1059473.075	0.814
SAimp_13226-1	1080469.392	1053047.169	0.153
SAimp_E-MH-3795	1080474.177	1057442.487	0.86
Parking_E-MH-3931	1080481.594	1055318.994	0.929
Parking_E-node-2634	1080507.247	1048379.836	0.769
SAimp_E-node-1077-1	1080515.441	1056513.295	0.365
SAimp_E-MH-3931	1080516.594	1055293.994	1.385
SAimp_E-MH-3795-1	1080529.566	1056913.339	0.22
SAimp_E-node-2634	1080542.247	1048354.836	0.121
Parking_13228	1080566.396	1053484.847	0.278
SAimp_13607	1080595.515	1052668.444	0.439
SAimp_13398	1080599.21	1049147.729	0.191
SAimp_E-MH-7830-1	1080599.828	1059212.717	0.178
SAimp_13228	1080601.396	1053459.847	0.623
SAimp_13607-2	1080601.475	1052082.931	0.665
SAimp_12982-1	1080609.796	1054117.323	0.151
SAimp_E-node-1077	1080630.473	1056330.577	0.167
Parking_12982	1080631.722	1054379.846	0.257
SAimp_E-MH-4055-1	1080636.076	1058536.909	0.123
SAimp_E-MH-3931-1	1080642.97	1054513.092	0.203
SAimp_E-MH-4056	1080645.542	1058879.618	0.113
Parking_13058	1080658.811	1058049.99	0.215
SAimp_12982	1080666.722	1054354.846	0.171
SAimp_E-MH-4071	1080667.806	1050903.228	0.193
Parking_E-MH-9869	1080675.599	1059726.432	0.959
SAimp_E-MH-6781-2	1080688.462	1051101.448	0.172
SAimp_SPP197aw1-1	1080691.223	1053872.231	0.184
SAimp_13058	1080693.811	1058024.99	0.443
SAimp_E-MH-9869	1080710.599	1059701.432	0.618
Parking_E-MH-4112	1080719.993	1049979.346	1.376
SAimp_SPP198bw	1080730.856	1054444.977	0.179
Parking_12977	1080732.201	1053470.193	0.221
Parking_E-MH-7073	1080736.322	1054793.832	0.182
SAimp_E-MH-4112	1080754.993	1049954.346	2
SAimp_13008	1080758.463	1056569.031	0.26
SAimp_E-MH-4123-2	1080764.892	1052458.753	0.387
SAimp_13230	1080765.643	1053075.648	0.115
SAimp_12977	1080767.201	1053445.193	0.256
Parking_E-MH-7838	1080768.592	1058681.347	0.363
SAimp_E-MH-7073	1080771.322	1054768.832	0.289
SAimp_13058-1	1080771.418	1058232.202	0.222
SAimp_E-MH-7079	1080772.837	1055145.811	0.244
SAimp_12978	1080774.761	1054111.752	0.183
SAimp_E-MH-7077	1080776.553	1055785.849	0.64
SAimp_E-MH-3915	1080779.944	1057135.117	0.575
SAimp_E-MH-3918	1080791.483	1057781.858	0.385
SAimp_E-MH-7835	1080800.406	1059131.534	0.16
SAimp_E-MH-7838	1080803.592	1058656.347	0.227
SAimp_E-MH-4036-1	1080812.7	1048782.624	0.151
SAimp_12961	1080817.213	1052797.429	0.267
Parking_SPP197aw1	1080841.628	1053808.201	0.157
Parking_12987	1080869.17	1054633.583	0.186
SAimp_E-MH-7839	1080873.703	1058321.367	0.201
SAimp_E-MH-9865	1080875.307	1059877.661	0.807
SAimp_SPP197aw1	1080876.628	1053783.201	0.35
SAimp_E-MH-3891	1080895.685	1055769.134	0.172
SAimp_12819	1080900.719	1056308.155	0.116
SAimp_12987	1080904.17	1054608.583	0.165
SAimp_12814	1080910.903	1056431.76	0.162
SAimp_12757	1080913.342	1054462.973	0.177
SAimp_E-MH-4036-2	1080940.758	1049298.448	0.875
SAimp_E-node-1305	1080952.118	1050488.567	0.491
SAimp_Lewis-and-Clinton	1080990.656	1048820.066	0.198
SAimp_SPP197c	1080990.938	1052933.178	0.229
Parking_E-MH-7738	1080998.322	1058525.739	0.621
Parking_13241	1081004.173	1053743.143	0.423
Parking_E-MH-3933	1081004.519	1055534.119	0.274
SAimp_E-MH-7738	1081033.322	1058500.739	0.183
SAimp_13241	1081039.173	1053718.143	1.531
SAimp_E-MH-3933	1081039.519	1055509.119	1.316
SAimp_E-MH-3821	1081049.22	1057278.359	1.088
SAimp_E-MH-7736	1081050.434	1058759.963	0.185
Parking_E-MH-4123	1081052.873	1052674.876	0.776
SAimp_E-MH-7735	1081076.409	1059164.66	0.923
SAimp_E-MH-4123	1081087.873	1052649.876	0.946
SAimp_E-MH-4123-1	1081091.425	1052289.501	1.155
Parking_13075	1081093.271	1058287.036	0.703
SAimp_13075	1081128.271	1058262.036	0.309
Parking_E-MH-3993	1081133.822	1056440.775	0.109
SAimp_E-MH-4013	1081151.078	1049144.152	0.403
SAimp_E-MH-3993	1081168.822	1056415.775	0.109
SAimp_E-MH-6781-1	1081177.274	1051152.849	1.344
Parking_13076	1081210.13	1058543.65	0.116
SAimp_E-MH-4072	1081210.743	1050773.224	0.232
Parking_E-MH-7218	1081237.572	1058194.848	0.11
Parking_13110	1081240.737	1055176.703	0.429
SAimp_13076	1081245.13	1058518.65	0.22
Parking_E-MH-6974-1	1081251.753	1054141.921	0.195
SAimp_E-MH-6978	1081253.146	1053153.141	0.11
Parking_E-MH-7171-1	1081272.114	1056045.404	0.25
SAimp_E-MH-7218	1081272.572	1058169.848	0.617
SAimp_13110	1081275.737	1055151.703	0.779
SAimp_13141-1	1081280.748	1052987.561	0.103
SAimp_E-MH-6976	1081285.064	1053408.131	0.247
SAimp_E-MH-6974-1	1081286.753	1054116.921	0.615
SAimp_E-MH-3822	1081294.42	1057244.062	1.144
SAimp_E-MH-7171-1	1081307.114	1056020.404	0.827
Parking_SPP320-2	1081362.84	1048688.634	1.086
SAimp_E-MH-7456	1081363.495	1059446.281	0.63
SAimp_SPP320-2	1081397.84	1048663.634	1.796
SAimp_12760	1081415.078	1054565.436	0.291
Parking_E-MH-3924	1081422.343	1058723.304	0.369
Parking_E-MH-7176	1081442.229	1054820.908	0.112
SAimp_E-MH-3924	1081457.343	1058698.304	0.587
