NAME	X	Y	AREA
SAimp_E-MH-7176	1081477.229	1054795.908	0.325
Parking_E-MH-3823	1081497.299	1057319.052	0.269
Parking_E-MH-7171	1081516.094	1056163.401	0.334
SAimp_E-MH-7176-2	1081529.235	1055030.196	0.129
SAimp_E-MH-3823	1081532.299	1057294.052	0.918
SAimp_E-MH-7176-1	1081548.889	1055261.545	0.153
SAimp_E-MH-7171	1081551.094	1056138.401	0.674
SAimp_E-MH-7173	1081559.627	1055536.805	0.221
Parking_E-MH-6045-1	1081562.79	1049815.221	0.996
SAimp_E-MH-3994	1081567.109	1056604.482	0.218
SAimp_E-MH-6045-1	1081597.79	1049790.221	0.922
Parking_E-MH-22525	1081602.141	1059086.637	0.106
Parking_E-MH-6073-1	1081625.184	1050288.384	0.504
SAimp_E-node-1306	1081627.128	1050897.199	0.477
SAimp_E-MH-22525	1081637.141	1059061.637	0.508
SAimp_E-MH-6974	1081641.861	1054069.205	1.663
SAimp_E-MH-6073-1	1081660.184	1050263.384	0.678
SAimp_E-MH-3946	1081672.312	1052731.405	0.84
Parking_13142	1081684.965	1052978.268	0.442
Parking_E-MH-7216	1081688.52	1058304.496	0.16
SAimp_13142	1081719.965	1052953.268	0.578
SAimp_E-MH-7216	1081723.52	1058279.496	0.646
SAimp_E-MH-3803	1081749.82	1054646.611	0.382
SAimp_E-MH-6073	1081751.409	1050629.917	0.127
SAimp_E-MH-3857	1081753.425	1053425.994	0.254
SAimp_E-node-2254	1081774.199	1055134.878	0.99
Parking_E-MH-3925	1081778.339	1058783.808	0.15
Parking_E-MH-7373	1081780.349	1056185.737	0.572
SAimp_SPP320-1	1081786.897	1049037.667	0.105
SAimp_12824	1081791.559	1057362.011	1.006
SAimp_E-MH-3925	1081813.339	1058758.808	0.392
SAimp_E-MH-7373	1081815.349	1056160.737	0.79
Parking_13141	1081829.754	1053135.745	1.743
Parking_E-MH-6046-2	1081864.11	1049080.034	0.72
SAimp_13141	1081864.754	1053110.745	1.354
SAimp_E-MH-9855	1081894.24	1059676.906	0.143
SAimp_E-MH-6046-2	1081899.11	1049055.034	0.899
SAimp_E-MH-7215	1081928.308	1057976.43	0.11
SAimp_E-MH-4076	1081935.704	1053665.661	0.397
SAimp_E-MH-3927-1	1081950.249	1059111.34	0.33
SAimp_E-MH-3858	1081952.912	1053242.553	0.156
Parking_E-MH-4028	1081987.682	1055287.781	0.303
SAimp_E-MH-4028	1082022.682	1055262.781	0.609
Parking_E-MH-20369	1082033.06	1059480.389	0.725
SAimp_E-MH-7371	1082033.761	1056325.368	0.69
SAimp_E-MH-7214	1082050.118	1058368.829	0.7
SAimp_12829	1082051.716	1057365.708	0.937
Parking_E-node-2252	1082054.275	1054558.697	0.517
SAimp_E-MH-3859-1	1082061.998	1053454.686	0.195
SAimp_E-MH-20369	1082068.06	1059455.389	0.855
SAimp_13244	1082071.59	1056811.243	0.238
SAimp_E-node-2252	1082089.275	1054533.697	0.808
SAimp_E-MH-6932	1082104.015	1053950.381	0.996
Parking_E-MH-3927	1082111.663	1058887.857	0.303
SAimp_13119	1082134.291	1054853.727	0.169
SAimp_E-MH-3927	1082146.663	1058862.857	0.364
Parking_E-ADDED-E-23919	1082190.41	1059171.165	0.557
SAimp_E-MH-4116-1	1082208.579	1055214.062	0.213
SAimp_E-ADDED-E-23919	1082225.41	1059146.165	0.243
Parking_E-MH-6932-2	1082266.503	1054301.771	0.312
Parking_12775	1082297.627	1054623.895	0.107
SAimp_E-MH-3999	1082301.3	1057661.244	0.274
SAimp_E-MH-6932-2	1082301.503	1054276.771	0.67
SAimp_E-MH-3997	1082317.653	1057292.854	0.364
SAimp_E-MH-7289	1082323.23	1056357.329	0.927
SAimp_12775	1082332.627	1054598.895	0.152
Parking_E-MH-7213	1082335.801	1058518.939	0.154
SAimp_E-MH-3859	1082342.888	1053450.56	0.358
Parking_E-MH-4116	1082357.607	1055198.856	1.061
SAimp_E-MH-7213	1082370.801	1058493.939	0.771
SAimp_12770	1082371.144	1055686.711	0.227
SAimp_E-MH-4116	1082392.607	1055173.856	0.181
SAimp_E-MH-4000	1082401.931	1057821.842	0.105
SAimp_12835	1082404.173	1056995.435	0.134
SAimp_E-MH-3826	1082425.274	1057113.944	0.125
SAimp_12914	1082476.589	1053510.554	0.236
SAimp_12916	1082481.752	1054310.515	0.253
Parking_12773-2	1082641.286	1055220.295	0.13
SAimp_12773-2	1082676.286	1055195.295	0.906
SAimp_12930	1082684.601	1054651.962	0.351
SAimp_E-MH-7458	1082693.9	1058565.145	0.923
SAimp_E-MH-4085-2	1082704.246	1054189.594	0.595
Parking_E-node-1095-1	1082721.844	1057082.522	0.276
SAimp_E-node-1095-1	1082756.844	1057057.522	0.268
SAimp_E-MH-3828	1082778.194	1057517.523	0.755
SAimp_12773-1	1082857.725	1054871.901	0.167
SAimp_E-MH-4085-1	1082871.511	1053882.745	0.152
Parking_13128	1082895.811	1055247.664	0.408
Parking_E-MH-3929	1082901.489	1059444.076	2.64
SAimp_13128	1082930.811	1055222.664	0.401
SAimp_E-MH-3929	1082936.489	1059419.076	1.812
SAimp_E-MH-7463-1	1082988.176	1058695.514	0.913
SAimp_E-MH-3868	1083013.13	1054713.457	0.33
SAimp_E-MH-4086	1083045.153	1054196.091	0.519
SAimp_E-MH-3829	1083074.9	1057639.172	0.541
SAimp_E-node-1096	1083086.146	1056916.294	0.625
SAimp_E-MH-7463	1083126.202	1058089.182	0.101
SAimp_12850	1083130.37	1057969.034	0.648
SAimp_12782	1083178.368	1054936.741	0.187
Parking_E-MH-4087	1083227.714	1053591.206	0.424
SAimp_E-MH-4087	1083262.714	1053566.206	0.45
SAimp_13290	1083278.713	1058714.487	1.147
SAimp_12781	1083293.308	1055697.771	0.412
Parking_E-MH-3977	1083311.496	1056997.141	0.138
SAimp_E-MH-3977	1083346.496	1056972.141	0.705
SAimp_12783	1083347.926	1055112.525	0.169
SAimp_E-MH-3830	1083355.376	1057674.826	0.504
SAimp_E-MH-4087-1	1083359.597	1054126.05	0.704
SAimp_12937	1083370.771	1054690.998	0.474
SAimp_E-MH-3811	1083482.266	1055413.918	0.574
SAimp_E-node-2251	1083526.83	1054995.801	0.321
SAimp_E-MH-3987	1083530.617	1058773.943	0.849
Parking_E-MH-4017	1083598.766	1056952.392	0.21
Parking_E-MH-3831	1083623.325	1057792.872	0.538
SAimp_E-MH-4017	1083633.766	1056927.392	0.577
SAimp_E-MH-4088	1083642.256	1053600.341	0.291
SAimp_12938	1083643.253	1054733.865	0.295
SAimp_E-MH-3929-1	1083652.532	1059647.804	0.166
SAimp_E-MH-4789	1083653.86	1054052.806	0.216
SAimp_E-MH-3831	1083658.325	1057767.872	0.43
Parking_E-MH-3812	1083668.97	1055774.909	0.561
SAimp_E-MH-4792	1083672.939	1054286.736	0.187
SAimp_E-node-716-1	1083679.103	1058087.424	0.121
SAimp_E-MH-3812	1083703.97	1055749.909	0.861
SAimp_E-node-1097	1083785.298	1057532.676	0.165
SAimp_E-node-716	1083808.041	1058912.129	1.27
SAimp_E-MH-4117	1083817.362	1054472.365	0.198
SAimp_E-node-2250	1083834.116	1055104.534	0.202
SAimp_E-MH-3962	1083876.471	1056167.351	0.111
SAimp_12847	1083880.995	1057826.845	0.144
SAimp_13208	1083881.563	1055873.385	0.109
SAimp_E-MH-4017-1	1083881.609	1056613.771	0.194
SAimp_13201-1	1083893.916	1055534.028	0.246
SAimp_E-MH-3871	1083917.344	1054823.777	0.381
SAimp_E-MH-4017-2	1083933.077	1057196.634	0.574
SAimp_E-MH-4088-1	1083940.526	1054075.802	0.54
SAimp_E-MH-4088-2	1083940.941	1053709.983	0.32
Parking_12806	1083976.076	1056023.198	0.172
SAimp_12795	1084004.997	1055484.219	0.125
SAimp_13361	1084007.343	1056639.583	0.141
SAimp_12806	1084011.076	1055998.198	0.158
SAimp_13201	1084081.758	1055169.153	0.342
SAimp_E-MH-3984-1	1084088.563	1058944.953	1.374
Parking_E-MH-4119-1	1084153.863	1054130.182	0.212
SAimp_E-MH-4119-2	1084184.699	1054797.251	0.58
SAimp_13271	1084185.539	1058015.249	0.178
SAimp_E-MH-4119-1	1084188.863	1054105.182	0.563
SAimp_13407	1084193.452	1057217.915	0.6
SAimp_E-MH-4002	1084200.952	1056002.968	1.147
SAimp_E-MH-3984	1084217.139	1058143.38	0.121
SAimp_E-MH-3985-1	1084365.099	1058975.162	1.222
SAimp_13423	1084441.268	1057405.632	0.533
SAimp_13039	1084444.41	1057967.503	0.965
SAimp_E-MH-4003-1	1084444.555	1055898.425	1.115
SAimp_13428	1084454.701	1056821.43	0.301
SAimp_E-MH-4003	1084494.144	1055193.843	0.19
SAimp_E-MH-3985	1084496.242	1058205.934	0.109
Parking_E-MH-22522-1	1084638.209	1059015.234	0.311
SAimp_E-MH-22522-1	1084673.209	1058990.234	1.484
SAimp_E-MH-4004	1084675.662	1056064.294	1.059
Parking_13438	1084701.04	1057480.79	0.534
SAimp_13438	1084736.04	1057455.79	0.445
Parking_E-MH-7167	1084822.951	1057874.673	0.484
SAimp_E-MH-7167	1084857.951	1057849.673	0.609
Parking_E-MH-4119	1084867.821	1054660.162	0.698
Parking_E-MH-4005	1084882.696	1056068.651	0.483
SAimp_E-MH-4119	1084902.821	1054635.162	3.865
SAimp_E-MH-4005	1084917.696	1056043.651	1.198
SAimp_E-MH-4005-1	1085069.839	1055319.235	0.391
Parking_E-MH-1142-2	1085164.741	1060204.277	0.352
Parking_E-MH-4006	1085168.48	1055929.089	0.752
SAimp_E-MH-1142-2	1085199.741	1060179.277	0.139
SAimp_E-MH-4006	1085203.48	1055904.089	1.212
SAimp_E-MH-3902	1085237.735	1058940.148	0.363
SAimp_E-MH-1142	1085280.234	1060304.862	0.532
SAimp_E-MH-1142-1	1085290.679	1060616.481	0.343
SAimp_E-MH-7116	1085453.027	1058201.342	0.101
Parking_E-MH-9441-1	1085518.903	1060013.062	0.208
SAimp_E-MH-9441-1	1085553.903	1059988.062	0.469
Parking_E-MH-9441	1086027.743	1060066.933	0.269
SAimp_E-MH-9441	1086062.743	1060041.933	1.945
