NAME	X	Y	AREA
SAimp_E-node-1236	1087881.424	1048293.692	0.598
Parking_14085-1	1087894.482	1045582.403	0.426
SAimp_E-node-2240	1087900.723	1053915.779	0.141
SAimp_14085-1	1087929.482	1045557.403	1.203
SAimp_E-MH-3148-1	1087938.289	1051453.784	0.548
SAimp_14132-1	1087959.425	1046855.567	0.186
SAimp_E-MH-4289	1087959.755	1047699.31	0.348
SAimp_E-MH-4288-2	1087963.219	1047413.519	0.144
Parking_E-MH-8327-3	1087976.11	1058930.505	0.257
SAimp_E-MH-8980-1	1087976.592	1051858.356	0.129
SAimp_E-MH-4288-1	1087983.734	1047178.902	0.192
SAimp_14132-2	1087995.364	1046599.253	0.263
SAimp_E-MH-8836	1088001.603	1053467.398	0.573
SAimp_E-MH-8327-3	1088011.11	1058905.505	0.126
Parking_E-MH-8341	1088015.457	1058512.968	0.255
SAimp_E-MH-4181	1088018.692	1058069.888	0.224
SAimp_13824	1088024.455	1057400.503	0.301
SAimp_13832	1088027.989	1057668.66	0.238
SAimp_E-MH-4336	1088028.751	1054616.206	1.628
SAimp_E-MH-8341	1088050.457	1058487.968	0.256
Parking_E-MH-4388-1	1088063.562	1055787.297	0.708
Parking_E-MH-4661-2	1088069.571	1049427.877	0.251
Parking_E-MH-8837-1	1088097.461	1053018.205	0.206
SAimp_E-MH-4388-1	1088098.562	1055762.297	0.255
SAimp_9321-2	1088121.409	1051234.164	0.142
SAimp_E-MH-8837-1	1088132.461	1052993.205	0.236
Parking_E-MH-4650	1088135.467	1048882.528	1.258
Parking_E-node-1225-2	1088144.586	1045513.54	0.258
SAimp_E-node-1225-2	1088179.586	1045488.54	1.266
SAimp_E-MH-8327-5	1088183.325	1058991.265	0.101
Parking_E-MH-4388-2	1088203.963	1056513.751	3.713
SAimp_14215	1088206.601	1046778.233	0.341
SAimp_14219-2	1088209.323	1047290.15	0.443
SAimp_E-MH-8837-2	1088210.565	1052775.811	0.108
Parking_E-MH-4645-2	1088217.68	1050182.878	0.913
SAimp_E-MH-3150-2	1088220.549	1051100.823	0.35
Parking_14418	1088229.009	1052429.221	0.108
SAimp_E-MH-8559-2	1088237.566	1054484.908	0.137
SAimp_E-MH-4388-2	1088238.963	1056488.751	0.183
Parking_E-MH-4645-1	1088248.46	1050641.458	0.658
SAimp_E-MH-8558	1088252.79	1054755.726	0.14
SAimp_9321-1	1088257.047	1051659.889	0.707
SAimp_14433-1	1088263.071	1054162.836	0.184
SAimp_14418	1088264.009	1052404.221	0.41
Parking_E-MH-4664	1088275.725	1048436.212	2.932
Parking_14142	1088290.084	1046572.574	0.109
SAimp_14428-1	1088301.537	1053524.323	0.543
SAimp_E-MH-4664	1088310.725	1048411.212	0.354
Parking_14428-2	1088366.78	1052980.669	0.437
SAimp_E-MH-4301	1088374.533	1047577.124	0.125
Parking_E-node-1224	1088390.91	1045776.186	0.441
SAimp_14428-2	1088401.78	1052955.669	0.497
SAimp_E-MH-8557	1088405.388	1055360.9	1.088
SAimp_E-node-2260	1088419.724	1059427.147	1.138
SAimp_E-node-1224	1088425.91	1045751.186	1.02
SAimp_E-MH-3150-1	1088460.514	1052043.376	0.142
SAimp_E-MH-4275-2	1088464.682	1046991.232	0.631
SAimp_14433-2	1088466.339	1053968.654	0.188
Parking_E-MH-4642-2	1088469.977	1050022.327	0.396
SAimp_E-MH-8552-1	1088479.159	1054924.967	0.177
Parking_E-MH-4651-1	1088503.051	1049396.467	1.419
SAimp_14622-3	1088510.998	1056050.298	0.286
SAimp_14219-1	1088528.446	1047803.553	0.76
Parking_E-MH-4654-1	1088557.872	1049827.253	1.126
Parking_14457-2	1088558.34	1052509.072	0.388
Parking_E-node-1140-1	1088564.149	1048943.22	0.827
SAimp_E-MH-3150-3	1088572.125	1051600.669	0.828
SAimp_14457-2	1088593.34	1052484.072	0.646
Parking_14468-1	1088601.532	1053442.628	0.131
SAimp_14468-1	1088636.532	1053417.628	0.813
SAimp_E-MH-8552-2	1088671.483	1054824.634	1.314
Parking_E-MH-4276	1088676.454	1046970.519	0.195
SAimp_E-node-1223-1	1088681.58	1046083.523	0.578
SAimp_E-MH-4276	1088711.454	1046945.519	0.823
SAimp_E-node-2259	1088754.22	1059441.524	0.956
Parking_E-MH-5735	1088789.027	1048424.501	2.674
Parking_14622-2	1088794.965	1056545.413	0.566
SAimp_E-MH-8551	1088795.242	1053962.226	0.184
SAimp_E-MH-4303	1088795.299	1047588.537	0.416
SAimp_14593-3	1088834.965	1055948.479	1.709
Parking_14468-2	1088869.971	1052783.363	0.12
SAimp_14468-2	1088904.971	1052758.363	0.259
Parking_E-MH-4640-2	1088912.769	1050505.754	0.589
SAimp_9325	1088927.22	1051640.828	0.636
SAimp_13916	1088945.884	1059031.09	0.165
SAimp_14478-3	1088950.426	1053656.357	0.363
SAimp_14155	1088958.399	1046979.977	0.773
SAimp_14478-1	1088995.116	1054944.417	1.211
Parking_E-MH-4654-2	1089017.046	1049890.66	1.109
SAimp_14593-1	1089020.347	1055936.702	0.163
SAimp_E-node-1221	1089058.046	1046389.822	0.19
Parking_E-MH-4651-3	1089063.43	1049526.443	1.21
Parking_14622-1	1089088.638	1056731.355	1.624
Parking_13919	1089116.3	1059420.752	0.473
SAimp_14593-4	1089124.796	1056225.682	0.122
Parking_E-MH-4648	1089144.878	1048827.727	0.626
SAimp_13919	1089151.3	1059395.752	0.788
Parking_E-MH-4640-1	1089194.646	1050091.09	0.628
SAimp_15404	1089197.326	1048562.765	0.297
SAimp_E-MH-4278	1089200.083	1047412.325	1.622
Parking_E-MH-8327-1	1089201.322	1058934.611	0.171
SAimp_E-MH-8327-1	1089236.322	1058909.611	1.008
SAimp_14659	1089239.544	1056018.096	0.176
Parking_E-MH-4634-1	1089248.272	1050680.463	2.4
SAimp_E-MH-3152-1	1089266.905	1051630.811	0.64
SAimp_E-MH-4364	1089308.482	1053596.656	0.447
SAimp_E-MH-4352	1089318.995	1054532.394	0.477
SAimp_E-MH-8531	1089325.527	1055332.616	0.829
SAimp_E-node-1220	1089367.943	1046388.02	0.125
Parking_E-MH-5445-4	1089415.477	1046281.397	0.109
SAimp_SPP293	1089424.343	1045092.132	0.367
SAimp_E-MH-3152-2	1089431.486	1051227.331	0.381
Parking_14169	1089437.375	1047245.985	0.545
SAimp_E-MH-5445-2	1089445.465	1045662.636	0.143
SAimp_E-MH-5445-3	1089450.739	1045887.01	0.119
SAimp_E-MH-5445-1	1089451.795	1046089.16	0.12
SAimp_14169	1089472.375	1047220.985	1.559
SAimp_14593-2	1089485.593	1055999.397	0.559
SAimp_E-MH-5620	1089491.478	1048363.482	0.421
SAimp_E-MH-8530	1089495.501	1054942.088	0.202
SAimp_E-MH-8368	1089513.968	1059874.232	0.24
Parking_E-MH-4647	1089514.591	1048884.039	0.824
SAimp_E-MH-8372	1089519.002	1059466.909	0.244
SAimp_9329	1089528.705	1051627.869	0.511
Parking_E-MH-4634-2	1089533.789	1050343.899	0.716
SAimp_E-node-1219	1089548.724	1046394.73	0.123
Parking_E-MH-4484	1089584.03	1052455.763	0.276
Parking_E-MH-4621	1089600.95	1053273.942	0.163
Parking_15001-3	1089607.217	1046308.553	0.173
SAimp_E-MH-4202	1089627.869	1059165.122	0.302
SAimp_15406	1089632.416	1048568.054	0.112
Parking_15053-2	1089642.559	1049732.881	7.726
SAimp_E-MH-8880	1089647.302	1053671.579	0.476
SAimp_14682	1089649.544	1056153.399	0.458
SAimp_15191	1089694.189	1051724.465	0.531
SAimp_14545	1089704.453	1054420.209	0.856
SAimp_15187	1089717.239	1051536.244	0.167
SAimp_E-MH-4380	1089721.713	1055516.2	1.575
SAimp_15190	1089752.752	1051218.648	0.182
Parking_14837-1	1089907.649	1052330.566	0.443
SAimp_E-MH-8236	1089915.046	1059598.981	0.227
Parking_15063-2	1089934.857	1050337.259	0.173
SAimp_13922	1089943.892	1059277.156	0.29
SAimp_E-MH-4466-2	1089959.965	1051586.36	0.362
SAimp_E-MH-4260	1089964.389	1046390.135	0.222
Parking_E-MH-5701	1089978.264	1048764.605	0.175
Parking_E-MH-4280-1	1089986.239	1047006.335	0.144
Parking_15407	1089996.664	1048564.224	0.108
SAimp_E-MH-5701	1090013.264	1048739.605	0.148
SAimp_E-MH-4280-1	1090021.239	1046981.335	0.95
SAimp_15407	1090031.664	1048539.224	0.771
SAimp_E-MH-8494	1090069.181	1055619.802	1.36
SAimp_E-MH-4280-2	1090148.008	1046495.771	0.138
SAimp_E-MH-4450-2	1090246.464	1053513.766	0.208
SAimp_E-MH-4473-3	1090250.064	1050381.453	0.184
SAimp_E-MH-4472	1090253.523	1048788.988	0.174
SAimp_E-MH-4473-2	1090274.777	1049429.249	0.651
SAimp_E-MH-4466-1	1090320.111	1051694.793	0.508
SAimp_E-MH-5597-1	1090324.472	1046965.539	0.78
Parking_E-MH-8492	1090329.361	1055710.73	0.385
SAimp_14803	1090339.646	1048646.886	0.115
SAimp_E-MH-8492	1090364.361	1055685.73	1.203
SAimp_E-node-2258	1090374.938	1059897.615	0.596
SAimp_E-MH-5597-2	1090398.623	1047701.606	0.506
SAimp_E-node-2257-2	1090427.32	1059598.478	0.159
SAimp_E-MH-4727	1090544.883	1050613.944	0.79
SAimp_E-MH-4450-1	1090715.25	1052716.971	0.686
Parking_E-MH-4728	1090924.943	1050765.953	0.737
Parking_E-MH-4473-1	1091955.81	1051314.388	0.996
SAimp_E-MH-4473-1	1091990.81	1051289.388	0.925
