                0            1     2     3     4     5     6     7     8     9
300   1071639.945  1055756.279   0.0  27.0  20.0  67.0  39.0  27.0  47.0  10.0
301   1071643.840  1055474.822  34.0  27.0  20.0  54.0  39.0  27.0  47.0  10.0
302   1071652.565  1056095.687   0.0  57.0  20.0  67.0  39.0  98.0  47.0  10.0
303   1071660.795  1049919.392  44.0  40.0  32.0  11.0  41.0  11.0  39.0  98.0
304   1071675.309  1056475.622   0.0  57.0  20.0  67.0  39.0  98.0  47.0  10.0
305   1071697.961  1053433.960   6.0   2.0   2.0  61.0  26.0  94.0  32.0   8.0
306   1071702.654  1052540.309  36.0  85.0  48.0  61.0  43.0  79.0  18.0  25.0
307   1071710.309  1056450.622   0.0  57.0  20.0  67.0  39.0  98.0  47.0  10.0
308   1071732.961  1053408.960   6.0   2.0   2.0  61.0  26.0  94.0  32.0   8.0
309   1071748.131  1050851.778  44.0  40.0  32.0  11.0  41.0  11.0  39.0  98.0
310   1071748.349  1056689.562   0.0  57.0  20.0  67.0  39.0  98.0  47.0  10.0
311   1071768.615  1054544.272  34.0  99.0  31.0  24.0  12.0  88.0  32.0  47.0
312   1071783.131  1050826.778  44.0  40.0  32.0  11.0  41.0  11.0  39.0  98.0
313   1071783.349  1056664.562   0.0  57.0  20.0  67.0  39.0  98.0  47.0  10.0
314   1071794.872  1055066.765  34.0  27.0  31.0  54.0  12.0  27.0  47.0  47.0
315   1071803.615  1054519.272  34.0  99.0  31.0  24.0  12.0  88.0  32.0  47.0
316   1071805.955  1054019.679  34.0  99.0  31.0  24.0  12.0  88.0  32.0  47.0
317   1071807.398  1050183.924  44.0  40.0  32.0  11.0  41.0  11.0  39.0  98.0
318   1071817.672  1051760.022   4.0  83.0  48.0  59.0  43.0  86.0  16.0  86.0
319   1071819.436  1052246.397  36.0  83.0  48.0  59.0  43.0  79.0  16.0  25.0
320   1071825.205  1055987.385   0.0  57.0  20.0  67.0  39.0  98.0  47.0  10.0
321   1071827.292  1051232.193   4.0  83.0  48.0  59.0  43.0  86.0  16.0  86.0
322   1071854.436  1052221.397  36.0  83.0  48.0  59.0  43.0  79.0  16.0  25.0
323   1071857.682  1053811.480   6.0  99.0  31.0  61.0  12.0  88.0  32.0  47.0
324   1071862.292  1051207.193   4.0  83.0  48.0  59.0  43.0  86.0  16.0  86.0
325   1071866.335  1050526.553  44.0  40.0  32.0  11.0  41.0  11.0  39.0  98.0
326   1071873.255  1056166.229   0.0  57.0  20.0  67.0  39.0  98.0  47.0  10.0
327   1071892.682  1053786.480   6.0  99.0  31.0  61.0  12.0  88.0  32.0  47.0
328   1071901.335  1050501.553  44.0  40.0  32.0  11.0  41.0  11.0  39.0  98.0
329   1071908.008  1056751.179   0.0  57.0  20.0  67.0  39.0  98.0  47.0  10.0
330   1071908.255  1056141.229   0.0  57.0  20.0  67.0  39.0  98.0  47.0  10.0
331   1071913.256  1055530.924   0.0  27.0  20.0  54.0  39.0  27.0  47.0  10.0
332   1071913.856  1054253.112  34.0  99.0  31.0  24.0  12.0  88.0  32.0  47.0
333   1071943.008  1056726.179   0.0  57.0  20.0  67.0  39.0  98.0  47.0  10.0
334   1071946.763  1051860.757   4.0  83.0  48.0  59.0  43.0  86.0  16.0  86.0
335   1071948.856  1054228.112  34.0  99.0  31.0  24.0  12.0  88.0  32.0  47.0
336   1071951.122  1051458.214   4.0  83.0  48.0  59.0  43.0  86.0  16.0  86.0
337   1071957.989  1054518.897  34.0  99.0  31.0  24.0  12.0  88.0  32.0  47.0
338   1071968.881  1051949.490   4.0  83.0  48.0  59.0  43.0  86.0  16.0  86.0
339   1071981.763  1051835.757   4.0  83.0  48.0  59.0  43.0  86.0  16.0  86.0
340   1071985.841  1054745.875  34.0  99.0  31.0  24.0  12.0  88.0  32.0  47.0
341   1071986.122  1051433.214   4.0  83.0  48.0  59.0  43.0  86.0  16.0  86.0
342   1071992.989  1054493.897  34.0  99.0  31.0  24.0  12.0  88.0  32.0  47.0
343   1072008.347  1053012.511  20.0  85.0  29.0  61.0  26.0  50.0  32.0  25.0
344   1072016.884  1055224.827  34.0  27.0  20.0  24.0  39.0  27.0  47.0  47.0
345   1072020.841  1054720.875  34.0  99.0  31.0  24.0  12.0  88.0  32.0  47.0
346   1072051.884  1055199.827  34.0  27.0  20.0  24.0  39.0  27.0  47.0  47.0
347   1072057.152  1049759.780  44.0  32.0  32.0  11.0  41.0  11.0   0.0  98.0
348   1072077.686  1052186.853   4.0  83.0  48.0  59.0  43.0  50.0  16.0  25.0
349   1072111.310  1053724.722  20.0  99.0  29.0  45.0  12.0  88.0  32.0  47.0
350   1072112.686  1052161.853   4.0  83.0  48.0  59.0  43.0  50.0  16.0  25.0
351   1072120.297  1049972.073  44.0  32.0  32.0  11.0  41.0  11.0   0.0  98.0
352   1072137.217  1051298.951   4.0  83.0  48.0  59.0  43.0  25.0  16.0  86.0
353   1072139.535  1056071.031   0.0  57.0  20.0  67.0  39.0  98.0  44.0  10.0
354   1072144.959  1051755.382   4.0  83.0  48.0  59.0  43.0  86.0  16.0  86.0
355   1072145.237  1049604.777  44.0  32.0  43.0  11.0  41.0  11.0   0.0  98.0
356   1072146.310  1053699.722  20.0  99.0  29.0  45.0  12.0  88.0  32.0  47.0
357   1072147.796  1055663.803   0.0  27.0  20.0  37.0  39.0  27.0  44.0  10.0
358   1072168.591  1051191.636   4.0  83.0  48.0  59.0  43.0  25.0  16.0  86.0
359   1072174.535  1056046.031   0.0  57.0  20.0  67.0  39.0  98.0  44.0  10.0
360   1072179.959  1051730.382   4.0  83.0  48.0  59.0  43.0  86.0  16.0  86.0
361   1072186.245  1054976.105  34.0  29.0  31.0  24.0  39.0  27.0  44.0  47.0
362   1072188.758  1052717.222  20.0  14.0  29.0  21.0  43.0  50.0  16.0  25.0
363   1072200.850  1056642.799   0.0  57.0  20.0  67.0  39.0  98.0  44.0  10.0
364   1072223.758  1052692.222  20.0  14.0  29.0  21.0  43.0  50.0  16.0  25.0
365   1072226.994  1052512.569   4.0  14.0  29.0  21.0  43.0  50.0  16.0  25.0
366   1072235.850  1056617.799   0.0  57.0  20.0  67.0  39.0  98.0  44.0  10.0
367   1072246.238  1054400.053  34.0  99.0  31.0  24.0  12.0  88.0  32.0  47.0
368   1072258.012  1055223.188  34.0  29.0  20.0  24.0  39.0  27.0  44.0  45.0
369   1072261.994  1052487.569   4.0  14.0  29.0  21.0  43.0  50.0  16.0  25.0
370   1072273.891  1051402.042   4.0  83.0  48.0  59.0  43.0  25.0  16.0  86.0
371   1072281.238  1054375.053  34.0  99.0  49.0  24.0  12.0  88.0  32.0  47.0
372   1072290.673  1055436.899   0.0  29.0  20.0  37.0  39.0  27.0  44.0  45.0
373   1072308.891  1051377.042   4.0  83.0  48.0  59.0  43.0  25.0  16.0  86.0
374   1072325.307  1055823.799   0.0  76.0  20.0  37.0  39.0  27.0  44.0  45.0
375   1072325.816  1050957.187   4.0  83.0  48.0  78.0  41.0  25.0  16.0  86.0
376   1072343.700  1050634.443   4.0  32.0  48.0  78.0  41.0  25.0   0.0  77.0
377   1072357.895  1054642.307  34.0  99.0  49.0  24.0  12.0  21.0  32.0  47.0
378   1072360.816  1050932.187   4.0  83.0  48.0  78.0  41.0  25.0  16.0  86.0
379   1072378.700  1050609.443   4.0  32.0  48.0  78.0  41.0  25.0   0.0  77.0
380   1072387.183  1051728.521   4.0  83.0  48.0  59.0  43.0  25.0  16.0  86.0
381   1072392.895  1054617.307  34.0  99.0  49.0  24.0  12.0  21.0  32.0  47.0
382   1072397.675  1055115.935  34.0  29.0  49.0  24.0  39.0  27.0  44.0  45.0
383   1072398.725  1053079.075  20.0  46.0  29.0  45.0   4.0  50.0  32.0  87.0
384   1072416.341  1051272.853   4.0  83.0  48.0  59.0  43.0  25.0  16.0  86.0
385   1072429.942  1052469.747   4.0  14.0  29.0  21.0  43.0  50.0  16.0  25.0
386   1072432.675  1055090.935  34.0  29.0  49.0  24.0  39.0  27.0  44.0  45.0
387   1072433.725  1053054.075  20.0  46.0  29.0  45.0   4.0  50.0  32.0  87.0
388   1072460.607  1053769.648  20.0  46.0  29.0  45.0   4.0  81.0  32.0  87.0
389   1072462.030  1051343.208   4.0  83.0  48.0  59.0  43.0  25.0  16.0  86.0
390   1072464.185  1053389.925  20.0  46.0  29.0  45.0   4.0  81.0  32.0  87.0
391   1072464.942  1052444.747   4.0  14.0  29.0  21.0  43.0  50.0  16.0  25.0
392   1072485.929  1056613.387   0.0  57.0  20.0  67.0  39.0  98.0  44.0  10.0
393   1072490.540  1051174.095   4.0  83.0  48.0  78.0  43.0  25.0  16.0  86.0
394   1072493.663  1055517.143   0.0  29.0  20.0  37.0  39.0  80.0  44.0  45.0
395   1072495.607  1053744.648  20.0  46.0  29.0  45.0   4.0  81.0  32.0  87.0
396   1072505.209  1052769.217  20.0  14.0  29.0  21.0   4.0  50.0  16.0  25.0
397   1072508.627  1049652.997  28.0  32.0  43.0  78.0  41.0   0.0   0.0  77.0
398   1072520.929  1056588.387   0.0  57.0  20.0  67.0  39.0  98.0  44.0  10.0
399   1072521.842  1052215.831   4.0  14.0  48.0  21.0  43.0  50.0  16.0  25.0
400   1072528.663  1055492.143   0.0  29.0  20.0  37.0  39.0  80.0  44.0  45.0
401   1072545.818  1049810.300  28.0  32.0  43.0  78.0  41.0   0.0   0.0  77.0
402   1072556.842  1052190.831   4.0  14.0  48.0  21.0  43.0  50.0  16.0  25.0
403   1072573.018  1056033.801   0.0  76.0  20.0  37.0  39.0  80.0  44.0  45.0
404   1072573.087  1055681.141   0.0  76.0  20.0  37.0  39.0  80.0  44.0  45.0
405   1072605.524  1054807.136  41.0  29.0  49.0  24.0  39.0  21.0   3.0  76.0
406   1072608.018  1056008.801   0.0  76.0  20.0  37.0  39.0  80.0  44.0  45.0
407   1072621.874  1055798.707   0.0  76.0  20.0  37.0  39.0  80.0  44.0  45.0
408   1072626.887  1053427.649  20.0  46.0  29.0  45.0   4.0  81.0  32.0  87.0
409   1072627.826  1054329.579  41.0  99.0  49.0  24.0  16.0  21.0   3.0  76.0
410   1072637.025  1051659.627   4.0  83.0  48.0  59.0  43.0  25.0  16.0  86.0
411   1072656.874  1055773.707   0.0  76.0  20.0  37.0  39.0  80.0  44.0  45.0
412   1072661.887  1053402.649  20.0  46.0  29.0  45.0   4.0  81.0  32.0  87.0
413   1072662.826  1054304.579  41.0  99.0  49.0  24.0  16.0  21.0   3.0  76.0
414   1072664.691  1052783.528  20.0  14.0  29.0  21.0   4.0  50.0  23.0  87.0
415   1072676.275  1054989.880  41.0  29.0  49.0  24.0  39.0  21.0  44.0  45.0
416   1072684.139  1056231.108   0.0  76.0  20.0  37.0  39.0  80.0  44.0  45.0
417   1072687.038  1053050.505  20.0  46.0  29.0  45.0   4.0  81.0  23.0  87.0
418   1072697.580  1052504.879  20.0  14.0  29.0  21.0   4.0  50.0  16.0  25.0
419   1072731.199  1052067.487   4.0  14.0  48.0  21.0  43.0  50.0  16.0  25.0
420   1072732.580  1052479.879  20.0  14.0  29.0  21.0   4.0  50.0  16.0  25.0
421   1072813.376  1049656.577  28.0  32.0  43.0   0.0  41.0   0.0   0.0  77.0
422   1072819.008  1052716.075  20.0  14.0  29.0  21.0   4.0  50.0  23.0  87.0
423   1072824.825  1051166.931   4.0  87.0  13.0  78.0  43.0  25.0  16.0  61.0
424   1072835.196  1051278.010   4.0  87.0  13.0  78.0  43.0  25.0  16.0  61.0
425   1072835.453  1055383.774  41.0  29.0  49.0  37.0  39.0  80.0  44.0  45.0
426   1072844.376  1050371.176  28.0  32.0  43.0  78.0  41.0  77.0   0.0  77.0
427   1072859.324  1056080.776   0.0  76.0  20.0  37.0  39.0  80.0  44.0  45.0
428   1072862.373  1057052.338  19.0   6.0  24.0  75.0   8.0  51.0  29.0  63.0
429   1072865.089  1053806.836  20.0  46.0  29.0  45.0   4.0  81.0   3.0  76.0
430   1072867.808  1054084.516  20.0  46.0  49.0  29.0  16.0  21.0   3.0  76.0
431   1072869.406  1050663.076  28.0  32.0  43.0  78.0  41.0  77.0   0.0  77.0
432   1072870.453  1055358.774  41.0  29.0  49.0  37.0  39.0  80.0  44.0  45.0
433   1072875.430  1054900.387  41.0  29.0  49.0  29.0  42.0  21.0   3.0  76.0
434   1072881.553  1049983.843  28.0  32.0  43.0  78.0  41.0   0.0   0.0  77.0
435   1072882.465  1051652.278   4.0  87.0  13.0  32.0  43.0  25.0  16.0  61.0
436   1072885.830  1053070.926  20.0  46.0  29.0  45.0   4.0  81.0  23.0  87.0
437   1072897.373  1057027.338  19.0   6.0  24.0  75.0   8.0  51.0  29.0  63.0
438   1072900.089  1053781.836  20.0  46.0  29.0  45.0   4.0  81.0   3.0  76.0
439   1072902.808  1054059.516  20.0  46.0  49.0  29.0  16.0  21.0   3.0  76.0
440   1072904.406  1050638.076  28.0  32.0  43.0  78.0  41.0  77.0   0.0  77.0
441   1072910.430  1054875.387  41.0  29.0  49.0  29.0  42.0  21.0   3.0  76.0
442   1072920.830  1053045.926  20.0  46.0  29.0  45.0   4.0  81.0  23.0  87.0
443   1072921.102  1053447.097  20.0  46.0  29.0  45.0   4.0  81.0  23.0  87.0
444   1072923.577  1050420.153  28.0  32.0  43.0  78.0  41.0  77.0   0.0  77.0
445   1072934.027  1055620.054   0.0  76.0  49.0  37.0  39.0  80.0  44.0  45.0
446   1072937.861  1052122.662   4.0  14.0  13.0  21.0  43.0  44.0  16.0  25.0
447   1072956.102  1053422.097  20.0  46.0  29.0  45.0   4.0  81.0  23.0  87.0
448   1072958.534  1049666.829  28.0  32.0  43.0   0.0  41.0   0.0   0.0  77.0
449   1072979.476  1055951.619  19.0  76.0  24.0  37.0  39.0  80.0  44.0  45.0
450   1072983.676  1050224.542  28.0  32.0  43.0  78.0  41.0  77.0   0.0  77.0
451   1072991.322  1052485.571  20.0  14.0  29.0  21.0   4.0  50.0  23.0  25.0
452   1073004.983  1054702.354  41.0  29.0  49.0  29.0  16.0  21.0   3.0  76.0
453   1073007.451  1050906.636  28.0  87.0  13.0  78.0  10.0  77.0   0.0  61.0
454   1073014.476  1055926.619  19.0  76.0  24.0  37.0  39.0  80.0  44.0  45.0
455   1073033.311  1053180.229  20.0  46.0  29.0  45.0   4.0  81.0  23.0  87.0
456   1073080.326  1051204.708   4.0  87.0  13.0  32.0  10.0  77.0  16.0  61.0
457   1073088.795  1052032.269   4.0  14.0  13.0  21.0  43.0  44.0  16.0  61.0
458   1073092.378  1055330.893  41.0  29.0  49.0  37.0  42.0  80.0  44.0  45.0
459   1073095.424  1051350.200   4.0  87.0  13.0  32.0  10.0  77.0  16.0  61.0
460   1073097.763  1052678.629  20.0  14.0  29.0  21.0   4.0  50.0  23.0  87.0
461   1073114.610  1056247.666  19.0  76.0  24.0  37.0   8.0  51.0  29.0  63.0
462   1073127.378  1055305.893  41.0  29.0  49.0  37.0  42.0  80.0  44.0  45.0
463   1073132.763  1052653.629  20.0  14.0  29.0  21.0   4.0  50.0  23.0  87.0
464   1073145.313  1056668.472  19.0   6.0  24.0  75.0   8.0  51.0  29.0  63.0
465   1073160.491  1051759.746   4.0  87.0  13.0  32.0  10.0  44.0  16.0  61.0
466   1073161.607  1049548.919  28.0  52.0  43.0   0.0  29.0   0.0   0.0   0.0
467   1073163.803  1052296.031  20.0  14.0  29.0  21.0   4.0  44.0  23.0  16.0
468   1073176.534  1053631.960  20.0  46.0  29.0  45.0   4.0  81.0  23.0  87.0
469   1073180.313  1056643.472  19.0   6.0  24.0  75.0   8.0  51.0  29.0  63.0
470   1073196.607  1049523.919  28.0  52.0  43.0   0.0  29.0   0.0   0.0   0.0
471   1073201.453  1053105.249  20.0  46.0  29.0  45.0   4.0  81.0  23.0  87.0
472   1073204.336  1055915.096  19.0  76.0  24.0  37.0  42.0  80.0  44.0  45.0
473   1073211.534  1053606.960  20.0  46.0  29.0  45.0   4.0  81.0  23.0  87.0
474   1073213.255  1054444.101  41.0  18.0  49.0  29.0  16.0  21.0   3.0  76.0
475   1073214.192  1052225.126  31.0  14.0  13.0  21.0   4.0  44.0  23.0  16.0
476   1073233.042  1054853.000  41.0  18.0  49.0  29.0  42.0  21.0   3.0  76.0
477   1073235.998  1054301.521  41.0  18.0  49.0  29.0  16.0  21.0   3.0  76.0
478   1073236.282  1051493.830   4.0  87.0  13.0  32.0  10.0  44.0  10.0  61.0
479   1073236.453  1053080.249  20.0  46.0  29.0  45.0   4.0  81.0  23.0  87.0
480   1073239.336  1055890.096  19.0  76.0  24.0  37.0  42.0  80.0  44.0  45.0
481   1073239.589  1057044.929  19.0   6.0  24.0  75.0   8.0  51.0  29.0  63.0
482   1073251.624  1055453.258  41.0  76.0  49.0  37.0  42.0  80.0  44.0  45.0
483   1073270.998  1054276.521  41.0  18.0  49.0  29.0  16.0  21.0   3.0  76.0
484   1073274.589  1057019.929  19.0   6.0  24.0  75.0   8.0  51.0  29.0  63.0
485   1073297.321  1051074.789  28.0  87.0  13.0  32.0  10.0  77.0  10.0  61.0
486   1073306.878  1055316.125  41.0  49.0  49.0  44.0  42.0  80.0  44.0  45.0
487   1073332.321  1051049.789  28.0  87.0  13.0  32.0  10.0  77.0  10.0  61.0
488   1073341.878  1055291.125  41.0  49.0  49.0  44.0  42.0  80.0   3.0  45.0
489   1073343.093  1050036.160  28.0  52.0  43.0   0.0  29.0   0.0   0.0  77.0
490   1073365.702  1054081.534  41.0  18.0  49.0  29.0  16.0  21.0   3.0  76.0
491   1073369.433  1056640.936  19.0   6.0  24.0  75.0   8.0  51.0  29.0  63.0
492   1073384.124  1055775.235  19.0  76.0  24.0  37.0  42.0  80.0  44.0  45.0
493   1073389.159  1053319.478  20.0  46.0  29.0  45.0   4.0  81.0  23.0  87.0
494   1073404.433  1056615.936  19.0   6.0  24.0  75.0   8.0  51.0  29.0  63.0
495   1073408.129  1052061.191  31.0  37.0  13.0  87.0  10.0  44.0  23.0  16.0
496   1073419.371  1050946.514  28.0  87.0  13.0  32.0  10.0  77.0  10.0  61.0
497   1073427.333  1055040.537  41.0  18.0  49.0  44.0  42.0  32.0   3.0  89.0
498   1073435.552  1056090.156  19.0  76.0  24.0   2.0  42.0  51.0  29.0  63.0
499   1073445.526  1052665.431  20.0  37.0  29.0  87.0   4.0  93.0  23.0  16.0
500   1073454.371  1050921.514  28.0  87.0  13.0  32.0  10.0  77.0  10.0  61.0
501   1073460.142  1056409.082  19.0   6.0  24.0  75.0   8.0  51.0  29.0  63.0
502   1073470.552  1056065.156  19.0  76.0  24.0   2.0  42.0  51.0  29.0  63.0
503   1073477.878  1049471.587  28.0  52.0  43.0   0.0  29.0   0.0   0.0   0.0
504   1073478.247  1054754.334  41.0  18.0  49.0  29.0  16.0  32.0   3.0  89.0
505   1073479.190  1051620.165  31.0  87.0  13.0  32.0  10.0  44.0  10.0  61.0
506   1073480.526  1052640.431  20.0  37.0  29.0  87.0   4.0  93.0  23.0  16.0
507   1073482.016  1052318.316  31.0  37.0  13.0  87.0   4.0  44.0  23.0  16.0
508   1073490.859  1053836.706  20.0  18.0  49.0  29.0  16.0  81.0   3.0  76.0
509   1073493.908  1055314.050  41.0  49.0  49.0  44.0  42.0  80.0   3.0  45.0
510   1073495.142  1056384.082  19.0   6.0  24.0  75.0   8.0  51.0  29.0  63.0
511   1073498.727  1051229.432  31.0  87.0  13.0  32.0  10.0  77.0  10.0  61.0
512   1073504.626  1052969.974  20.0  37.0  29.0  87.0   4.0  93.0  23.0  16.0
513   1073514.190  1051595.165  31.0  87.0  13.0  32.0  10.0  44.0  10.0  61.0
514   1073517.016  1052293.316  31.0  37.0  13.0  87.0   4.0  44.0  23.0  16.0
515   1073578.489  1055099.701  41.0  49.0  49.0  44.0  42.0  32.0   3.0  89.0
516   1073604.518  1056717.080  19.0   6.0  24.0  75.0   8.0  51.0  29.0  63.0
517   1073611.397  1054339.766  41.0  18.0  49.0  29.0  16.0  32.0   3.0  89.0
518   1073624.242  1053496.349  20.0  96.0  45.0  83.0   4.0  81.0  23.0   2.0
519   1073629.175  1055718.191  19.0  49.0  24.0   2.0  42.0   2.0  29.0  22.0
520   1073638.018  1050745.167  28.0  87.0  13.0  32.0  10.0  77.0  10.0  61.0
521   1073639.518  1056692.080  19.0   6.0  24.0  75.0   8.0  51.0  29.0  63.0
522   1073647.868  1054611.134  41.0  18.0  49.0  29.0  16.0  32.0   3.0  89.0
523   1073661.878  1056251.623  19.0   6.0  24.0   2.0   8.0  51.0  29.0  63.0
524   1073672.724  1055434.439  41.0  49.0  49.0  44.0  42.0   2.0   3.0  22.0
525   1073673.018  1050720.167  28.0  87.0  13.0  32.0  10.0  77.0  10.0  61.0
526   1073693.667  1057201.938  19.0   6.0  24.0  75.0   8.0  74.0  29.0  63.0
527   1073710.193  1055094.887  41.0  49.0  49.0  44.0  42.0  32.0   3.0  89.0
528   1073719.124  1052172.029  31.0  37.0  13.0  87.0  10.0  44.0  23.0  16.0
529   1073720.300  1049220.266  28.0  52.0  43.0   0.0  29.0   0.0   0.0   0.0
530   1073727.589  1056057.278  19.0  49.0  24.0   2.0  42.0   2.0  29.0  63.0
531   1073728.667  1057176.938  19.0   6.0  24.0  75.0   8.0  74.0  29.0  63.0
532   1073730.364  1054515.916  41.0  18.0  49.0  29.0  16.0  32.0   3.0  89.0
533   1073733.182  1049393.968  28.0  52.0  43.0   0.0  29.0   0.0   0.0   0.0
534   1073738.492  1053923.739  41.0  18.0  49.0  83.0  16.0  53.0   3.0   2.0
535   1073746.365  1054312.535  41.0  18.0  49.0  29.0  16.0  32.0   3.0  89.0
536   1073763.817  1052505.182  31.0  37.0  45.0  87.0   4.0  93.0  23.0  16.0
537   1073781.365  1054287.535  41.0  18.0  49.0  29.0  16.0  32.0   3.0  89.0
538   1073792.274  1053066.506  20.0  37.0  45.0  87.0   4.0  93.0  23.0  16.0
539   1073793.206  1051942.849  31.0  37.0  13.0  87.0  10.0  44.0  10.0  16.0
540   1073796.417  1051369.748  31.0  87.0  13.0  32.0  10.0  47.0  10.0  48.0
541   1073802.553  1051228.644  31.0  87.0  13.0  32.0  10.0  47.0  10.0  48.0
542   1073823.393  1053312.858  20.0  96.0  45.0  83.0   4.0  93.0  23.0   2.0
543   1073827.828  1056420.694  19.0   6.0  24.0   2.0   8.0  51.0  29.0  63.0
544   1073827.971  1052383.595  31.0  37.0  45.0  87.0   4.0  93.0  23.0  16.0
545   1073832.743  1051632.530  31.0  87.0  13.0  32.0  10.0  44.0  10.0  48.0
546   1073837.210  1049681.464  28.0  52.0  43.0   0.0  29.0   0.0   0.0   0.0
547   1073850.840  1054927.605  41.0  18.0  49.0  44.0  42.0  32.0   3.0  89.0
548   1073851.988  1052727.309  31.0  37.0  45.0  87.0   4.0  93.0  23.0  16.0
549   1073853.699  1055357.726  41.0  49.0  10.0  44.0  42.0   2.0  33.0  22.0
550   1073866.570  1053607.705  20.0  96.0  45.0  83.0  16.0  53.0  23.0   2.0
551   1073867.743  1051607.530  31.0  87.0  13.0  32.0  10.0  44.0  10.0  48.0
552   1073872.210  1049656.464  28.0  52.0  43.0   0.0  29.0   0.0   0.0   0.0
553   1073900.384  1056720.904  19.0   6.0  24.0  75.0   8.0  74.0  29.0  63.0
554   1073919.636  1055746.422  19.0  49.0  24.0   2.0  42.0   2.0  29.0  22.0
555   1073930.377  1050309.670  28.0  52.0  43.0  74.0  29.0  99.0  10.0  67.0
556   1073940.129  1054625.387  41.0  18.0  10.0  44.0  16.0  32.0   3.0  89.0
557   1073965.377  1050284.670  28.0  52.0  43.0  74.0  29.0  99.0  10.0  67.0
558   1073984.641  1057175.745  19.0   6.0  24.0  75.0   8.0  74.0  29.0  78.0
559   1073990.568  1049853.574  28.0  52.0  43.0   0.0  29.0   0.0   0.0   0.0
560   1074000.997  1052211.538  31.0  37.0  45.0  87.0  10.0  93.0  23.0  16.0
561   1074021.246  1056044.376  19.0  49.0  24.0   2.0  42.0   2.0  29.0  22.0
562   1074030.128  1054154.571  41.0  18.0  10.0  83.0  16.0  32.0   3.0  89.0
563   1074031.682  1053232.565  20.0  96.0  45.0  83.0   4.0  93.0  23.0   2.0
564   1074051.810  1052641.436  31.0  37.0  45.0  87.0   4.0  93.0  23.0  16.0
565   1074053.149  1054422.236  41.0  18.0  10.0  44.0  16.0  32.0   3.0  89.0
566   1074067.257  1049338.944  28.0  52.0  43.0   0.0  29.0   0.0  24.0   0.0
567   1074086.810  1052616.436  31.0  37.0  45.0  87.0   4.0  93.0  23.0  16.0
568   1074088.839  1055261.808  41.0  49.0  10.0  44.0  42.0   2.0  33.0  22.0
569   1074089.857  1051214.305  31.0  79.0  13.0  32.0  10.0  47.0  10.0  48.0
570   1074094.683  1053859.783  41.0  96.0  45.0  83.0  16.0  53.0   3.0   2.0
571   1074099.667  1051930.308  31.0  37.0  13.0  87.0  10.0  44.0  10.0  16.0
572   1074099.819  1055026.321  41.0  49.0  10.0  44.0  42.0  32.0  33.0  89.0
573   1074103.196  1052410.350  31.0  37.0  45.0  87.0   4.0  93.0  23.0  16.0
574   1074112.464  1052971.637  31.0  37.0  45.0  87.0   4.0  93.0  23.0  16.0
575   1074124.857  1051189.305  31.0  79.0  13.0  32.0  10.0  47.0  10.0  48.0
576   1074125.185  1056506.521  19.0   6.0  24.0   2.0   8.0  74.0  29.0  63.0
577   1074127.059  1054659.331  41.0  18.0  10.0  44.0  16.0  32.0  33.0  89.0
578   1074127.762  1053552.536  20.0  96.0  45.0  83.0  16.0  53.0  23.0   2.0
579   1074129.683  1053834.783  41.0  96.0  45.0  83.0  16.0  53.0   3.0   2.0
580   1074132.256  1050773.737  28.0  79.0  35.0  74.0  10.0  47.0  10.0  48.0
581   1074162.059  1054634.331  41.0  18.0  10.0  44.0  16.0  32.0  33.0  89.0
582   1074165.394  1053465.653  20.0  96.0  45.0  83.0  16.0  53.0  23.0   2.0
583   1074167.256  1050748.737  28.0  79.0  35.0  74.0  10.0  47.0  10.0  48.0
584   1074185.152  1055644.522  19.0  49.0  10.0   2.0  42.0   2.0  33.0  22.0
585   1074202.889  1051595.254  31.0  79.0  13.0  32.0  10.0  47.0  10.0  48.0
586   1074208.002  1050107.284  28.0  52.0  35.0  74.0  29.0  99.0  24.0  67.0
587   1074218.291  1050426.935  28.0  24.0  35.0  74.0  29.0  99.0  10.0  67.0
588   1074236.139  1052792.033  31.0  37.0  45.0  87.0   4.0  93.0  23.0  16.0
589   1074237.595  1055848.525  19.0  49.0  24.0   2.0  42.0   2.0  29.0  22.0
590   1074239.130  1057191.617  19.0   6.0  24.0  75.0   8.0  74.0  29.0  78.0
591   1074243.002  1050082.284  28.0  52.0  35.0  74.0  29.0  99.0  24.0  67.0
592   1074253.291  1050401.935  28.0  24.0  35.0  74.0  29.0  99.0  10.0  67.0
593   1074264.566  1054795.950  41.0  18.0  10.0  44.0  16.0  32.0  33.0  89.0
594   1074271.139  1052767.033  31.0  37.0  45.0  87.0   4.0  93.0  23.0  16.0
595   1074294.045  1056088.254  19.0  49.0  24.0   2.0  42.0   2.0  29.0  22.0
596   1074315.335  1052466.390  31.0  37.0  45.0  87.0  15.0  93.0  23.0  16.0
597   1074323.916  1051850.671  31.0  79.0  13.0   7.0  10.0   7.0  10.0  48.0
598   1074340.049  1055327.738   8.0  49.0  10.0  44.0  42.0   2.0  33.0  22.0
599   1074368.741  1056913.672  19.0   6.0  24.0  75.0   8.0  74.0  29.0  78.0
600   1074377.694  1055017.194   8.0  72.0  10.0  44.0  42.0  32.0  33.0  89.0
601   1074396.223  1051365.009  31.0  79.0  13.0  32.0  10.0  47.0  10.0  48.0
602   1074397.580  1054657.227  41.0  18.0  10.0  63.0  16.0  32.0  33.0  89.0
