NAME	X	Y	AREA
SAimp_E-MH-9024-3	1082870.637	1043829.383	0.486
SAimp_E-MH-3766-1	1082930.434	1045461.319	0.151
SAimp_E-MH-3768	1082943.05	1045966.523	0.18
Parking_E-MH-3736	1083039.452	1051025.597	0.325
Parking_E-MH-9024-2	1083066.382	1044396.493	0.797
SAimp_E-MH-3736	1083074.452	1051000.597	0.19
SAimp_E-MH-3448-3	1083089.378	1044915.248	0.475
SAimp_E-MH-9024-2	1083101.382	1044371.493	1.176
Parking_E-MH-3735	1083158.212	1051906.644	5.231
Parking_E-MH-3765	1083166.362	1048230.568	0.576
SAimp_E-MH-3735	1083193.212	1051881.644	0.9
SAimp_E-MH-3765	1083201.362	1048205.568	1.252
Parking_E-MH-3448-1	1083268.337	1045287.839	0.195
Parking_10163	1083276.624	1050832.402	0.419
SAimp_10163	1083311.624	1050807.402	0.43
Parking_12449	1083354.812	1050128.001	3.305
SAimp_12449	1083389.812	1050103.001	0.337
SAimp_E-MH-3448-2	1083395.129	1045148.925	4.107
Parking_E-node-2414-2	1083497.343	1044641.193	0.21
Parking_E-node-5045-2	1083536.871	1044962.891	0.144
SAimp_12455	1083555.528	1051175.341	0.162
Parking_12450-3	1083560.82	1050599.349	0.364
SAimp_E-node-5045-2	1083571.871	1044937.891	0.297
SAimp_12450-3	1083595.82	1050574.349	0.552
Parking_E-node-647	1083640.84	1051512.593	1.508
Parking_12450-4	1083644.82	1050984.407	0.465
Parking_E-node-649	1083654.945	1051861.111	0.653
SAimp_E-node-3735-1	1083664.013	1052611.887	0.189
SAimp_E-node-647	1083675.84	1051487.593	0.143
SAimp_12450-4	1083679.82	1050959.407	0.189
SAimp_E-node-649	1083689.945	1051836.111	0.188
SAimp_E-node-646	1083714.484	1051294.76	0.227
Parking_E-node-652	1083718.825	1052211.802	0.902
SAimp_12454	1083723.661	1051133.426	0.154
Parking_E-MH-5987-1	1083736.287	1048089.225	0.906
SAimp_E-node-652	1083753.825	1052186.802	0.233
SAimp_E-MH-5987-1	1083771.287	1048064.225	2.127
Parking_12450-2	1083806.094	1050475.186	0.16
Parking_12477	1083874.342	1051385.89	0.403
SAimp_12477	1083909.342	1051360.89	0.11
Parking_E-node-648	1083992.644	1051555.799	1.087
Parking_10160	1084003.458	1051041.965	0.56
SAimp_12479	1084021.011	1051251.759	0.149
SAimp_E-node-648	1084027.644	1051530.799	0.117
SAimp_10160	1084038.458	1051016.965	0.368
Parking_E-node-651	1084104.111	1052154.582	0.265
SAimp_E-node-651	1084139.111	1052129.582	0.207
Parking_E-node-644	1084272.665	1051452.162	0.421
Parking_E-node-650	1084275.095	1051856.393	3.53
SAimp_E-node-650	1084310.095	1051831.393	0.163
Parking_E-node-656-2	1084384.309	1052234.953	0.87
Parking_12526-2	1084519.828	1051078.182	1.52
SAimp_12526-2	1084554.828	1051053.182	0.525
Parking_12529-2	1084951.785	1051065.032	3.256
Parking_12529-1	1084985.742	1052864.967	0.113
SAimp_12529-2	1084986.785	1051040.032	0.353
Parking_12539	1085054.693	1052975.777	0.819
Parking_12537-2	1085319.889	1052720.411	1.848
Parking_12533	1085338.206	1052157.755	4.061
SAimp_12537-2	1085354.889	1052695.411	0.401
SAimp_12533	1085373.206	1052132.755	0.657
Parking_12531	1085400.292	1051430.081	3.218
SAimp_12531	1085435.292	1051405.081	0.921
Parking_12537-1	1085525.059	1053449.665	1.677
